RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-017-03-001,PKG-017,DEL-017-03,Washroom Renovation & Expansion,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,PKG-017 — Existing Building Renovation (Old North Shop),_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-017-03 implements scope under PKG-017 (Existing Building Renovation — Old North Shop),Datasheet.md,Datasheet > Identification > Package,"Package: PKG-017 — Existing Building Renovation (Old North Shop)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition section 7 PKG-017 table.,,
v3.1,DEP-017-03-002,PKG-017,DEL-017-03,Washroom Renovation & Expansion,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0072,Renovate existing washroom below mezzanine in Old North Shop,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-017-03 traces to SOW-0072 (renovate existing washroom),Datasheet.md,Datasheet > Identification > SOW References,"SOW References: SOW-0072, SOW-0074",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. SOW-0072 confirmed in decomposition section 3-I and scope ledger.,,
v3.1,DEP-017-03-003,PKG-017,DEL-017-03,Washroom Renovation & Expansion,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0074,Expand washroom facilities to include urinal,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-017-03 traces to SOW-0074 (expand washroom facilities to include urinal),Datasheet.md,Datasheet > Identification > SOW References,"SOW References: SOW-0072, SOW-0074",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. SOW-0074 confirmed in decomposition section 3-I and scope ledger.,,
v3.1,DEP-017-03-004,PKG-017,DEL-017-03,Washroom Renovation & Expansion,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,Deliver a code-compliant fully functional maintenance shop addition and associated renovations,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-017-03 supports OBJ-001,Datasheet.md,Datasheet > Identification > Supports Objective,"Supports Objective: OBJ-001",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. OBJ-001 confirmed in decomposition section 5 and PKG-017 deliverable table.,,
v3.1,DEP-017-03-005,PKG-017,DEL-017-03,Washroom Renovation & Expansion,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,UNKNOWN,,,,EXISTING-DOCS-001 — Existing washroom documentation,,Existing washroom documentation (current drawings; as-built conditions; condition photos) required before design commencement,Procedure.md,Procedure > Prerequisites > Upstream Dependencies,"Existing washroom documentation — current drawings, as-built conditions, and condition photos",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly listed in Procedure prerequisites table. Also referenced in Datasheet [B-001] and [B-002]. Scope and quantities unknown without this input.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-017-03-006,PKG-017,DEL-017-03,Washroom Renovation & Expansion,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,UNKNOWN,,,,CODE-REVIEW-001 — Building code compliance review,,Building code compliance review required before design finalization — confirm renovation meets current Alberta Safety Codes and Alberta Building Code,Procedure.md,Procedure > Prerequisites > Upstream Dependencies,"Building code compliance review — confirm renovation meets current Alberta Safety Codes",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly listed in Procedure prerequisites table. Determines accessibility and code upgrade scope.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-017-03-007,PKG-017,DEL-017-03,Washroom Renovation & Expansion,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,UNKNOWN,,,,ACCESS-REVIEW-001 — Accessibility standards review,,Accessibility standards review required before design finalization — confirm applicable Alberta Building Code barrier-free accessibility provisions,Procedure.md,Procedure > Prerequisites > Upstream Dependencies,"Accessibility standards review — confirm applicable Alberta Building Code barrier-free accessibility provisions",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly listed in Procedure prerequisites table. May affect floor area and fixture arrangement.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-017-03-008,PKG-017,DEL-017-03,Washroom Renovation & Expansion,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,UNKNOWN,,,,UTILITY-001 — Plumbing/ventilation capacity verification,,Plumbing and ventilation capacity verification required before design finalization — confirm available water supply and drain capacity for renovation and urinal addition,Procedure.md,Procedure > Prerequisites > Upstream Dependencies,"Plumbing/ventilation capacity verification — confirm available water supply and drain capacity",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly listed in Procedure prerequisites table. Determines plumbing scope.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-017-03-009,PKG-017,DEL-017-03,Washroom Renovation & Expansion,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-009,DEL-009-02,,Building Permit Application & Approval,_Decomposition/WDMLRL_Decomposition_Claude.md,Building permit (DEL-009-02) must be in place before construction commences,Procedure.md,Procedure > Prerequisites > Additional Prerequisites,"Building Permit issued — DEL-009-02 must be in place; GC responsible for obtaining",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly stated in Procedure prerequisites. Hard gate for construction start.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-017-03-010,PKG-017,DEL-017-03,Washroom Renovation & Expansion,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-009,DEL-009-03,,Safety Code Permits,_Decomposition/WDMLRL_Decomposition_Claude.md,Safety Code permits (plumbing; mechanical; electrical) must be issued before construction commences,Procedure.md,Procedure > Prerequisites > Additional Prerequisites,"Safety Code Permits issued — Plumbing, mechanical, and electrical permits at minimum",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly stated in Procedure prerequisites.,BLOCKING,TASK_ESTIMATING
