ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-002-12,Project Management — PM oversight for structural specification,6,hr,UNIT_RATE,Procedure,Steps 1-9,"PM coordination across all spec steps; from Level_of_Effort.csv R-01"
ITM-002,DEL-002-12,Cost Estimator — QTO and benchmarking support for structural specification,4,hr,UNIT_RATE,Procedure,Steps 1-9,"Estimate prep support; from Level_of_Effort.csv R-08"
ITM-003,DEL-002-12,BIM Technician — modeling and sheet support for structural specification,18,hr,UNIT_RATE,Procedure,Steps 5-6,"BIM modeling and coordination support; from Level_of_Effort.csv R-13"
ITM-004,DEL-002-12,Structural Engineer — author structural specification document,42,hr,UNIT_RATE,Specification,Scope / Requirements,"Lead technical authorship of specification (REQ-001 thru REQ-012); from Level_of_Effort.csv R-14"
ITM-005,DEL-002-12,Scope confirmation and standards identification (Step 1),1,LS,LUMP_SUM,Procedure,Step 1,"Review RFP §3.4 and Appendix B; confirm governing codes; included in ITM-004 hours"
ITM-006,DEL-002-12,Geotechnical report review and integration (Step 2),1,LS,LUMP_SUM,Procedure,Step 2,"Review geotech report from PKG-008 for superstructure interface; included in ITM-004 hours"
ITM-007,DEL-002-12,Crane specification procurement and runway requirements (Step 3),1,LS,LUMP_SUM,Procedure,Step 3,"Obtain crane mfr data; establish runway design parameters; included in ITM-004 hours"
ITM-008,DEL-002-12,Design load establishment per NBC (Step 4),1,LS,LUMP_SUM,Procedure,Step 4,"Dead/live/snow/wind/seismic/crane/embedment/pit loads; included in ITM-004 hours"
ITM-009,DEL-002-12,Specification section preparation — MasterFormat Div 03 and Div 05 (Step 5),1,LS,LUMP_SUM,Procedure,Step 5,"Draft specification sections per MasterFormat; included in ITM-004 hours"
ITM-010,DEL-002-12,Multi-discipline coordination package (Step 6),1,LS,LUMP_SUM,Procedure,Step 6,"Issue and track coordination with Mech/Elec/Arch/Civil/Plumbing; included in ITM-004 hours"
ITM-011,DEL-002-12,Old North Shop structural assessment (Step 7),1,LS,LUMP_SUM,Procedure,Step 7,"Site visit and mezzanine assessment for renovation scope; included in ITM-004 hours"
ITM-012,DEL-002-12,Internal review and P.Eng. signing (Step 8),1,LS,LUMP_SUM,Procedure,Step 8,"QA review; interdisciplinary review; P.Eng. stamp; included in ITM-004 hours"
ITM-013,DEL-002-12,IFC package assembly and submission (Step 9),1,LS,LUMP_SUM,Procedure,Step 9,"Assemble with PKG-002 drawing set for permit; included in ITM-004 hours"
