RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-002-09-A01,PKG-002,DEL-002-09,Stair Details,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,SOW-0012,Complete final structural design (concrete structure 35' ceiling),Decomposition SSOW C > SOW-0012,DEL-002-09 implements SOW-0012 (Complete final structural design),Datasheet.md,Identification > Scope of Work Reference,SOW-0012,EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Confirmed in decomposition scope ledger: SOW-0012 maps to PKG-002 deliverables including DEL-002-09.,,
v3.1,DEP-002-09-A02,PKG-002,DEL-002-09,Stair Details,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,Deliver a code-compliant fully functional maintenance shop addition,Decomposition Objectives > OBJ-001,DEL-002-09 supports OBJ-001 (code-compliant functional facility),Datasheet.md,Identification > Objective References,"OBJ-001, OBJ-003",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Confirmed in decomposition: OBJ-001 supported by PKG-002.,,
v3.1,DEP-002-09-A03,PKG-002,DEL-002-09,Stair Details,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-003,Produce complete P.Eng.-stamped IFC design documentation across all disciplines,Decomposition Objectives > OBJ-003,DEL-002-09 supports OBJ-003 (complete P.Eng.-stamped IFC documentation),Datasheet.md,Identification > Objective References,"OBJ-001, OBJ-003",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Confirmed in decomposition: OBJ-003 supported by PKG-002.,,
v3.1,DEP-002-09-E01,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-05,,Mezzanine Framing Details,PKG-002_Structural Design/1_Working/DEL-002-05_Mezzanine-Details/,Required input: mezzanine top landing elevation and framing layout needed before stair detailing can establish connection interface and load path,Procedure.md,Prerequisites > Required Inputs,"DEL-002-05 -- needed for mezzanine top landing elevation, framing layout, and connection interface",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Explicit prerequisite in Procedure table. Also referenced in Guidance P-1 (develop DEL-002-05 before DEL-002-09) and Specification REQ-007.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-09-E02,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-03,,Structural Framing Plans,PKG-002_Structural Design/1_Working/DEL-002-03_Framing-Plans/,Required input: overall structural grid and slab layout needed to locate stair base,Procedure.md,Prerequisites > Required Inputs,DEL-002-03 -- needed for overall structural grid and slab layout to locate stair base,EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Explicit prerequisite in Procedure table.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-09-E03,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-002,DEL-002-10,,Structural Calculation Package,PKG-002_Structural Design/1_Working/DEL-002-10_Calculation-Package/,Structural calculations supporting stair design are included in DEL-002-10; verify coverage and confirm responsibility,Procedure.md,Steps > Step 2.4,Verify with DEL-002-10 that the stair structural calculations will be included,EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Procedure Step 2.4 and Specification Verification REQ-002 both reference DEL-002-10 for calculation support.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-09-E04,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-011,DEL-011-07,,Mezzanine Structure & Stairs (Construction),PKG-011_Building Structure & Envelope/,IFC stair detail drawings are issued to construction team (PKG-011 DEL-011-07) for stair construction execution,Procedure.md,Steps > Step 6.3,Issue drawing set to construction team (PKG-011 DEL-011-07),EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Procedure Step 6.3 explicitly names DEL-011-07 as recipient. Datasheet Construction table also confirms.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-09-E05,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-008,DEL-008-01,,Geotechnical Investigation & Report,PKG-008_Geotechnical Investigation & Surveying/,Required input: geotechnical investigation report needed for foundation and slab bearing conditions; stair base anchors depend on slab design,Procedure.md,Prerequisites > Required Inputs,Geotechnical investigation report -- required for foundation and slab bearing conditions,EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Explicit prerequisite in Procedure table. Also referenced in Specification Verification [C-001] and Procedure Step 3.7.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-09-E06,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-08,,Steel Plate Embedment Plan,PKG-002_Structural Design/1_Working/DEL-002-08_Embedment-Plan/,Required input: confirm whether floor embedments exist at intended stair base location,Procedure.md,Prerequisites > Required Inputs,DEL-002-08 -- confirm whether floor embedments exist at intended stair base location,EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Listed as prerequisite input in Procedure table. ASSUMPTION: Conditional vs. unconditional status unresolved per Guidance CON-002. Preserving as prerequisite until CON-002 is ruled on.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-09-E07,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-001,DEL-001-02,,Architectural Floor Plans,PKG-001_Architectural Design/1_Working/DEL-001-02_Floor-Plans/,Required input: confirm stair location and stair clear width and architectural intent,Procedure.md,Prerequisites > Required Inputs,"Architectural Floor Plans (DEL-001-02) -- confirm stair location, stair clear width, and architectural intent",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Explicit prerequisite in Procedure table.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-09-E08,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-002,DEL-002-01,,Preliminary Structural Design,PKG-002_Structural Design/1_Working/DEL-002-01_Preliminary-Design/,County approval of Preliminary Structural Design (DEL-002-01) required before proceeding to IFC details,Procedure.md,Prerequisites > Required Authorizations,County approval of Preliminary Structural Design (DEL-002-01) before proceeding to IFC details,EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Explicit authorization prerequisite in Procedure. Source: R-01 section 3.3.2. Also reinforced in Procedure Step 5 and Specification Verification [D-001].,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-09-E09,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-002,DEL-002-12,,Structural Specification,PKG-002_Structural Design/1_Working/DEL-002-12_Specification/,Material designations in stair drawings must be consistent with DEL-002-12 Structural Specification,Procedure.md,Steps > Step 4.1,Material designations are consistent with DEL-002-12 (Structural Specification),EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Procedure Step 4.1 requires cross-check of material designations against DEL-002-12. Specification Related Deliverables also lists DEL-002-12.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-09-E10,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,,Alberta Building Code (current edition),Required input: Alberta Building Code needed for code-compliant stair geometry and structural load cases,Procedure.md,Prerequisites > Required Inputs,Alberta Building Code (current edition) -- Required for code-compliant stair geometry and structural load cases,EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Explicit prerequisite in Procedure table. Edition year TBD per Specification REQ-004 [A-001]. Regulatory document -- not a deliverable.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-09-E11,PKG-002,DEL-002-09,Stair Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-002,DEL-002-04,,Structural Sections & Details,PKG-002_Structural Design/1_Working/DEL-002-04_Structural-Sections/,Related structural deliverable providing overall building sections for coordination,Specification.md,Documentation > Related Deliverables,DEL-002-04 -- Structural Sections & Details (overall building sections),EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Listed in Specification Related Deliverables and Datasheet Construction table as a related structural deliverable.,ADVISORY,TASK_ESTIMATING
