LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-0304-01,31.40,PKG-003,DEL-03-04,Water main 150mm PVC - municipal stub to Main PSB (120 m),120,lm,200,24000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-01; ASM-001,MED,All-inclusive rate: trench/bed/pipe/backfill/compact; 1.5-2.0m depth; Alberta freeze depth
L-0304-02,31.40,PKG-003,DEL-03-04,Water main 150mm PVC - branch to Cold Storage Building (40 m),40,lm,200,8000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-01; ASM-002; ASM-004,LOW,Cold Storage water service requirement TBD per Datasheet; assumed required
L-0304-03,31.40,PKG-003,DEL-03-04,Water service connection to Main PSB (50mm copper/PE),1,each,4500,4500,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-02,MED,From main to 1.5m outside building; includes curb stop
L-0304-04,31.40,PKG-003,DEL-03-04,Water service connection to Cold Storage Building (50mm copper/PE),1,each,4500,4500,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-02; ASM-004,LOW,Cold Storage water service requirement TBD; assumed required
L-0304-05,31.41,PKG-003,DEL-03-04,Sanitary sewer 200mm PVC gravity - municipal stub to Main PSB (120 m),120,lm,225,27000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-03; ASM-001,MED,Includes bedding/backfill; manholes pro-rated at 1 per 90m
L-0304-06,31.41,PKG-003,DEL-03-04,Sanitary service connection to Main PSB,1,each,4000,4000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-04,MED,From main/manhole to 1.5m outside building; includes cleanout
L-0304-07,31.42,PKG-003,DEL-03-04,Natural gas service 50mm PE - to Main PSB (120 m),120,lm,140,16800,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-06; ASM-001; ASM-007,MED,ATCO Gas typically installs to meter; estimate for on-site distribution; Cold Storage unheated - no gas
L-0304-08,31.43,PKG-003,DEL-03-04,Power duct bank 2-way concrete-encased - to Main PSB (120 m),120,lm,240,28800,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-07; ASM-001,MED,From padmount transformer to building
L-0304-09,31.43,PKG-003,DEL-03-04,Power duct bank 2-way concrete-encased - branch to Cold Storage (40 m),40,lm,240,9600,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-07; ASM-002,MED,Electrical service confirmed required for Cold Storage per Datasheet
L-0304-10,31.44,PKG-003,DEL-03-04,Telecom conduit 100mm PVC direct-buried - to Main PSB (120 m),120,lm,100,12000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-08; ASM-001; ASM-006,MED,Cold Storage telecom not required (ASM-006)
L-0304-11,31.45,PKG-003,DEL-03-04,Common trench shared utilities 2.0m deep (100 m),100,lm,100,10000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-09; ASM-003,MED,Where water/sewer/gas share alignment; per lm of trench
L-0304-12,31.49,PKG-003,DEL-03-04,Municipal utility tie-in allowance - all utilities (DEC-004),1,LS,35000,35000,CAD,ALLOWANCE,Underground_Utility_Rates.csv UU-12; DEC-004,LOW,PENDING OWNER CONFIRMATION; combined water+sewer+gas+power+telecom tie-in execution at municipal stubs
L-0304-13,31.50,PKG-003,DEL-03-04,Water utility connection fee,1,LS,10000,10000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-11,LOW,Town of Penhold fee schedule TBD; recommended value used
L-0304-14,31.50,PKG-003,DEL-03-04,Sewer utility connection fee,1,LS,10000,10000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-12,LOW,Town of Penhold fee schedule TBD; recommended value used
L-0304-15,31.50,PKG-003,DEL-03-04,Power service connection fee,1,LS,12000,12000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-13,LOW,ATCO Electric or FortisAlberta; depends on service size
L-0304-16,31.50,PKG-003,DEL-03-04,Gas service connection fee,1,LS,5000,5000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-14,LOW,ATCO Gas; depends on service size and distance
L-0304-17,31.50,PKG-003,DEL-03-04,Telecom service connection fee,1,LS,2000,2000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-15,LOW,Telus or local provider
L-0304-18,31.00,PKG-003,DEL-03-04,Civil engineering design fees - utility routing (2.5% of distribution construction cost),1,LS,3730,3730,CAD,RATE_TABLE,Professional_Design_Fees.csv DF-02; fee base = $149200 distribution subtotal,MED,2.5% recommended rate on distribution line items L-0304-01 through L-0304-11
