LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITEM-001,Professional Services > Project Management,PKG-008,DEL-008-04,Pre-Field Preparation — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Review DEL-008-03 control data (2 hr); review IFC drawings and identify features to document (2 hr); review contractor as-built markups for underground infrastructure (1 hr); prepare field survey plan including feature list and datum confirmation (2 hr); coordinate site access logistics (1 hr). Parametric estimate
DL-002,ITEM-002,Professional Services > Project Management,PKG-008,DEL-008-04,Establish/Verify Survey Control — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Occupy DEL-008-03 control points; run closure check; verify integrity of permanent monuments. If control disturbed: re-establish from unaffected points (additional effort absorbed in this allowance per Guidance P-2 contingency). Parametric estimate
DL-003,ITEM-003,Professional Services > Project Management,PKG-008,DEL-008-04,Topographic Survey of Completed Site — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,One full field day: building addition exterior corners/finished floor/door thresholds/overhead door sills; gravel driving surface edges and cross-section spot elevations; grading/drainage features (swales/berms/outlets); existing shop reference points. ~13000 sqft building footprint plus surrounding site. Parametric estimate
DL-004,ITEM-004,Professional Services > Project Management,PKG-008,DEL-008-04,Infrastructure As-Built Positions — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Cistern access points and fill connections (1 hr); septic holding tank lid/footprint from construction records (0.5 hr); three utility tie-in points — gas/electrical/communications (1.5 hr); mud sump/wash bay drain (0.5 hr); additional features identified during survey (0.5 hr). Parametric estimate
DL-005,ITEM-005,Professional Services > Project Management,PKG-008,DEL-008-04,Field Notes and Documentation — Surveyor,1,hr,140,140,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Field note compilation concurrent with survey; final field note review and organization at end of field day. Parametric estimate
DL-006,ITEM-006,Professional Services > Project Management,PKG-008,DEL-008-04,Data Processing and Adjustment — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Download instrument data; check for blunders/outliers against field notes; perform network adjustment; closure check against accuracy standard. Parametric estimate
DL-007,ITEM-007,Professional Services > Project Management,PKG-008,DEL-008-04,As-Built Drawing Preparation — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Prepare plan view(s) showing all surveyed features with coordinates/dimensions/elevations; annotate elevation at key finished floor/grade/infrastructure points; reference IFC drawing numbers; prepare title block with project name/legal description/date/surveyor/datum. Assumes CAD format per Guidance trade-off (most likely for permanent record). Parametric estimate
DL-008,ITEM-008,Professional Services > Project Management,PKG-008,DEL-008-04,IFC Comparison and Deviation Analysis — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Overlay as-built data on IFC drawings; identify and classify deviations (position/elevation/extent); prepare deviation table or markup if material deviations found. Classification criteria TBD per Guidance GAP-004. Parametric estimate
DL-009,ITEM-009,Professional Services > Project Management,PKG-008,DEL-008-04,Final As-Built Report — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Draft written report: survey scope/methodology; datum/coordinate system; control points used and provenance from DEL-008-03; accuracy statement; construction verification summary; list of delivered artifacts. Parametric estimate
DL-010,ITEM-010,Professional Services > Project Management,PKG-008,DEL-008-04,Internal QA Review — Surveyor,3,hr,140,420,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Review drawings/report for completeness against feature list; check coordinate/elevation consistency; confirm datum reference; verify all material deviations documented; confirm deliverable format. Parametric estimate
DL-011,ITEM-011,Professional Services > Project Management,PKG-008,DEL-008-04,Submission to Owner and Revision Cycle — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Compile deliverable package (drawings + data files + report); submit to County PM; respond to one round of review comments and revise (assumed); obtain written Owner acceptance. Parametric estimate
DL-012,ITEM-012,Professional Services > Project Management,PKG-008,DEL-008-04,Project Management — DEL-008-04,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01; Level_of_Effort.csv DEL-008-04 R-01,MED,PM oversight. Hours from Level_of_Effort.csv (6 hr); rate from Professional_Staff_Rates.csv ($165/hr)
DL-013,ITEM-013,Professional Services > Project Management,PKG-008,DEL-008-04,Cost Estimating Support — DEL-008-04,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08; Level_of_Effort.csv DEL-008-04 R-08,MED,Cost estimator support. Hours from Level_of_Effort.csv (4 hr); rate from Professional_Staff_Rates.csv ($135/hr)
