ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-005-05,Project management — civil sections deliverable oversight and coordination,6,hr,UNIT_RATE,Procedure,Steps 1-12 (overall PM coordination),LOE from Level_of_Effort.csv: R-01 Project Manager 6 hr for DEL-005-05
ITM-002,DEL-005-05,Cost estimating support — quantity takeoff and benchmarking for civil sections,4,hr,UNIT_RATE,Procedure,Steps 1-12 (estimating support),LOE from Level_of_Effort.csv: R-08 Cost Estimator 4 hr for DEL-005-05
ITM-003,DEL-005-05,BIM/CAD technician — drafting and sheet setup for civil section drawing set,36,hr,UNIT_RATE,Procedure,Steps 3-9 (drafting typical sections; drainage details; mud sump; sump drains; utility crossings; driveway/pad details; general notes),LOE from Level_of_Effort.csv: R-13 BIM Technician 36 hr for DEL-005-05
ITM-004,DEL-005-05,Civil engineer — design and engineering for civil sections and details,84,hr,UNIT_RATE,Procedure,Steps 1-12 (scope confirmation; geotech input; section design; drainage details; mud sump; sump drains; utility crossings; pad interfaces; engineering review; IFC stamp),LOE from Level_of_Effort.csv: R-17 Civil Engineer 84 hr for DEL-005-05
ITM-005,DEL-005-05,Typical gravel driving surface section — design and detailing,1,LS,LUMP_SUM,Datasheet,Construction — Sections Anticipated (pavement/gravel driving surface section),Priced via staff hours (ITM-003/ITM-004); this item tracks scope coverage only
ITM-006,DEL-005-05,Grading and fill section profiles — design and detailing,1,LS,LUMP_SUM,Datasheet,Construction — Sections Anticipated (grading and fill section profiles),Priced via staff hours (ITM-003/ITM-004); scope coverage tracking
ITM-007,DEL-005-05,Drainage structure sections and connections — design and detailing,1,LS,LUMP_SUM,Specification,REQ-005-05-004 / REQ-005-05-006 (drainage structure details),Priced via staff hours (ITM-003/ITM-004); scope coverage tracking
ITM-008,DEL-005-05,Curb gutter and edge condition details — design and detailing,1,LS,LUMP_SUM,Specification,REQ-005-05-010 (pad interface details incl. edge conditions),Priced via staff hours; scope coverage tracking. Applicability TBD per design solution
ITM-009,DEL-005-05,Driveway transition and apron details — design and detailing,1,LS,LUMP_SUM,Procedure,Step 8 (driveway apron and pad interface details),Priced via staff hours; scope coverage tracking
ITM-010,DEL-005-05,Utility crossing and protection details — design and detailing,1,LS,LUMP_SUM,Specification,REQ-005-05-009 (utility crossing details),Priced via staff hours; scope coverage tracking. Utility locations TBD
ITM-011,DEL-005-05,Wash bay mud sump section and connection detail — design and detailing,1,LS,LUMP_SUM,Specification,REQ-005-05-006 (wash bay mud sump detail),Priced via staff hours; scope coverage tracking. PKG-006 coordination required
ITM-012,DEL-005-05,Sump drain details in repair bays — design and detailing,1,LS,LUMP_SUM,Specification,REQ-005-05-007 (sump drain details),Priced via staff hours; scope coverage tracking. PKG-006 coordination required
ITM-013,DEL-005-05,Standard construction notes and material specifications in detail format,1,LS,LUMP_SUM,Procedure,Step 9 (general notes sheet),Priced via staff hours; scope coverage tracking
ITM-014,DEL-005-05,Retaining wall sections (if applicable),1,LS,LUMP_SUM,Guidance,Considerations — Retaining wall applicability,Scope TBD pending grading design (DEL-005-02). ASSUMPTION: may not be required; included as scope tracking item
ITM-015,DEL-005-05,Internal engineering review (P.Eng. review prior to IFC stamp),1,LS,LUMP_SUM,Procedure,Step 10 (internal engineering review),Included in civil engineer hours (ITM-004)
ITM-016,DEL-005-05,Interdisciplinary coordination review (PKG-002/004/006/018),1,LS,LUMP_SUM,Procedure,Step 11 (interdisciplinary coordination review),Included in civil engineer and PM hours (ITM-001/ITM-004)
ITM-017,DEL-005-05,IFC stamp and issuance — P.Eng. stamp and drawing issuance,1,LS,LUMP_SUM,Procedure,Step 12 (IFC stamp and issue),Included in civil engineer hours (ITM-004). Regulatory requirement per RFP s3.3.2
ITM-018,DEL-005-05,Pad interface details (gravel-to-cement pad transitions and edge restraints),1,LS,LUMP_SUM,Specification,REQ-005-05-010 (pad interface details),Priced via staff hours; scope coverage tracking
ITM-019,DEL-005-05,Topsoil stripping detail,1,LS,LUMP_SUM,Specification,REQ-005-05-008 (topsoil stripping detail),Priced via staff hours; scope coverage tracking
