RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-04-03-001,PKG-06,DEL-04-03,Communications and Reporting Plan,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,PKG-06,,PKG-06,PKG-06 Construction Methodology + Administration,Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md § 7,DEL-04-03 is a primary deliverable of PKG-06 Construction Methodology + Administration per project decomposition.,Datasheet.md,Datasheet.md § Identification / Package,Package: PKG-06 Construction Methodology + Administration,EXPLICIT,APPROVED,APPROVED,SATISFIED,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Decomposition Section 7 and Section 8 both confirm DEL-04-03 belongs to PKG-06.
v3.1,DEP-04-03-002,PKG-06,DEL-04-03,Communications and Reporting Plan,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,WBS_NODE,PKG-06,,SOW-021,SOW-021 Subconsultants approach narrative,Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md § 10,DEL-04-03 traces to SOW-021 (subconsultant approach narrative; management interfaces) per scope ledger.,_CONTEXT.md,_CONTEXT.md § Scope Traceability,Scope items: SOW-021,EXPLICIT,APPROVED,APPROVED,SATISFIED,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: _CONTEXT.md Scope Traceability field; confirmed in decomposition Scope Ledger row SOW-021.
v3.1,DEP-04-03-003,PKG-06,DEL-04-03,Communications and Reporting Plan,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,WBS_NODE,,,OBJ-002,OBJ-002 Maximize Project Delivery Plan score,Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md § 6,DEL-04-03 is traceable to OBJ-002 (Maximize Project Delivery Plan score) per _CONTEXT.md scope traceability and decomposition evaluation criteria crosswalk.,_CONTEXT.md,_CONTEXT.md § Scope Traceability,Objectives: OBJ-002 OBJ-006,EXPLICIT,APPROVED,APPROVED,SATISFIED,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: _CONTEXT.md lists OBJ-002 and OBJ-006; decomposition Section 15 confirms PKG-06 deliverables contribute to Project Delivery Plan (10 points).
v3.1,DEP-04-03-004,PKG-06,DEL-04-03,Communications and Reporting Plan,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,WBS_NODE,,,OBJ-006,OBJ-006 Demonstrate strong team and firms,Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md § 6,DEL-04-03 is traceable to OBJ-006 (Demonstrate a strong team and firms) per _CONTEXT.md scope traceability.,_CONTEXT.md,_CONTEXT.md § Scope Traceability,Objectives: OBJ-002 OBJ-006,EXPLICIT,APPROVED,APPROVED,SATISFIED,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: _CONTEXT.md lists OBJ-006 as a traced objective.
v3.1,DEP-04-03-005,PKG-06,DEL-04-03,Communications and Reporting Plan,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,RFP-7.3.4,RFP Section 7.3.4 (subconsultant/communications approach),_Sources/AB-2024-07156-Penhold Public Services Building RFP_2024_004.pdf,RFP Section 7.3.4 governs the required communications approach; the plan must align to its subconsultant/communications requirements before finalisation.,_REFERENCES.md,_REFERENCES.md § Applicable References,Section 7.3.4 (subconsultant/communications approach reporting stakeholder management),EXPLICIT,APPROVED,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Multiple sources explicitly cite RFP Section 7.3.4 as governing authority. NOTE: PDF not accessible; content inferred from decomposition. ProposedMaturity TBD because RFP PDF is not accessible; plan content was developed from ASSUMPTION.
v3.1,DEP-04-03-006,PKG-06,DEL-04-03,Communications and Reporting Plan,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-06,DEL-04-01,,DEL-04-01 Construction Methodology Narrative,PKG-06_Construction Methodology + Administration/1_Working/DEL-04-01_ConstructionMethodologyNarrative,Construction phase meeting cadence in DEL-04-03 must align with construction methodology milestones defined in DEL-04-01; explicit cross-deliverable consistency requirement.,Guidance.md,Guidance.md § Cross-Deliverable Communication Integration (B-009),DEL-04-01 (Construction Methodology Narrative): Construction phase communication cadence must align with construction methodology milestones,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Guidance.md B-009 and Procedure.md Step 13 (X-002) both explicitly require consistency check between DEL-04-03 and DEL-04-01 on construction phase meeting cadence.
v3.1,DEP-04-03-007,PKG-06,DEL-04-03,Communications and Reporting Plan,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-06,DEL-04-02,,DEL-04-02 Budget Control and Change Management Plan,PKG-06_Construction Methodology + Administration/1_Working/DEL-04-02_BudgetControlAndChangeManagementPlan,Change communication protocols in DEL-04-03 must align with change management workflow defined in DEL-04-02; progress report budget sections must use consistent data sources and formats.,Guidance.md,Guidance.md § Cross-Deliverable Communication Integration (B-009),DEL-04-02 (Budget Control and Change Management Plan): Change communication protocols must align; progress report budget sections must use consistent data sources,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Guidance.md B-009 and Procedure.md Step 13 (X-002) both explicitly require consistency verification between DEL-04-03 and DEL-04-02 on change protocols and budget reporting.
v3.1,DEP-04-03-008,PKG-06,DEL-04-03,Communications and Reporting Plan,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-05,DEL-03-01,,DEL-03-01 Design Methodology Narrative,PKG-05_Delivery Plan/1_Working/DEL-03-01_DesignMethodologyNarrative,Design phase communication cadence defined in DEL-04-03 must align with design development phases described in DEL-03-01.,Guidance.md,Guidance.md § Cross-Deliverable Communication Integration (B-009),DEL-03-01 (Design Methodology Narrative): Design phase communication cadence must align with design development phases,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Guidance.md B-009 and Procedure.md Step 13 (X-002) both explicitly name DEL-03-01 as requiring consistency check.
v3.1,DEP-04-03-009,PKG-06,DEL-04-03,Communications and Reporting Plan,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,INTERFACE,DELIVERABLE,PKG-07,DEL-06-01,,DEL-06-01 Commissioning Training Closeout Warranty Narrative,PKG-07_Commissioning Closeout + Warranty/1_Working/DEL-06-01_CommissioningTrainingCloseoutWarrantyNarrative,DEL-04-03 is the authoritative source for commissioning communication protocols; DEL-06-01 must reference this plan rather than duplicate content. Commissioning coordination meeting structure and training scheduling must align.,Guidance.md,Guidance.md § Cross-Deliverable Communication Integration (B-009),DEL-06-01 (Commissioning Training Closeout Warranty Narrative): Commissioning communication protocols must align; training scheduling must align with training plan,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Guidance.md B-009 states DEL-04-03 is the authoritative source for communication protocols; Procedure.md Step 13 (X-002) lists DEL-06-01 as a required cross-deliverable consistency check. Specification.md REQ-COMM-007 covers commissioning/training communication.
v3.1,DEP-04-03-010,PKG-06,DEL-04-03,Communications and Reporting Plan,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-01,DEL-01-02,,DEL-01-02 Formal Submission Package,PKG-01_Compliance + Submission/1_Working/DEL-01-02_FormalSubmissionPackage,DEL-04-03 is packaged into PKG-06 section of the RFP response; completed deliverable must be assembled into DEL-01-02 (Formal Submission Package) for proposal submission.,Procedure.md,Procedure.md § Step 13 (Finalize and Package for RFP Submission),Include in PKG-06 Construction Methodology + Administration section of the proposal; verified against PKG-01 DEL-01-02 Formal Submission Package,EXPLICIT,APPROVED,APPROVED,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Procedure.md Step 13 explicitly states deliverable is included in PKG-06 section of proposal and is verified against DEL-01-02. SatisfactionStatus PENDING because proposal submission has not yet occurred at time of extraction.
