ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-006-04,Plumbing Engineer — cistern and pump system detailed design (lead engineer hours),49,hr,UNIT_RATE,Procedure,Steps 1-7 (full design workflow),Level_of_Effort.csv R-18 allocation for DEL-006-04; includes cistern sizing/selection; pump selection and scheduling; piping layout; control diagrams; P.Eng. stamp and IFC issue
ITEM-002,DEL-006-04,BIM Technician — drawing production for cistern and pump details,21,hr,UNIT_RATE,Procedure,Step 4 (Produce Drawing Set),Level_of_Effort.csv R-13 allocation for DEL-006-04; plan views; section views; equipment schedules; piping details; control diagrams
ITEM-003,DEL-006-04,Project Manager — design coordination and County approval process,6,hr,UNIT_RATE,Procedure,Steps 3 and 6 (Coordination and County Approval),Level_of_Effort.csv R-01 allocation for DEL-006-04; inter-discipline coordination; County submission management
ITEM-004,DEL-006-04,Cost Estimator — quantity takeoff and cost support for cistern/pump scope,4,hr,UNIT_RATE,Procedure,Step 1 (Scope confirmation),Level_of_Effort.csv R-08 allocation for DEL-006-04; estimating support during design
ITEM-005,DEL-006-04,Cistern system plan view drawing production,1,LS,LUMP_SUM,Datasheet,Construction > Drawing Set Contents — Cistern system plan view,Design activity: plan showing cistern location and dimensions with connections and clearances; priced via staff-hour LOE above
ITEM-006,DEL-006-04,Cistern section view drawing production,1,LS,LUMP_SUM,Datasheet,Construction > Drawing Set Contents — Cistern section view,Design activity: section showing depth and wall construction and access; priced via staff-hour LOE above
ITEM-007,DEL-006-04,Pump equipment schedule production,1,LS,LUMP_SUM,Specification,R-008 — Pump Selection Documentation,Design activity: schedule documenting manufacturer/model/flow/TDH/power/voltage for all pumps; priced via staff-hour LOE above
ITEM-008,DEL-006-04,Piping and connection details production,1,LS,LUMP_SUM,Datasheet,Construction > Drawing Set Contents — Piping and connection details,Design activity: 2.5 inch fill connection detail; distribution outlet; bulk fill connection; pressure tank connection; priced via staff-hour LOE above
ITEM-009,DEL-006-04,Control system diagram production,1,LS,LUMP_SUM,Datasheet,Construction > Drawing Set Contents — Control system diagram,Design activity: level sensors; float switches; pump controls; alarm provisions; priced via staff-hour LOE above
ITEM-010,DEL-006-04,Pressure tank detail production (if included per R-014 decision),1,LS,LUMP_SUM,Specification,R-014 — Pressure Tank Inclusion Decision,Design activity: pressure tank sizing and connection details or VFD alternative documentation; priced via staff-hour LOE above
ITEM-011,DEL-006-04,Electrical connection diagram / interface table production,1,LS,LUMP_SUM,Specification,R-010 — Electrical Interface Coordination,Design activity: motor loads; voltage; phase; amperage; circuit designations; priced via staff-hour LOE above
ITEM-012,DEL-006-04,Installation and maintenance access details production,1,LS,LUMP_SUM,Specification,R-011 — Maintenance Access,Design activity: clearance envelopes; access hatches; special installation requirements; priced via staff-hour LOE above
ITEM-013,DEL-006-04,Bulk water fill detail drawing production,1,LS,LUMP_SUM,Specification,R-005 — Bulk Water Fill System,Design activity: external fill connection; hose connection; overflow provisions; high-volume pump detail; priced via staff-hour LOE above
ITEM-014,DEL-006-04,Freeze protection documentation for cistern and piping,1,LS,LUMP_SUM,Specification,R-013 — Freeze Protection,Design activity: documenting heat tracing or insulation or burial below frost line for Alberta conditions; priced via staff-hour LOE above
ITEM-015,DEL-006-04,Overflow protection design and documentation,1,LS,LUMP_SUM,Specification,R-012 — Cistern Overflow Protection,Design activity: overflow outlet sizing; drainage path coordination with civil; overfill prevention; priced via staff-hour LOE above
ITEM-016,DEL-006-04,Inter-discipline coordination (structural/electrical/civil/architectural),1,LS,LUMP_SUM,Procedure,Step 3 — Coordinate with Other Disciplines,Design coordination activity: cistern structural loads; pump electrical interface; bulk fill civil coordination; utility room space; priced via PM and engineer LOE above
ITEM-017,DEL-006-04,Internal QA review and cross-document consistency check,1,LS,LUMP_SUM,Procedure,Step 5 — Internal Review and Quality Check,Quality activity: review against R-001 to R-014; cross-reference with DEL-006-02 and electrical; priced via engineer LOE above
ITEM-018,DEL-006-04,County preliminary design submission and approval process,1,LS,LUMP_SUM,Procedure,Step 6 — County Approval,Approval activity: packaging for County review; review meeting; comment incorporation; priced via PM LOE above
ITEM-019,DEL-006-04,P.Eng. stamp and IFC issue,1,LS,LUMP_SUM,Specification,R-007 — Code Compliance,Quality/regulatory activity: final P.Eng. stamp by Alberta-licensed engineer; IFC issue to construction; priced via engineer LOE above
