LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITEM-014,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Project Manager — coordination and oversight,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-006-07 R-01,MED,PM hours from LOE; rate from staff rates
DL-002,ITEM-015,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Cost Estimator — quantity takeoff and benchmarking,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-006-07 R-08,MED,Estimator hours from LOE; rate from staff rates
DL-003,ITEM-016,Professional Services > Design & Engineering,PKG-006,DEL-006-07,BIM Technician — modeling and sheet setup support,21,hr,95,1995,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-13 + Level_of_Effort.csv DEL-006-07 R-13,MED,BIM hours from LOE; rate from staff rates
DL-004,ITEM-017,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Plumbing Engineer — calculation package engineering,49,hr,160,7840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-18 + Level_of_Effort.csv DEL-006-07 R-18,MED,Lead engineering effort; rate from staff rates
DL-005,ITEM-001,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Water demand and consumption calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-006,ITEM-002,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Water supply line sizing calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-007,ITEM-003,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Pressure drop and pump selection calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-008,ITEM-004,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Drainage system sizing and slope calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-009,ITEM-005,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Vent stack sizing calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-010,ITEM-006,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Septic system sizing calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-011,ITEM-007,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Code compliance matrices,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-012,ITEM-008,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Design assumption documentation,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-013,ITEM-009,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Equipment performance data sheets,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-014,ITEM-010,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Calculation package assembly and P.Eng. review,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-015,ITEM-011,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Emergency shower flow and pressure verification,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-016,ITEM-012,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Cistern volume and fill frequency analysis,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
DL-017,ITEM-013,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Washroom plumbing fixture calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost
