RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-011-03-001,PKG-011,DEL-011-03,Drive-Through Repair Bays,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,SOW-0025,Construct two drive-through repair bays with overhead doors,Decomposition S3 / S7,DEL-011-03 implements SOW-0025: Construct two drive-through repair bays with folding outward overhead doors (24' wide bays); door type must not impede overhead crane function in open or closed position (Add. 4 Q4),Datasheet.md,Identification > Covers SOW,Covers SOW: SOW-0025,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Confirmed in Decomposition S8 scope ledger. SCA-001: SOW-0025 updated per Add. 4 Q4 — folding outward doors; crane clearance constraint.,INFO,TBD
v3.1,DEP-011-03-002,PKG-011,DEL-011-03,Drive-Through Repair Bays,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,Deliver a code-compliant fully functional maintenance shop addition,Decomposition S5,DEL-011-03 supports OBJ-001: Deliver a code-compliant fully functional maintenance shop addition,Datasheet.md,Identification > Supports Objective,Supports Objective: OBJ-001,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Confirmed in Decomposition S7 PKG-011 table and S8 scope ledger.,INFO,TBD
v3.1,DEP-011-03-003,PKG-011,DEL-011-03,Drive-Through Repair Bays,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-011,DEL-011-01,,Concrete Superstructure,,Concrete superstructure must be erected and cured before repair bay enclosure work can proceed,Procedure.md,Prerequisites table > DEL-011-01,Concrete superstructure columns beams and bearing elements must be erected and cured,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Also declared in _DEPENDENCIES.md upstream list. REQ-011-03-014 formalizes this prerequisite.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-03-004,PKG-011,DEL-011-03,Drive-Through Repair Bays,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-011,DEL-011-02,,Steel Plate Floor Embedments,,Steel plate embedments in repair bay floor must be placed or coordinated before floor finishes,Procedure.md,Prerequisites table > DEL-011-02,Steel plate embedments in the repair bay floor area must be placed or confirmed as coordinated,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Also declared in _DEPENDENCIES.md upstream list. REQ-011-03-014 formalizes this prerequisite.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-03-005,PKG-011,DEL-011-03,Drive-Through Repair Bays,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-010,DEL-010-01,,Foundation Construction,,Foundation construction must be accepted before superstructure and envelope work,Procedure.md,Prerequisites table > Foundation complete,DEL-010-01 Foundation Construction must be accepted before superstructure/envelope work,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Transitive via DEL-011-01 but also explicitly stated in Procedure prerequisites and Guidance construction sequencing.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-03-006,PKG-011,DEL-011-03,Drive-Through Repair Bays,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-009,DEL-009-02,,Building Permit Application & Approval,,Building permit must be obtained before construction commences,Procedure.md,Prerequisites table > Building permit,DEL-009-02 (Building Permit) must be in hand before construction commences,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. RFP S3.3.2 requires permits before construction.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-03-007,PKG-011,DEL-011-03,Drive-Through Repair Bays,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-009,DEL-009-03,,Safety Code Permits,,Safety Code permits must be obtained before construction commences,Procedure.md,Prerequisites table > Safety Code permits,DEL-009-03 (Safety Code Permits) must be in hand before construction commences,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. RFP S3.3.2.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-03-008,PKG-011,DEL-011-03,Drive-Through Repair Bays,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-019,DEL-019-01,,Prime Contractor Designation & OH&S Program,,Prime Contractor OH&S program must be active on site before construction,Procedure.md,Prerequisites table > Safety plan active,General Contractor Prime Contractor OH&S Program (DEL-019-01) is active on site,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. RFP S2.15; SOW-0083.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-03-009,PKG-011,DEL-011-03,Drive-Through Repair Bays,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-03,,Structural Framing Plans,,IFC structural framing plans required before construction of repair bay scope,Procedure.md,Prerequisites table > IFC Drawings; Step 1.1,Review IFC structural drawings (DEL-002-03 DEL-002-04),EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. P.Eng.-stamped IFC drawings must be on site per RFP S3.3.2.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-03-010,PKG-011,DEL-011-03,Drive-Through Repair Bays,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-04,,Structural Sections & Details,,IFC structural sections and details required for door frame and bay construction,Procedure.md,Prerequisites table > IFC Drawings; Step 1.1,Review IFC structural drawings (DEL-002-03 DEL-002-04),EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Structural details for lintels headers and jambs.,BLOCKING,TASK_ESTIMATING
