FromDeliverableID,SnapshotID,ArtifactName,FullPath,Exists,IsRerun
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/Detail.csv,YES,NO
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/Run_Context.md,YES,NO
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/Assumptions_Log.md,YES,NO
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/QA_Report.md,YES,NO
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/Items.csv,YES,NO
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/Summary.md,YES,NO
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/Source_Index.md,YES,NO
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/Decision_Log.md,YES,NO
DEL-001-01,EST_DEL-001-01_2026-02-27_0539,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-01_2026-02-27_0539/WBS_CBS_Matrix.csv,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/Detail.csv,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/Run_Context.md,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/Assumptions_Log.md,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/QA_Report.md,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/Items.csv,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/Summary.md,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/Source_Index.md,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/Decision_Log.md,YES,NO
DEL-001-02,EST_DEL-001-02_2026-02-27_0600,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-02_2026-02-27_0600/WBS_CBS_Matrix.csv,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Detail.csv,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Run_Context.md,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Assumptions_Log.md,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/QA_Report.md,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Items.csv,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Summary.md,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Source_Index.md,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Decision_Log.md,YES,NO
DEL-001-03,EST_DEL-001-03_2026-02-27_0545,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/WBS_CBS_Matrix.csv,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Detail.csv,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Run_Context.md,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Assumptions_Log.md,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/QA_Report.md,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Items.csv,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Summary.md,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Source_Index.md,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Decision_Log.md,YES,NO
DEL-001-04,EST_DEL-001-04_2026-02-27_0840,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/WBS_CBS_Matrix.csv,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Detail.csv,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Run_Context.md,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Assumptions_Log.md,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/QA_Report.md,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Items.csv,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Summary.md,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Source_Index.md,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Decision_Log.md,YES,NO
DEL-001-05,EST_DEL-001-05_2026-02-27_0545,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/WBS_CBS_Matrix.csv,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Detail.csv,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Run_Context.md,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Assumptions_Log.md,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/QA_Report.md,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Items.csv,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Summary.md,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Source_Index.md,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Decision_Log.md,YES,NO
DEL-001-06,EST_DEL-001-06_2026-02-27_0630,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/WBS_CBS_Matrix.csv,YES,NO
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Detail.csv,YES,NO
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Run_Context.md,YES,NO
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Assumptions_Log.md,YES,NO
