LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITM-001,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-07,Steel mezzanine structural framing — primary beams/girders and secondary framing,93,m2,280,26040,CAD,PARAMETRIC,Parametric rate $260-300/m2 for industrial steel mezzanine framing (supply+install composite); midpoint used. See Assumptions_Log A-002.,MED,Area TBD. Rate includes fabrication; delivery; erection of structural steel members. Excludes deck.
DL-002,ITM-002,Concrete > Concrete & Foundations,PKG-011,DEL-011-07,Composite steel deck with concrete topping for mezzanine floor,93,m2,185,17205,CAD,PARAMETRIC,Parametric: steel deck ~$65/m2 + concrete topping ~$120/m2 (per SC-01 adjusted for elevated pour). See Assumptions_Log A-003.,MED,Concrete topping rate derived from Structural_Concrete_Rates.csv SC-01 ($210/m2 slab-on-grade) adjusted downward for thinner elevated topping + upward for elevated placement.
DL-003,ITM-003,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-07,Steel stair system (stringers; treads; landings) to mezzanine,1,LS,9000,9000,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-07 (Concrete stairs/landings $9000 each). Applied to steel stair system as comparable parametric.,MED,Single stair run. SC-07 rate ($6500-$12000) used at recommended $9000. Stair is likely steel not concrete but SC-07 is nearest parametric.
DL-004,ITM-004,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-07,Guardrails; handrails; edge protection — installation labour,55,m,95,5225,CAD,PARAMETRIC,Parametric: industrial guardrail installation ~$95/m labour. See Assumptions_Log A-004.,MED,Labour only. Ironworker rate T-03 ($92.80/hr burdened) x ~1 hr/m for rail installation.
DL-005,ITM-005,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-07,Connection hardware and anchorage to concrete superstructure,1,LS,4500,4500,CAD,ALLOWANCE,Assumptions_Log A-005. No direct rate table match; allowance based on connection complexity.,LOW,Includes base plates; anchor bolts; welded connections; shims. Allowance — actual scope depends on IFC.
DL-006,ITM-006,Construction Labour > General Construction Labour,PKG-011,DEL-011-07,Ironworker labour — mezzanine steel framing installation,280,hr,92.80,25984,CAD,RATE_TABLE,Construction_Labour_Rates.csv T-03 (Ironworker fully burdened $92.80/hr),MED,280 hours parametric (3 hr/m2 x 93 m2). Rate from T-03.
DL-007,ITM-007,Construction Labour > General Construction Labour,PKG-011,DEL-011-07,Concrete finisher labour — deck topping placement and finishing,60,hr,77.50,4650,CAD,RATE_TABLE,Construction_Labour_Rates.csv T-02 (Concrete Finisher fully burdened $77.50/hr),MED,60 hours parametric (0.65 hr/m2 x 93 m2). Rate from T-02.
DL-008,ITM-008,Construction Labour > General Construction Labour,PKG-011,DEL-011-07,General labourer — site support for mezzanine construction,120,hr,65.10,7812,CAD,RATE_TABLE,Construction_Labour_Rates.csv T-08 (Labourer fully burdened $65.10/hr),MED,120 hours parametric for general support. Rate from T-08.
DL-009,ITM-009,Professional Services > Professional Staff,PKG-011,DEL-011-07,Structural inspection and load capacity certification,1,LS,5500,5500,CAD,PARAMETRIC,Parametric: P.Eng. structural inspection + certification. See Assumptions_Log A-006.,MED,Includes Structural Engineer of Record load-path verification (Step 3a); load capacity certification (Step 7); Safety Codes Officer coordination.
DL-010,ITM-010,Professional Services > Professional Staff,PKG-011,DEL-011-07,As-built documentation preparation and submission,1,LS,2500,2500,CAD,PARAMETRIC,Parametric: documentation preparation. See Assumptions_Log A-007.,MED,Includes survey; field verification; drawing markup; submission package per R-10.
DL-011,ITM-011,Professional Services > Professional Staff,PKG-011,DEL-011-07,Project Manager — DEL-011-07 management hours,6,hr,165.00,990,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-01 ($165/hr); Level_of_Effort.csv DEL-011-07 (6 hr),HIGH,Direct from price sources.
DL-012,ITM-012,Professional Services > Professional Staff,PKG-011,DEL-011-07,Construction Project Manager — DEL-011-07 site coordination,8,hr,155.00,1240,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-02 ($155/hr); Level_of_Effort.csv DEL-011-07 (8 hr),HIGH,Direct from price sources.
DL-013,ITM-013,Professional Services > Professional Staff,PKG-011,DEL-011-07,Site Superintendent — DEL-011-07 field leadership,10,hr,145.00,1450,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-03 ($145/hr); Level_of_Effort.csv DEL-011-07 (10 hr),HIGH,Direct from price sources.
DL-014,ITM-014,Professional Services > Professional Staff,PKG-011,DEL-011-07,Cost Estimator — DEL-011-07 quantity takeoff support,4,hr,135.00,540,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-08 ($135/hr); Level_of_Effort.csv DEL-011-07 (4 hr),HIGH,Direct from price sources.
DL-015,ITM-015,Professional Services > Professional Staff,PKG-011,DEL-011-07,QA/QC Lead — DEL-011-07 quality inspections,6,hr,135.00,810,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-06 ($135/hr); Level_of_Effort.csv DEL-011-07 (6 hr),HIGH,Direct from price sources.
DL-016,ITM-016,Professional Services > Professional Staff,PKG-011,DEL-011-07,HSE Manager — DEL-011-07 safety oversight,4,hr,140.00,560,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-05 ($140/hr); Level_of_Effort.csv DEL-011-07 (4 hr),HIGH,Direct from price sources.
DL-017,ITM-017,Materials > General Materials & Supplies,PKG-011,DEL-011-07,Material procurement — structural steel framing members (supply),93,m2,150,13950,CAD,PARAMETRIC,Parametric: structural steel supply ~$150/m2 for mezzanine framing. See Assumptions_Log A-008.,MED,Supply only (labour in DL-006). Includes beams; columns; connection plates.
DL-018,ITM-018,Materials > General Materials & Supplies,PKG-011,DEL-011-07,Concrete supply for deck topping,5.6,m3,650,3640,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-03 ($650/m3 recommended rate for foundation concrete); applied to elevated topping.,MED,5.6 m3 = 93 m2 x 0.06 m topping. SC-03 rate used as proxy; actual mix design TBD.
DL-019,ITM-019,Materials > General Materials & Supplies,PKG-011,DEL-011-07,Reinforcing steel for deck topping (welded wire mesh or rebar),465,kg,2.90,1348.50,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-04 ($2.90/kg recommended rebar rate),MED,465 kg = 93 m2 x 5 kg/m2. SC-04 rate for supply + place.
DL-020,ITM-020,Materials > General Materials & Supplies,PKG-011,DEL-011-07,Guardrail material supply (steel pipe/tube rail system),55,m,120,6600,CAD,PARAMETRIC,Parametric: industrial steel guardrail supply ~$120/m. See Assumptions_Log A-009.,MED,Supply only (labour in DL-004). Standard industrial pipe rail system.
