LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,E,PKG-07,DEL-06-01,Step 1: RFP Requirements Review and Context Extraction,3,HR,175.00,525.00,CAD,ALLOWANCE,A-005,MED,Commissioning Lead reviewing RFP Sections 7.3.6/7.3.7/7.6 and Addenda; Procedure.md Step 1 estimate 2-3 hrs
L-002,E,PKG-07,DEL-06-01,Step 2: Facility Context and Critical Systems Review,2,HR,175.00,350.00,CAD,ALLOWANCE,A-005,MED,Commissioning Lead reviewing decomposition/context; Procedure.md Step 2 estimate 1-2 hrs
L-003,E,PKG-07,DEL-06-01,Step 3: Cross-Deliverable Input Review for Consistency,3,HR,175.00,525.00,CAD,ALLOWANCE,A-006,MED,Review DEL-01-01/DEL-03-01/DEL-04-01/DEL-07-02/DEL-08-01/DEL-09-01; Procedure.md Step 3 estimate 2-3 hrs
L-004,E,PKG-07,DEL-06-01,Step 4: Commissioning Approach Narrative Development,6,HR,175.00,1050.00,CAD,ALLOWANCE,A-007,MED,Five-section commissioning narrative (design/construction/testing/integration/post-occupancy); Procedure.md Step 4 estimate 4-6 hrs
L-005,E,PKG-07,DEL-06-01,Step 5: Training Plan Summary Development,4,HR,175.00,700.00,CAD,ALLOWANCE,A-008,MED,Audience-specific training plan (4 audiences) with delivery methods and schedule; Procedure.md Step 5 estimate 3-4 hrs
L-006,E,PKG-07,DEL-06-01,Step 6: Closeout Procedures Narrative Development,3,HR,175.00,525.00,CAD,ALLOWANCE,A-009,MED,Substantial completion/documentation turnover/acceptance protocols; Procedure.md Step 6 estimate 2-3 hrs
L-007,E,PKG-07,DEL-06-01,Step 7: Deficiencies Management Process Development,3,HR,175.00,525.00,CAD,ALLOWANCE,A-010,MED,Identification/categorization/tracking/resolution workflow; Procedure.md Step 7 estimate 2-3 hrs
L-008,E,PKG-07,DEL-06-01,Step 8: Warranty Support Narrative Development,3,HR,175.00,525.00,CAD,ALLOWANCE,A-011,MED,12-month warranty scope/response protocols/preventive maintenance; Procedure.md Step 8 estimate 2-3 hrs
L-009,E,PKG-07,DEL-06-01,Step 9: Document Integration and Internal Consistency Check,3,HR,175.00,525.00,CAD,ALLOWANCE,A-012,MED,Compile five sections with cross-references and terminology alignment; Procedure.md Step 9 estimate 2-3 hrs
L-010,E,PKG-07,DEL-06-01,Step 10: Compliance Matrix Cross-Check (RFP Requirements),3,HR,175.00,525.00,CAD,ALLOWANCE,A-013,MED,Verify all RFP requirements addressed; update DEL-01-01 entries; Procedure.md Step 10 estimate 2-3 hrs
L-011,E,PKG-07,DEL-06-01,Step 11: Cross-Deliverable Consistency Verification,3,HR,175.00,525.00,CAD,ALLOWANCE,A-014,MED,Verify schedule/methodology/team/risk alignment; Procedure.md Step 11 estimate 2-3 hrs
L-012,E,PKG-07,DEL-06-01,Step 12: Quality Review and Refinement,3,HR,175.00,525.00,CAD,ALLOWANCE,A-015,MED,Clarity/persuasiveness/specificity review and corrections; Procedure.md Step 12 estimate 2-3 hrs
L-013,E,PKG-07,DEL-06-01,Step 13: Finalization and Submission to Proposal Manager,1,HR,175.00,175.00,CAD,ALLOWANCE,A-016,MED,Final formatting/export/handoff; Procedure.md Step 13 estimate 1 hr
L-014,E,PKG-07,DEL-06-01,Technical Lead Support - Mechanical Systems Input,2,HR,150.00,300.00,CAD,ALLOWANCE,A-017,LOW,Technical input for HVAC/plumbing commissioning approach; estimated based on coordination need
L-015,E,PKG-07,DEL-06-01,Technical Lead Support - Electrical/Fire Protection Input,2,HR,150.00,300.00,CAD,ALLOWANCE,A-018,LOW,Technical input for generator/ICP/fire apparatus exhaust commissioning; critical systems per Addendum 03
L-016,PM,PKG-07,DEL-06-01,Proposal Manager Oversight and Integration Review,4,HR,150.00,600.00,CAD,ALLOWANCE,A-019,MED,Compliance review and proposal integration; estimated 4 hrs oversight
L-017,CONT,PKG-07,DEL-06-01,Contingency Reserve (15% of base),1,LS,1170.00,1170.00,CAD,ALLOWANCE,D-005,LOW,15% contingency on CAD $7800 base estimate; covers iteration/rework/coordination uncertainty
