LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITEM-001,Professional Services > Project Management,PKG-002,DEL-002-10,Project Manager — coordination and oversight,6,hr,165,990,CAD,PARAMETRIC,PS-01 R-01 + PS-02 DEL-002-10/R-01,MED,6 hrs at $165/hr per LOE model
DL-002,ITEM-002,Professional Services > Project Management,PKG-002,DEL-002-10,Cost Estimator — QTO and benchmarking support,4,hr,135,540,CAD,PARAMETRIC,PS-01 R-08 + PS-02 DEL-002-10/R-08,MED,4 hrs at $135/hr per LOE model
DL-003,ITEM-003,Professional Services > Design & Engineering,PKG-002,DEL-002-10,BIM Technician — modeling and sheet setup,24,hr,95,2280,CAD,PARAMETRIC,PS-01 R-13 + PS-02 DEL-002-10/R-13,MED,24 hrs at $95/hr per LOE model
DL-004,ITEM-004,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Structural Engineer — all calculation work; QA; P.Eng. stamp,56,hr,170,9520,CAD,PARAMETRIC,PS-01 R-14 + PS-02 DEL-002-10/R-14,MED,56 hrs at $170/hr per LOE model
DL-005,ITEM-005,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Design Kickoff and Basis of Design (scope traceability — cost in DL-001/DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 1,MED,Cost captured in DL-001 and DL-004; zero-amount scope trace line
DL-006,ITEM-006,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Concrete Superstructure Calculations (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet — Concrete Superstructure,MED,Cost captured in DL-004; zero-amount scope trace line
DL-007,ITEM-007,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Foundation System Calculations — variable-price SOW-0019 (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet — Foundation System,MED,Cost captured in DL-004; variable-price element; zero-amount scope trace line
DL-008,ITEM-008,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Mezzanine Structure Calculations (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet — Mezzanine Structure,MED,Cost captured in DL-004; zero-amount scope trace line
DL-009,ITEM-009,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Crane Support Structure Calculations (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet — Crane Support Structure,MED,Cost captured in DL-004; zero-amount scope trace line
DL-010,ITEM-010,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Steel Plate Embedment Calculations (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet — Steel Plate Embedments,MED,Cost captured in DL-004; zero-amount scope trace line
DL-011,ITEM-011,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Service Pit / Trench Calculations (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet — Service Pit / Trench,MED,Cost captured in DL-004; zero-amount scope trace line
DL-012,ITEM-012,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Wash Bay Enclosure Calculations (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet — Wash Bay Enclosure,MED,Cost captured in DL-004; zero-amount scope trace line
DL-013,ITEM-013,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Stair Structure Calculations (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet — Stair Structure,MED,Cost captured in DL-004; zero-amount scope trace line
DL-014,ITEM-014,Professional Services > Design & Engineering,PKG-002,DEL-002-10,Internal QA Review (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 5,MED,Cost captured in DL-004; zero-amount scope trace line
DL-015,ITEM-015,Professional Services > Project Management,PKG-002,DEL-002-10,Discipline Coordination Check (scope traceability — cost in DL-001/DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 6,MED,Cost captured in DL-001 and DL-004; zero-amount scope trace line
DL-016,ITEM-016,Professional Services > Design & Engineering,PKG-002,DEL-002-10,P.Eng. Stamp and Issue (scope traceability — cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Specification REQ-011,MED,Cost captured in DL-004; zero-amount scope trace line
