LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITM-001,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Security camera rough-in (conduit + junction box + pull wire per location),8,EA,280,2240,CAD,PARAMETRIC,Electrical_System_Rates.csv ES-05 (RecommendedRate=280),MED,8 locations assumed parametrically; rate from ES-05
DL-002,ITM-002,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Radio antenna rough-in (conduit + weatherhead + pull wire from exterior to termination room),1,EA,450,450,CAD,PARAMETRIC,Electrical_System_Rates.csv ES-05 (adapted) + Construction_Labour_Rates.csv T-04,LOW,No direct rate; parametric estimate: ~280 material + ~170 labour premium for exterior penetration/weatherproofing
DL-003,ITM-003,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Low-voltage conduit supply and install (EMT) -- camera runs,200,m,22,4400,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04 + material allowance,MED,Parametric: ~$12/m material + ~$10/m install labour (0.1 hr/m x $96/hr); 200m total for 8 runs
DL-004,ITM-004,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Low-voltage conduit supply and install (EMT) -- antenna run,40,m,22,880,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04 + material allowance,MED,Same rate as camera conduit; 40m single vertical/horizontal run
DL-005,ITM-005,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Low-voltage cable supply -- security cameras (Cat6 or equivalent),250,m,2.50,625,CAD,PARAMETRIC,ASSUMPTION ASM-007,LOW,Cable type TBD; parametric $2.50/m for Cat6 plenum-rated cable
DL-006,ITM-006,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Low-voltage cable supply -- antenna (coaxial LMR-400 or equivalent),45,m,8.00,360,CAD,PARAMETRIC,ASSUMPTION ASM-008,LOW,Cable type TBD; parametric $8/m for LMR-400 equivalent coaxial
DL-007,ITM-007,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Junction boxes and fittings -- camera locations,8,EA,25,200,CAD,PARAMETRIC,ASSUMPTION ASM-003,MED,Standard 4x4 LV junction box with single-gang plate; $25/ea material
DL-008,ITM-008,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Weathertight conduit fitting / weatherhead at antenna exterior penetration,1,EA,85,85,CAD,PARAMETRIC,ASSUMPTION ASM-004,MED,Weatherproof fitting/weatherhead assembly
DL-009,ITM-009,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Conduit sleeves through concrete (penetrations),6,EA,45,270,CAD,PARAMETRIC,ASSUMPTION ASM-009,MED,Embedded sleeve in concrete pour; $45/ea material + placement
DL-010,ITM-010,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Cable termination and labeling -- camera runs,8,EA,35,280,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04,MED,~0.3 hr/termination x $96/hr + $6 materials per termination
DL-011,ITM-011,Electrical > Low Voltage & Communications,PKG-015,DEL-015-05,Cable termination and labeling -- antenna run,1,EA,45,45,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04,MED,~0.4 hr/termination x $96/hr + $7 materials; coax connector more complex
DL-012,ITM-012,Construction Labour > Electrical Labour,PKG-015,DEL-015-05,Electrician labour -- rough-in installation,80,hr,96,7680,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04 (FullyBurdenedRate=96.0),MED,80 hrs parametric for rough-in phase
DL-013,ITM-013,Construction Labour > Electrical Labour,PKG-015,DEL-015-05,Electrician labour -- trim-out and termination,24,hr,96,2304,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04 (FullyBurdenedRate=96.0),MED,24 hrs parametric for trim-out and termination
