ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-015-05,Security camera rough-in (conduit + junction box + pull wire per location),8,EA,UNIT_RATE,Datasheet,Wiring Quantities and Routing,"Qty TBD in source; assumed 8 locations parametrically for ~13,000 sqft industrial facility (see ASM-003)"
ITM-002,DEL-015-05,Radio antenna rough-in (conduit + weatherhead + pull wire from exterior to termination room),1,EA,UNIT_RATE,Datasheet,Wiring Quantities and Routing,"Qty TBD in source; assumed 1 antenna system (see ASM-004)"
ITM-003,DEL-015-05,Low-voltage conduit supply and install (EMT) -- camera runs,200,m,UNIT_RATE,Procedure,Phase 2 — Rough-In Installation,"Qty TBD; parametric estimate based on 8 camera locations avg 25m run each in 13,000 sqft building (see ASM-005)"
ITM-004,DEL-015-05,Low-voltage conduit supply and install (EMT) -- antenna run,40,m,UNIT_RATE,Procedure,Phase 2 — Rough-In Installation,"Qty TBD; parametric estimate based on single run from roof to termination room in 35' ceiling building (see ASM-006)"
ITM-005,DEL-015-05,Low-voltage cable supply -- security cameras (Cat6 or equivalent),250,m,UNIT_RATE,Datasheet,Wiring Quantities and Routing,"Qty TBD; parametric estimate 8 runs avg 31m incl. slack; cable type TBD pending DEL-004-07 (see ASM-007)"
ITM-006,DEL-015-05,Low-voltage cable supply -- antenna (coaxial LMR-400 or equivalent),45,m,UNIT_RATE,Datasheet,Wiring Quantities and Routing,"Qty TBD; parametric estimate single run + slack; cable type TBD pending DEL-004-07 (see ASM-008)"
ITM-007,DEL-015-05,Junction boxes and fittings -- camera locations,8,EA,UNIT_RATE,Procedure,Step 2.2,"Qty matches camera count assumption (see ASM-003)"
ITM-008,DEL-015-05,Weathertight conduit fitting / weatherhead at antenna exterior penetration,1,EA,UNIT_RATE,Procedure,Step 2.3,"1 per antenna entry point"
ITM-009,DEL-015-05,Conduit sleeves through concrete (penetrations),6,EA,UNIT_RATE,Procedure,Step 2.1,"Qty TBD; parametric estimate for concrete penetrations in 35' ceiling structure (see ASM-009)"
ITM-010,DEL-015-05,Cable termination and labeling -- camera runs,8,EA,UNIT_RATE,Procedure,Step 4.2 and Step 4.3,"Per camera location; termination type TBD pending system selection"
ITM-011,DEL-015-05,Cable termination and labeling -- antenna run,1,EA,UNIT_RATE,Procedure,Step 4.2 and Step 4.3,"Single antenna cable termination"
ITM-012,DEL-015-05,Electrician labour -- rough-in installation,80,hr,UNIT_RATE,Procedure,Phase 2 — Rough-In Installation,"Parametric estimate: 8 camera runs + 1 antenna run + sleeves + terminations (see ASM-010)"
ITM-013,DEL-015-05,Electrician labour -- trim-out and termination,24,hr,UNIT_RATE,Procedure,Phase 4 — Trim-Out and Cable Installation,"Parametric estimate: cable pulling + termination + labeling (see ASM-011)"
ITM-014,DEL-015-05,Continuity testing and commissioning verification,1,LS,LUMP_SUM,Procedure,Phase 5 — Commissioning Verification,"Lump sum for cable continuity testing all runs"
ITM-015,DEL-015-05,Safety Codes Officer inspection coordination (rough-in + final),1,LS,LUMP_SUM,Procedure,Phase 3 and Phase 5,"Two inspections: rough-in and final"
ITM-016,DEL-015-05,Project management -- PM oversight,6,hr,UNIT_RATE,Specification,REQ-015-05-09,"Per Level_of_Effort.csv R-01"
ITM-017,DEL-015-05,Construction project management,8,hr,UNIT_RATE,Procedure,Phase 1 — Pre-Construction Coordination,"Per Level_of_Effort.csv R-02"
ITM-018,DEL-015-05,Site superintendent oversight,10,hr,UNIT_RATE,Procedure,Phase 2 — Rough-In Installation,"Per Level_of_Effort.csv R-03"
ITM-019,DEL-015-05,Cost estimator support,4,hr,UNIT_RATE,Specification,REQ-015-05-09,"Per Level_of_Effort.csv R-08"
ITM-020,DEL-015-05,QA/QC lead oversight,6,hr,UNIT_RATE,Procedure,Phase 3 — Rough-In Inspection,"Per Level_of_Effort.csv R-06"
ITM-021,DEL-015-05,HSE manager oversight,4,hr,UNIT_RATE,Procedure,Phase 2 — Rough-In Installation,"Per Level_of_Effort.csv R-05"
ITM-022,DEL-015-05,As-built drawings and closeout documentation,1,LS,LUMP_SUM,Procedure,Phase 6 — Closeout,"Lump sum for as-built markup and warranty documentation"
