LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITM-016-01-001,Equipment > Process & Facility Equipment,PKG-016,DEL-016-01,5-tonne overhead crane unit — Crane 1 (supply + install combined),1,EA,190000,190000,CAD,ALLOWANCE,Equipment_Pricing.csv EQ-01 (RecommendedPrice),LOW,Allowance $190k/each; range $120k–$280k; supply+install combined per EQ-01
DL-002,ITM-016-01-002,Equipment > Process & Facility Equipment,PKG-016,DEL-016-01,5-tonne overhead crane unit — Crane 2 (supply + install combined),1,EA,190000,190000,CAD,ALLOWANCE,Equipment_Pricing.csv EQ-01 (RecommendedPrice),LOW,Allowance $190k/each; range $120k–$280k; supply+install combined per EQ-01
DL-003,ITM-016-01-003,Construction Labour > General Construction Labour,PKG-016,DEL-016-01,Crane installation — rigging and mechanical assembly (Crane 1) — Ironworker,40,hr,92.80,3712,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-03; ASSUMPTION ASM-003,MED,ASSUMPTION ASM-003: 40 hrs ironworker per crane for assembly/rigging; parametric estimate
DL-004,ITM-016-01-003,Construction Labour > General Construction Labour,PKG-016,DEL-016-01,Crane installation — rigging labour support (Crane 1) — Labourer,24,hr,65.10,1562.40,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08; ASSUMPTION ASM-004,MED,ASSUMPTION ASM-004: 24 hrs labourer per crane for rigging support
DL-005,ITM-016-01-004,Construction Labour > General Construction Labour,PKG-016,DEL-016-01,Crane installation — rigging and mechanical assembly (Crane 2) — Ironworker,40,hr,92.80,3712,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-03; ASSUMPTION ASM-003,MED,ASSUMPTION ASM-003: 40 hrs ironworker per crane
DL-006,ITM-016-01-004,Construction Labour > General Construction Labour,PKG-016,DEL-016-01,Crane installation — rigging labour support (Crane 2) — Labourer,24,hr,65.10,1562.40,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08; ASSUMPTION ASM-004,MED,ASSUMPTION ASM-004: 24 hrs labourer per crane
DL-007,ITM-016-01-005,Construction Labour > General Construction Labour,PKG-016,DEL-016-01,Electrical final connection and verification (both cranes) — Electrician,16,hr,96.00,1536,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04; ASSUMPTION ASM-005,MED,"ASSUMPTION ASM-005: 16 hrs electrician for crane circuit connection, verification, e-stop test for 2 cranes"
DL-008,ITM-016-01-006,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-016,DEL-016-01,Commissioning — no-load functional test (both cranes),1,LS,3500,3500,CAD,PARAMETRIC,ASSUMPTION ASM-006; Procedure Phase D Step D1,MED,"ASSUMPTION ASM-006: $3,500 LS for no-load functional testing of 2 cranes (approx 2 crew-days)"
DL-009,ITM-016-01-007,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-016,DEL-016-01,Commissioning — load test (both cranes),1,LS,8000,8000,CAD,PARAMETRIC,ASSUMPTION ASM-007; Procedure Phase D Step D2,MED,"ASSUMPTION ASM-007: $8,000 LS for load testing 2 cranes — includes test weights, crane operator, witnessed test"
DL-010,ITM-016-01-008,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-016,DEL-016-01,Alberta Safety Code inspection,1,LS,2500,2500,CAD,PARAMETRIC,ASSUMPTION ASM-008; Procedure Phase D Step D3,MED,"ASSUMPTION ASM-008: $2,500 LS for AHJ inspection scheduling, attendance, and certificate — 2 cranes"
DL-011,ITM-016-01-009,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-016,DEL-016-01,Operational demonstration to Owner,1,LS,1000,1000,CAD,PARAMETRIC,ASSUMPTION ASM-009; Procedure Phase D Step D4,MED,"ASSUMPTION ASM-009: $1,000 LS for owner walkthrough/demonstration"
DL-012,ITM-016-01-010,Professional Services > Professional Staff,PKG-016,DEL-016-01,Shop drawings review and coordination,1,LS,2500,2500,CAD,PARAMETRIC,ASSUMPTION ASM-010; Procedure Phase B Step B1,MED,"ASSUMPTION ASM-010: $2,500 LS for shop drawing review routing (structural + electrical + PM)"
DL-013,ITM-016-01-011,Professional Services > Professional Staff,PKG-016,DEL-016-01,Documentation package — closeout compilation,1,LS,1500,1500,CAD,PARAMETRIC,ASSUMPTION ASM-011; Procedure Phase E Steps E1–E3,MED,"ASSUMPTION ASM-011: $1,500 LS for documentation assembly and handover"
DL-014,ITM-016-01-012,Professional Services > Professional Staff,PKG-016,DEL-016-01,Procurement management — RFQ and supplier evaluation,1,LS,3000,3000,CAD,PARAMETRIC,ASSUMPTION ASM-012; Procedure Phase A Steps A1–A5,MED,"ASSUMPTION ASM-012: $3,000 LS for RFQ preparation, evaluation, PO, coordination"
DL-015,ITM-016-01-013,Professional Services > Professional Staff,PKG-016,DEL-016-01,Project Manager coordination,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01; Level_of_Effort.csv DEL-016-01 R-01,MED,Level_of_Effort: 6 hrs PM at $165/hr
DL-016,ITM-016-01-013,Professional Services > Professional Staff,PKG-016,DEL-016-01,Construction Project Manager coordination,8,hr,155,1240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02; Level_of_Effort.csv DEL-016-01 R-02,MED,Level_of_Effort: 8 hrs CPM at $155/hr
