ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-002-05,Structural Engineer — mezzanine framing design and detailing (analysis; member sizing; connection design; drawing production; IFC stamping),84,hr,UNIT_RATE,Procedure,Steps 2-6,"Core engineering effort: load analysis, member sizing, connection design, drawing production, P.Eng. stamp. Per Level_of_Effort.csv R-14."
ITEM-002,DEL-002-05,BIM Technician — mezzanine framing drawing production and modelling,36,hr,UNIT_RATE,Procedure,Steps 4-5,"3D modelling, sheet setup, detail drafting, coordination. Per Level_of_Effort.csv R-13."
ITEM-003,DEL-002-05,Project Manager — coordination and oversight for mezzanine framing deliverable,6,hr,UNIT_RATE,Procedure,Steps 1 and 6-7,"PM coordination: pre-design decisions, Owner interface, IFC release oversight. Per Level_of_Effort.csv R-01."
ITEM-004,DEL-002-05,Cost Estimator — quantity takeoff and benchmarking support for mezzanine,4,hr,UNIT_RATE,Procedure,Step 2,"Quantity takeoff support, cost benchmarking for mezzanine system selection. Per Level_of_Effort.csv R-08."
ITEM-005,DEL-002-05,Internal QA review of mezzanine drawing set (senior structural engineer review),1,LS,LUMP_SUM,Procedure,Step 5,"Independent senior review of all member sizes, connections, code compliance, cross-references. Priced as parametric allowance."
ITEM-006,DEL-002-05,Multi-discipline coordination review (Arch/Mech/Plumb/Elec) for mezzanine penetrations and clearances,1,LS,LUMP_SUM,Specification,REQ-DS-012 and Verification §4,"Coordination with PKG-001 (Arch), PKG-003 (Mech), PKG-004 (Elec), PKG-006 (Plumb) for penetrations, clearances, service routing. Includes signed coordination confirmation per F-002."
ITEM-007,DEL-002-05,Construction support — shop drawing review for mezzanine steel framing,1,LS,LUMP_SUM,Procedure,Step 7 action 1,"Review contractor shop drawings for mezzanine steel; respond within agreed turnaround. Per X-002."
ITEM-008,DEL-002-05,Construction support — field reviews and inspection during mezzanine erection,1,LS,LUMP_SUM,Procedure,Step 7 actions 2-5,"Site reviews: embed inspection before pour, steel erection inspection, guardrail/stair final inspection, welding inspection per CSA W59 (D-002). Field review reports issued."
ITEM-009,DEL-002-05,Corrosion protection specification for wash bay zone steel framing,1,LS,LUMP_SUM,Specification,REQ-DS-015 and Procedure Step 3A,"Specify corrosion protection (galvanizing or paint system) for all steel members in/above wash bay. Coordinate with DEL-002-12. Applicable if mezzanine extends over wash bay (CF-DS-002)."
ITEM-010,DEL-002-05,Seismic design applicability determination and documentation,1,LS,LUMP_SUM,Specification,REQ-DS-016,"Determine whether seismic analysis is required for mezzanine as secondary structure within primary concrete building per ABC. Document in DEL-002-10."
ITEM-011,DEL-002-05,Fire protection applicability determination and documentation,1,LS,LUMP_SUM,Specification,REQ-DS-017,"Determine fire protection requirements for steel mezzanine framing per ABC occupancy classification. Document in drawing general notes."
ITEM-012,DEL-002-05,Building permit submission support (mezzanine portion of structural package),1,LS,LUMP_SUM,Procedure,Step 6 action 4,"Include stamped mezzanine drawings in building permit submission package per SOW-0006."
