RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-008-03-A01,PKG-008,DEL-008-03,Construction Survey,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,SOW-0003,Conduct construction survey,_Decomposition/WDMLRL_Decomposition_Claude.md §3,DEL-008-03 implements SOW-0003 (Conduct construction survey) as its parent scope item,Datasheet.md,Datasheet.md > Identification > SOW Reference,SOW Reference: SOW-0003,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition §3 and §8 (Scope Ledger: SOW-0003 -> PKG-008 / DEL-008-03),,
v3.1,DEP-008-03-A02,PKG-008,DEL-008-03,Construction Survey,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,Code-compliant functional delivery,_Decomposition/WDMLRL_Decomposition_Claude.md §5,DEL-008-03 supports OBJ-001 (code-compliant and functional maintenance shop addition),Datasheet.md,Datasheet.md > Identification > Objectives Supported,"Objectives Supported: OBJ-001 (code-compliant, functional delivery)",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition §5 (OBJ-001) and §7 (PKG-008 table: DEL-008-03 Supports OBJ-001),,
v3.1,DEP-008-03-A03,PKG-008,DEL-008-03,Construction Survey,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-002,Completion by December 31 2026,_Decomposition/WDMLRL_Decomposition_Claude.md §5,DEL-008-03 supports OBJ-002 (complete all work on or before December 31 2026),Datasheet.md,Datasheet.md > Identification > Objectives Supported,Objectives Supported: OBJ-002 (completion by December 31 2026),EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition §5 (OBJ-002) and §7 (PKG-008 table: DEL-008-03 Supports OBJ-002),,
v3.1,DEP-008-03-E01,PKG-008,DEL-008-03,Construction Survey,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-008,DEL-008-02,,Preliminary Site Survey,_Decomposition/WDMLRL_Decomposition_Claude.md §7 (PKG-008),DEL-008-02 Preliminary Site Survey must be complete and control point data available before construction survey commences,Procedure.md,Procedure.md > Prerequisites > P-01,"Preliminary Site Survey (DEL-008-02) must be complete and control point data available to the Surveyor",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure P-01; Specification REQ-008-03-01; Datasheet Upstream Inputs table. Control points and baseline data are required artifacts.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-008-03-E02,PKG-008,DEL-008-03,Construction Survey,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,PACKAGE,,,SOW-0018,IFC Design Drawings (PKG-001 through PKG-007),_Decomposition/WDMLRL_Decomposition_Claude.md §3 (SOW-0018),P.Eng.-stamped IFC drawings from design packages (PKG-001 through PKG-007) required before construction staking can proceed,Specification.md,Specification.md > Requirements > REQ-008-03-02,"Construction staking shall not commence until P.Eng.-stamped IFC drawings are available",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Specification REQ-008-03-02; Procedure P-02; Datasheet Upstream Inputs. Multiple design packages provide IFC drawings consumed by this deliverable. TargetType=PACKAGE is approximate; the actual sources span PKG-001 through PKG-007.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-008-03-E03,PKG-008,DEL-008-03,Construction Survey,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-005,DEL-005-02,,Site Grading Plan (Civil Grading Design),_Decomposition/WDMLRL_Decomposition_Claude.md §7 (PKG-005),Construction survey grade control must match civil grading design; discrepancies reported to civil design engineer,Specification.md,Specification.md > Requirements > REQ-008-03-04,"grade control consistent with the civil grading design",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Specification REQ-008-03-04; Procedure Steps B6 and C3a. Civil grading design (PKG-005 IFC) is a required input for grade establishment. DEL-005-02 Site Grading Plan is the most specific deliverable.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-008-03-E04,PKG-008,DEL-008-03,Construction Survey,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-002,DEL-002-11,,Foundation Design Package (Variable-Price),_Decomposition/WDMLRL_Decomposition_Claude.md §7 (PKG-002),Final foundation form staking requires confirmed final P.Eng.-stamped foundation IFC drawings; foundation design is geotech-dependent and negotiated post-award,Procedure.md,Procedure.md > Steps > Step B3 (Hold Point),"Final foundation form staking shall not proceed until the Structural Engineer has confirmed that the foundation IFC drawings are final",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit hold point in Procedure Step B3; Guidance Principles 5 and 6; RFP 4.8.2. Foundation design availability gates final foundation staking.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-008-03-E05,PKG-008,DEL-008-03,Construction Survey,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-008,DEL-008-01,,Geotechnical Investigation & Report,_Decomposition/WDMLRL_Decomposition_Claude.md §7 (PKG-008),Foundation design and pricing is negotiated post-geotech report; geotech results indirectly constrain construction survey timing for foundation elements,Datasheet.md,Datasheet.md > Conditions > Geotech dependency on foundation,"Foundation design and pricing is negotiated with the successful Proponent after the complete geotechnical report is available",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Datasheet Conditions (RFP 4.8.2); Guidance Principle 5. Geotech report constrains foundation design which constrains foundation staking. Indirect but explicitly described chain.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-008-03-E06,PKG-008,DEL-008-03,Construction Survey,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,PACKAGE,PKG-019,,,Construction Schedule,_Decomposition/WDMLRL_Decomposition_Claude.md §7 (PKG-019),Construction schedule from Construction Manager (PKG-019) required to sequence survey activities,Procedure.md,Procedure.md > Prerequisites > P-04,"Construction schedule issued by Construction Manager (PKG-019) to enable sequencing of survey activities",EXPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure P-04; Datasheet Upstream Inputs table. PKG-019 does not have a single schedule deliverable ID in the decomposition; TargetType=PACKAGE used. The schedule is a management artifact from PKG-019.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-008-03-E07,PKG-008,DEL-008-03,Construction Survey,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-008,DEL-008-04,,As-Built Survey,_Decomposition/WDMLRL_Decomposition_Claude.md §7 (PKG-008),Construction survey control data handed over to DEL-008-04 As-Built Survey team including control network and datum confirmation,Procedure.md,Procedure.md > Steps > Step D3,"Prepare and transfer a control network handoff package to the as-built survey team (DEL-008-04)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure Step D3; Specification REQ-008-03-08b; Datasheet Downstream Users table. Explicit artifact transfer (control handoff package).,INFO,TASK_ESTIMATING
