"RegisterSchemaVersion","DependencyID","FromPackageID","FromDeliverableID","FromDeliverableName","DependencyClass","AnchorType","Direction","DependencyType","TargetType","TargetPackageID","TargetDeliverableID","TargetRefID","TargetName","TargetLocation","Statement","EvidenceFile","SourceRef","EvidenceQuote","Explicitness","RequiredMaturity","ProposedMaturity","SatisfactionStatus","Confidence","Origin","FirstSeen","LastSeen","Status","Notes","EstimateImpactClass","ConsumerHint"
"v3.1","DEP-019-04-001","PKG-019","DEL-019-04","Construction Quality Control","ANCHOR","IMPLEMENTS_NODE","UPSTREAM","OTHER","WBS_NODE","","","SOW-0089","SOW-0089 — Provide construction quality control management","_Decomposition/WDMLRL_Decomposition_Claude.md","DEL-019-04 implements SOW-0089: Provide construction quality control management","Datasheet.md","Datasheet > Identification > Covers SOW","Covers SOW: SOW-0089","EXPLICIT","TBD","TBD","TBD","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Confirmed in decomposition scope ledger (line 682) and Datasheet Identification table.","",""
"v3.1","DEP-019-04-002","PKG-019","DEL-019-04","Construction Quality Control","ANCHOR","TRACES_TO_REQUIREMENT","UPSTREAM","OTHER","REQUIREMENT","","","OBJ-001","OBJ-001 — Design & Specification Compliance","_Decomposition/WDMLRL_Decomposition_Claude.md","DEL-019-04 supports OBJ-001: Deliver a code-compliant fully functional maintenance shop that passes all applicable inspections","Datasheet.md","Datasheet > Identification > Supports Objectives","Supports Objectives: OBJ-001 (Design & Specification Compliance)","EXPLICIT","TBD","TBD","TBD","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Confirmed in decomposition deliverable table (line 562) and Datasheet.","",""
"v3.1","DEP-019-04-003","PKG-019","DEL-019-04","Construction Quality Control","ANCHOR","TRACES_TO_REQUIREMENT","UPSTREAM","OTHER","REQUIREMENT","","","OBJ-007","OBJ-007 — OH&S Program Implementation","_Decomposition/WDMLRL_Decomposition_Claude.md","DEL-019-04 supports OBJ-007: Maintain safe site operations under Prime Contractor designation with zero lost-time incidents","Datasheet.md","Datasheet > Identification > Supports Objectives","Supports Objectives: OBJ-007 (OH&S Program Implementation)","EXPLICIT","TBD","TBD","TBD","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Confirmed in decomposition deliverable table (line 562) and Datasheet.","",""
"v3.1","DEP-019-04-004","PKG-019","DEL-019-04","Construction Quality Control","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DELIVERABLE","PKG-019","DEL-019-01","","DEL-019-01 — Prime Contractor Designation & OH&S Program","","DEL-019-01 must be established before QC authority structure can be confirmed; QC program draws authority from OH&S program","Procedure.md","Procedure > Prerequisites > Upstream deliverable dependencies","DEL-019-01 — must be established before QC authority structure can be confirmed","EXPLICIT","TBD","TBD","PENDING","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Declared in _DEPENDENCIES.md and confirmed in Procedure prerequisites and Guidance (sequencing with upstream deliverables). OH&S Program must exist before QC Plan roles/escalation paths can be aligned.","BLOCKING","TASK_ESTIMATING"
"v3.1","DEP-019-04-005","PKG-019","DEL-019-04","Construction Quality Control","EXECUTION","NOT_APPLICABLE","UPSTREAM","INTERFACE","DELIVERABLE","PKG-019","DEL-019-02","","DEL-019-02 — Weekly Meetings & Billing Coordination","","Weekly coordination meeting cadence (DEL-019-02) must be active before QC status reporting begins; QC status and deficiency reports presented at weekly meetings","Procedure.md","Procedure > Prerequisites > Upstream deliverable dependencies","DEL-019-02 — meeting cadence must be active before QC status reporting begins","EXPLICIT","TBD","TBD","PENDING","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Declared in _DEPENDENCIES.md. Confirmed in Specification REQ-QC-08 and Procedure B9. Weekly meetings are the reporting forum for QC status.","ADVISORY","TASK_ESTIMATING"
"v3.1","DEP-019-04-006","PKG-019","DEL-019-04","Construction Quality Control","EXECUTION","NOT_APPLICABLE","DOWNSTREAM","HANDOVER","DELIVERABLE","PKG-019","DEL-019-03","","DEL-019-03 — Subcontractor Management","","QC activities inform subcontractor performance evaluations managed under DEL-019-03; persistent quality issues reported to Project Manager for action under DEL-019-03","Datasheet.md","Datasheet > Attributes > Subcontractor link","QC activities inform subcontractor performance evaluations (DEL-019-03)","EXPLICIT","TBD","TBD","TBD","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Declared in _DEPENDENCIES.md. Confirmed in Specification REQ-QC-07 verification and Procedure B8. QC deficiency data flows to subcontractor evaluations.","ADVISORY","TASK_ESTIMATING"
"v3.1","DEP-019-04-007","PKG-019","DEL-019-04","Construction Quality Control","EXECUTION","NOT_APPLICABLE","DOWNSTREAM","HANDOVER","PACKAGE","PKG-020","","","PKG-020 — Commissioning & Closeout","","Construction QC activities must be complete before transition to PKG-020 commissioning and closeout; QC documentation required for CCC process","Datasheet.md","Datasheet > Attributes > Commissioning link","Construction QC activities must be complete before transition to PKG-020","EXPLICIT","TBD","TBD","TBD","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Declared in _DEPENDENCIES.md. Confirmed in Procedure Phase C (C4 supports CCC) and Specification exclusion (commissioning is PKG-020 scope). Full QC documentation package required for CCC issuance.","BLOCKING","TASK_ESTIMATING"
"v3.1","DEP-019-04-008","PKG-019","DEL-019-04","Construction Quality Control","EXECUTION","NOT_APPLICABLE","UPSTREAM","INTERFACE","DELIVERABLE","PKG-009","DEL-009-04","","DEL-009-04 — Code Compliance Register & Inspection Log","","QC program should interface with PKG-009 inspection coordination to align QC hold points with mandatory Safety Code inspection points and avoid duplicating inspection requests","Guidance.md","Guidance > Considerations > Alberta Safety Codes interface","The QC program should interface with PKG-009 inspection coordination","EXPLICIT","TBD","TBD","TBD","MEDIUM","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Guidance explicitly states interface needed. Specification exclusion confirms permitting/regulatory inspection coordination is PKG-009 scope. Decomposition confirms DEL-009-04 covers SOW-0084/SOW-0085 (inspection coordination).","ADVISORY","TASK_ESTIMATING"
"v3.1","DEP-019-04-009","PKG-019","DEL-019-04","Construction Quality Control","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DOCUMENT","","","","IFC Drawings (Issued for Construction)","location TBD","All construction work subject to QC oversight shall conform to IFC drawings signed/stamped by P.Eng. licensed in Alberta; IFC drawings required as prerequisite for each construction phase inspection","Procedure.md","Procedure > Prerequisites > Documentation prerequisites","IFC drawings available (current revision) for construction phase being inspected","EXPLICIT","TBD","TBD","PENDING","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Specification REQ-QC-09 requires conformance to IFC drawings. Procedure lists IFC drawings as documentation prerequisite. Multiple design packages produce IFC drawings; specific package-level linkage TBD.","BLOCKING","TASK_ESTIMATING"
"v3.1","DEP-019-04-010","PKG-019","DEL-019-04","Construction Quality Control","EXECUTION","NOT_APPLICABLE","UPSTREAM","CONSTRAINT","DOCUMENT","","","","CCDC 14-2013 Design-Build Stipulated Price Contract","location TBD","CCDC 14-2013 contract must be executed before construction commencement; contract defines QC-related provisions including inspection rights and deficiency obligations","Procedure.md","Procedure > Prerequisites > Documentation prerequisites","CCDC 14-2013 contract executed — Required before construction commencement","EXPLICIT","TBD","TBD","PENDING","HIGH","EXTRACTED","2026-02-26","2026-02-26","ACTIVE","FACT. Procedure lists as documentation prerequisite. Datasheet Conditions notes CCDC 14-2013 QC provisions TBD (warranted item E-001). Specific QC clauses not yet verified against contract text.","ADVISORY","TASK_ESTIMATING"
