LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITM-001,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Welding station exhaust hood (source-capture LEV hood) — supply and install,1,EA,2400.00,2400.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 30% of $8000 system),LOW,Allocated from MS-05 complete system rate; hood type TBD
DL-002,ITM-002,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Flexible exhaust ductwork connections — supply and install,1,EA,400.00,400.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 5% of $8000 system),LOW,Allocated from MS-05 complete system rate
DL-003,ITM-003,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Rigid ductwork run (galvanized steel) — supply and install,1,LS,800.00,800.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 10% of $8000 system),LOW,Allocated from MS-05 complete system rate; routing TBD
DL-004,ITM-004,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Welding fume filtration unit — supply and install,1,EA,2000.00,2000.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 25% of $8000 system),LOW,Allocated from MS-05 complete system rate; filter type TBD
DL-005,ITM-005,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Exhaust fan — supply and install,1,EA,1200.00,1200.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 15% of $8000 system),LOW,Allocated from MS-05 complete system rate; CFM TBD
DL-006,ITM-006,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Exhaust outlet and stack — supply and install including envelope penetration,1,EA,800.00,800.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 10% of $8000 system),LOW,Allocated from MS-05 complete system rate; location TBD
DL-007,ITM-007,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Controls and monitoring (on/off control and status indication),1,EA,240.00,240.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 3% of $8000 system),LOW,Allocated from MS-05 complete system rate; interlock TBD
DL-008,ITM-008,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Support structure (ductwork hangers and brackets),1,LS,160.00,160.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 2% of $8000 system),LOW,Allocated from MS-05 complete system rate
DL-009,ITM-009,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-05,Spark arrestor (if required per fire/spark evaluation),1,EA,0.00,0.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (contingent item),LOW,Contingent on design engineer evaluation per REQ-013; $0 unless required. If required estimate $200-$500 from MS-05 margin
DL-010,ITM-010,Professional Services > Design & Engineering,PKG-013,DEL-013-05,Mechanical design engineering — LEV system design (P.Eng. stamped IFC),1,LS,2640.00,2640.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-15 Mechanical Engineer $165/hr x 16 hr,MED,16 hours parametric estimate for single-station LEV design
DL-011,ITM-011,"Permits, Fees & Insurance > Permits, Fees & Bonding",PKG-013,DEL-013-05,Safety Code permit application and inspection coordination,1,LS,500.00,500.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-22 Permitting Specialist $125/hr x 4 hr,MED,Effort only; permit fees paid by County per R-01 Section 3.3.1
DL-012,ITM-012,General Conditions > General Requirements & Indirect,PKG-013,DEL-013-05,Equipment procurement and submittal review,1,LS,1110.00,1110.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09 $75/hr x 6 hr + R-15 $165/hr x 4 hr,MED,Document control 6 hr + mechanical engineer review 4 hr
DL-013,ITM-013,Construction Labour > General Construction Labour,PKG-013,DEL-013-05,Installation labour — HVAC sheet metal trade,28,hr,91.20,2553.60,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-06 HVAC Sheet Metal $91.20/hr fully burdened x 28 hr,MED,28 hours parametric estimate for single-station LEV installation
DL-014,ITM-014,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-05,Testing and commissioning,1,LS,1280.00,1280.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-23 Commissioning Agent $160/hr x 8 hr,MED,8 hours parametric estimate for airflow/capture/balance testing
DL-015,ITM-015,General Conditions > General Requirements & Indirect,PKG-013,DEL-013-05,Closeout documentation (as-builts + O&M manual + warranty certs + compliance docs),1,LS,600.00,600.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09 Document Controller $75/hr x 8 hr,MED,8 hours document compilation and assembly
DL-016,ITM-016,Professional Services > Project Management,PKG-013,DEL-013-05,Project management — PM oversight,6,hr,165.00,990.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-01 6 hr x Professional_Staff_Rates.csv R-01 $165/hr,MED,Per Level_of_Effort.csv allocation
DL-017,ITM-017,Professional Services > Project Management,PKG-013,DEL-013-05,Construction project management — field coordination,8,hr,155.00,1240.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-02 8 hr x Professional_Staff_Rates.csv R-02 $155/hr,MED,Per Level_of_Effort.csv allocation
DL-018,ITM-018,Professional Services > Project Management,PKG-013,DEL-013-05,Site superintendent — field supervision,10,hr,145.00,1450.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-03 10 hr x Professional_Staff_Rates.csv R-03 $145/hr,MED,Per Level_of_Effort.csv allocation
DL-019,ITM-019,Professional Services > Project Management,PKG-013,DEL-013-05,Cost estimator support,4,hr,135.00,540.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-08 4 hr x Professional_Staff_Rates.csv R-08 $135/hr,MED,Per Level_of_Effort.csv allocation
DL-020,ITM-020,"Quality, Safety & Environment > HSE & Quality Assurance",PKG-013,DEL-013-05,QA/QC lead — quality oversight,6,hr,135.00,810.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-06 6 hr x Professional_Staff_Rates.csv R-06 $135/hr,MED,Per Level_of_Effort.csv allocation
