ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-018-02,Professional staff — Project Manager (supervision/coordination),6,hr,UNIT_RATE,Procedure,Phase A — Mobilization and Pre-Grading Setup,Level_of_Effort.csv R-01; pre-construction meeting and oversight
ITM-002,DEL-018-02,Professional staff — Construction Project Manager (site coordination),8,hr,UNIT_RATE,Procedure,Phase A — Mobilization and Pre-Grading Setup,Level_of_Effort.csv R-02; construction management
ITM-003,DEL-018-02,Professional staff — Site Superintendent (field leadership),10,hr,UNIT_RATE,Procedure,Phase B — Grading Execution,Level_of_Effort.csv R-03; grading and landscape supervision
ITM-004,DEL-018-02,Professional staff — Cost Estimator (quantity takeoff/benchmarking),4,hr,UNIT_RATE,Procedure,Phase A — Mobilization and Pre-Grading Setup,Level_of_Effort.csv R-08
ITM-005,DEL-018-02,Professional staff — QA/QC Lead (inspection/deficiency tracking),6,hr,UNIT_RATE,Specification,REQ-06 Compaction / REQ-08 Inspection,Level_of_Effort.csv R-06; compaction testing coordination and inspection oversight
ITM-006,DEL-018-02,Professional staff — HSE Manager (safety oversight),4,hr,UNIT_RATE,Specification,Standards — Alberta OH&S Code,Level_of_Effort.csv R-05; prime contractor safety obligations
ITM-007,DEL-018-02,Rough grading of site expansion area,2500,m2,UNIT_RATE,Datasheet,Attributes — Grading Requirement,PARAMETRIC: ~2500 m2 estimated from 13000 sqft building + surrounding lot; elevations TBD pending DEL-005-02
ITM-008,DEL-018-02,Fine grading to IFC civil plan elevations,2500,m2,UNIT_RATE,Specification,REQ-04 Conformance with IFC Civil Grading Plan,Tolerances TBD pending DEL-005-07; same area as rough grading
ITM-009,DEL-018-02,Compaction of graded surfaces,2500,m2,UNIT_RATE,Specification,REQ-06 Compaction of Graded Surfaces,Acceptance criteria TBD pending DEL-005-07; includes proof rolling
ITM-010,DEL-018-02,Imported granular fill (supply and place),500,m3,UNIT_RATE,Datasheet,Construction — Work Sequence,PARAMETRIC estimate: assumed 200mm average fill depth over 2500 m2; aggregate supplied by County (OUT of scope) — this line covers placement labour and any supplemental material
ITM-011,DEL-018-02,Equipment operator labour — grading equipment,80,hr,UNIT_RATE,Procedure,Phase B — Grading Execution (B-1 through B-6),PARAMETRIC: estimated 80 hours for grading operations (rough + fine + compaction); motor grader/compactor class
ITM-012,DEL-018-02,General labourer — grading support,120,hr,UNIT_RATE,Procedure,Phase B — Grading Execution,PARAMETRIC: estimated 120 hours for grade stakes setup; hand grading; drainage verification support; cleanup
ITM-013,DEL-018-02,Drainage verification and interim drainage check,1,LS,LUMP_SUM,Specification,REQ-02 Positive Site Drainage,Includes B-3 interim drainage verification; visual and grade rod checks; correction of low points
ITM-014,DEL-018-02,Compaction testing (third-party laboratory),1,LS,LUMP_SUM,Specification,REQ-06 Compaction of Graded Surfaces,Allowance for third-party compaction testing; frequency TBD per DEL-005-07
ITM-015,DEL-018-02,Temporary stormwater and sediment control during grading,1,LS,LUMP_SUM,Procedure,Phase B — Step B-3a,Silt fencing; temporary swales; stabilized entrance; active landfill site context
ITM-016,DEL-018-02,Interim erosion control (post-grading / pre-surface construction),1,LS,LUMP_SUM,Guidance,Consideration C-07,Erosion/sediment control between grading completion and surface construction commencement
ITM-017,DEL-018-02,Landscape area preparation (topsoil placement and seedbed prep),1,LS,LUMP_SUM,Procedure,Phase D — Step D-2,Scope TBD pending landscape plans DEL-007-02/03; species and areas unknown
ITM-018,DEL-018-02,Planting and restoration execution,1,LS,LUMP_SUM,Procedure,Phase D — Step D-3,Scope TBD pending landscape plans DEL-007-03; all species/quantities/methods TBD
ITM-019,DEL-018-02,Inspection coordination and County representative attendance,1,LS,LUMP_SUM,Specification,REQ-08 Inspection Coordination,GC coordination effort for hold/witness point inspections; reporting to County
ITM-020,DEL-018-02,Pre-construction meeting (grading/landscape),1,LS,LUMP_SUM,Procedure,Phase A — Step A-1,Meeting with County PM; civil engineer; subcontractors; confirms design intent and compaction standards
ITM-021,DEL-018-02,Site layout and survey control (grade stakes),1,LS,LUMP_SUM,Procedure,Phase A — Step A-2,Working from SURVEY-001 benchmarks; set out grade stakes per IFC plan
ITM-022,DEL-018-02,Utility trench restoration grading (coordination with DEL-018-06),1,LS,LUMP_SUM,Procedure,Phase C — Steps C-1 and C-2,Final fine grading and compaction in utility trench areas after backfill; scope dependent on DEL-018-06 extent
ITM-023,DEL-018-02,As-built documentation and closeout records,1,LS,LUMP_SUM,Specification,Documentation — Grading completion record / inspection reports,Grading completion record; compaction test compilation; landscape installation record; deficiency log
