ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-003-05,Project management — mechanical equipment schedule coordination and oversight,6,hr,UNIT_RATE,Procedure,Phase 1-3 (Steps 1.1-3.7),PM coordination across all three phases of schedule production; County liaison for DEL-003-01 approval gate
ITEM-002,DEL-003-05,Cost estimating — mechanical equipment schedule support,4,hr,UNIT_RATE,Procedure,Phase 1-3,Quantity takeoff and cost benchmarking support for equipment selections
ITEM-003,DEL-003-05,BIM/CAD technician — schedule table production and drawing cross-referencing,12,hr,UNIT_RATE,Procedure,Steps 2.4 and 3.4,Schedule table formatting; drawing cross-reference population and bidirectional reconciliation per REQ-015
ITEM-004,DEL-003-05,Mechanical engineering — equipment scope confirmation and tag convention,4,hr,UNIT_RATE,Procedure,Steps 1.1-1.5 (Phase 1),Confirm equipment scope from RFP; establish tag convention (REQ-002); clarify high-recovery heating interpretation (CON-001); confirm standard editions
ITEM-005,DEL-003-05,Mechanical engineering — preliminary equipment list and calculation coordination,8,hr,UNIT_RATE,Procedure,Steps 2.1-2.6 (Phase 2),Develop preliminary equipment list; coordinate with DEL-003-06 calculations; populate preliminary schedule; support County submission
ITEM-006,DEL-003-05,Mechanical engineering — IFC schedule finalization and QC,12,hr,UNIT_RATE,Procedure,Steps 3.1-3.6 (Phase 3),"Incorporate County feedback; coordinate with structural/electrical engineers; finalize performance values; QC review; P.Eng. stamp"
ITEM-007,DEL-003-05,Mechanical engineering — equipment register population (8 equipment types),4,hr,UNIT_RATE,Datasheet,Section 2.2 Equipment Register,"Populate data for HTG-001, AEX-001, MAU-001, EXH-001/002/003/004, CF-001-006 per REQ-003 minimum data fields"
ITEM-008,DEL-003-05,County preliminary design review coordination,1,LS,LUMP_SUM,Specification,REQ-012 and Procedure Step 2.6,County review and approval gate for DEL-003-01 before IFC finalization; tracked as PM and ME effort above
ITEM-009,DEL-003-05,Structural and electrical coordination for equipment schedule,1,LS,LUMP_SUM,Procedure,Step 3.2,"Provide equipment weights, vibration data, electrical loads to PKG-002 and PKG-004; resolve conflicts; tracked as ME effort above"
ITEM-010,DEL-003-05,IFC P.Eng. stamp — mechanical equipment schedule,1,LS,LUMP_SUM,Specification,REQ-011,P.Eng. licensed in Alberta stamps final IFC schedule; included in ME hours above
