LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITEM-001,Professional Services > Project Management,PKG-008,DEL-008-02,Survey Plan Development — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Plan preparation (8 hr) + Owner coordination/revision (4 hr). Parametric estimate — Surveyor hours TBD in LOE source
DL-002,ITEM-002,Professional Services > Project Management,PKG-008,DEL-008-02,Mobilization and Control Network — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Travel/mobilization to SW 14-44-21-W4 (~30 km south of Camrose); establish primary and working control points; closure observations. Parametric estimate
DL-003,ITEM-003,Professional Services > Project Management,PKG-008,DEL-008-02,Topographic Survey Fieldwork — Surveyor,16,hr,140,2240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,~2 days field topographic data collection for ~13000 sqft building addition site + surrounding grading design area. Parametric estimate
DL-004,ITEM-004,Professional Services > Project Management,PKG-008,DEL-008-02,Boundary Survey — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,LOW,Approximate boundary from existing records; assumes NOT a full legal ALS boundary survey. If legal survey required scope/cost increases. Parametric estimate
DL-005,ITEM-005,Professional Services > Project Management,PKG-008,DEL-008-02,Existing Conditions Documentation — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Document existing structures; services; features. Some overlap with topo fieldwork. Parametric estimate
DL-006,ITEM-006,Professional Services > Project Management,PKG-008,DEL-008-02,Data Reduction and Processing — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Control network adjustment; topographic surface model; QA/QC checks; digital file preparation. Parametric estimate
DL-007,ITEM-007,Professional Services > Project Management,PKG-008,DEL-008-02,Topographic Drawing Production — Surveyor,10,hr,140,1400,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,CAD drawing production: contours; features; control points; title block; professional stamp. Parametric estimate
DL-008,ITEM-008,Professional Services > Project Management,PKG-008,DEL-008-02,Survey Report Production — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Written report: methodology; control network; accuracy; QA/QC results; findings. Parametric estimate
DL-009,ITEM-009,Professional Services > Project Management,PKG-008,DEL-008-02,Digital Data File Prep and Delivery — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Assemble deliverable package; submit; support review; obtain acceptance. Parametric estimate
DL-010,ITEM-010,Professional Services > Project Management,PKG-008,DEL-008-02,Project Management — DEL-008-02,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01; Level_of_Effort.csv DEL-008-02 R-01,MED,PM oversight. Hours from Level_of_Effort.csv (6 hr); rate from Professional_Staff_Rates.csv ($165/hr)
DL-011,ITEM-011,Professional Services > Project Management,PKG-008,DEL-008-02,Cost Estimating Support — DEL-008-02,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08; Level_of_Effort.csv DEL-008-02 R-08,MED,Cost estimator support. Hours from Level_of_Effort.csv (4 hr); rate from Professional_Staff_Rates.csv ($135/hr)
DL-012,ITEM-012,Professional Services > Project Management,PKG-008,DEL-008-02,Health and Safety Plan — Field Survey — Surveyor,2,hr,140,280,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Site-specific HSE for active landfill. Included in surveyor scope. Parametric estimate
DL-013,ITEM-013,Professional Services > Project Management,PKG-008,DEL-008-02,Data Backup and Security Protocols — Surveyor,0,hr,140,0,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; included in field effort lines,MED,Included in ITEM-003/ITEM-006 field and processing effort; no additional hours. Zero-cost line for traceability
