RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-004-07-001,PKG-004,DEL-004-07,Low-Voltage System Plans,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-0014,Decomposition §3 SSOW / §7 PKG-004,DEL-004-07 implements SOW-0014 (Complete final electrical design) as part of PKG-004 Electrical Design,Datasheet.md,Datasheet > Identification > SOW Coverage,"SOW Coverage: SOW-0014 (Complete final electrical design)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Decomposition §7 PKG-004 confirms DEL-004-07 covers SOW-0014. Decomposition §8 Scope Ledger confirms SOW-0014 maps to DEL-004-02 thru DEL-004-09.,,
v3.1,DEP-004-07-002,PKG-004,DEL-004-07,Low-Voltage System Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-001,Decomposition §5 Objectives,DEL-004-07 supports OBJ-001 (Code-compliant fully functional maintenance shop),Datasheet.md,Datasheet > Identification > Objectives Supported,"Objectives Supported: OBJ-001, OBJ-003, OBJ-005",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Decomposition §7 PKG-004 confirms OBJ-001 for DEL-004-07.,,
v3.1,DEP-004-07-003,PKG-004,DEL-004-07,Low-Voltage System Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-003,Decomposition §5 Objectives,DEL-004-07 supports OBJ-003 (Complete P.Eng.-stamped IFC design documentation),Datasheet.md,Datasheet > Identification > Objectives Supported,"Objectives Supported: OBJ-001, OBJ-003, OBJ-005",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Decomposition §7 PKG-004 confirms OBJ-003 for DEL-004-07.,,
v3.1,DEP-004-07-004,PKG-004,DEL-004-07,Low-Voltage System Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-005,Decomposition §5 Objectives,DEL-004-07 supports OBJ-005 (All electrical and low-voltage systems installed and commissioned),Datasheet.md,Datasheet > Identification > Objectives Supported,"Objectives Supported: OBJ-001, OBJ-003, OBJ-005",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Decomposition §7 PKG-004 confirms OBJ-005 for DEL-004-07.,,
v3.1,DEP-004-07-005,PKG-004,DEL-004-07,Low-Voltage System Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-0064,Decomposition §3 SSOW G,DEL-004-07 traces to SOW-0064 (Install wiring for security cameras),Datasheet.md,Datasheet > Attributes > Low-Voltage Systems Covered,"Security Camera Wiring ... SOW-0064",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Datasheet and Specification both reference SOW-0064 as covered scope. Decomposition §3 SSOW G confirms SOW-0064 exists.,,
v3.1,DEP-004-07-006,PKG-004,DEL-004-07,Low-Voltage System Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-0065,Decomposition §3 SSOW G,DEL-004-07 traces to SOW-0065 (Install antenna wire for 2-way radios),Datasheet.md,Datasheet > Attributes > Low-Voltage Systems Covered,"2-Way Radio Antenna Wire ... SOW-0065",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Datasheet and Specification both reference SOW-0065 as covered scope. Decomposition §3 SSOW G confirms SOW-0065 exists.,,
v3.1,DEP-004-07-007,PKG-004,DEL-004-07,Low-Voltage System Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-004,DEL-004-01,,Preliminary Electrical Design,PKG-004 §7,Preliminary Electrical Design (DEL-004-01) must receive County approval before final low-voltage plans are issued for construction,Procedure.md,Procedure > Prerequisites > Upstream Dependencies,"Preliminary Electrical Design ... reviewed and approved by County",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure prerequisites table and Specification REQ-007-05 both state County approval of DEL-004-01 is required before IFC.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-004-07-008,PKG-004,DEL-004-07,Low-Voltage System Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-001,DEL-001-02,,Architectural Floor Plans,PKG-001 §7,Architectural Floor Plans required for coordination of low-voltage wiring routes with wall/partition layouts,Procedure.md,Procedure > Prerequisites > Upstream Dependencies,"Architectural Floor Plans available for coordination",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure prerequisites table states IFC or coordinated draft required. Specification REQ-007-06 confirms coordination with DEL-001-02.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-004-07-009,PKG-004,DEL-004-07,Low-Voltage System Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-03,,Structural Framing Plans,PKG-002 §7,Structural drawings required for concrete structure penetration locations and conduit routing,Procedure.md,Procedure > Prerequisites > Upstream Dependencies,"Structural drawings available (concrete structure, crane beams, penetration locations)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure prerequisites table states coordinated draft required.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-004-07-010,PKG-004,DEL-004-07,Low-Voltage System Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-07,,Crane Support Structure Details,PKG-002 §7,Crane support details required for clearance coordination of camera and antenna routing in main shop,Procedure.md,Procedure > Prerequisites > Upstream Dependencies,"Structural drawings available (concrete structure, crane beams, penetration locations)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure prerequisites table lists DEL-002-07 explicitly. Guidance §Coordination with Crane Infrastructure confirms crane travel envelope coordination.,ADVISORY,TASK_ESTIMATING
