LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-01,ITEM-01,Equipment > Process & Facility Equipment,PKG-013,DEL-013-06,HVLS ceiling fan units — supply (industrial grade; 35 ft ceiling; CSA/UL certified),6,EA,5500.00,33000.00,CAD,PARAMETRIC,Parametric — HVLS fan industry pricing for 35 ft industrial ceiling application; no quote in PRICE_SOURCES,LOW,Fan model/diameter/power TBD; $3500-$8000 range; mid-point $5500; HVLS assumed per Guidance P2
L-02,ITEM-02,Equipment > Process & Facility Equipment,PKG-013,DEL-013-06,Mounting bracket and downrod assembly (per fan; extended for 35 ft ceiling),6,EA,1100.00,6600.00,CAD,PARAMETRIC,Parametric — HVLS mounting hardware industry pricing; no quote in PRICE_SOURCES,LOW,Downrod length TBD; mounting type TBD per CF-013-06-03; $800-$1500 range
L-03,ITEM-03,Construction Labour > General Construction Labour,PKG-013,DEL-013-06,Fan installation labour — mechanical contractor (per fan; 8 hrs at 35 ft elevation),6,EA,729.60,4377.60,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-06 HVAC Sheet Metal $91.20/hr x 8 hrs,MED,Elevated work at 35 ft; scaffold/lift required; 8 hrs/fan parametric estimate
L-04,ITEM-04,Construction Labour > General Construction Labour,PKG-013,DEL-013-06,Electrical connection at fan junction box (per fan; 3 hrs qualified electrician),6,EA,288.00,1728.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04 Electrician $96.00/hr x 3 hrs,MED,Junction box connection only; branch circuit is DEL-015 scope
L-05,ITEM-05,Equipment > Process & Facility Equipment,PKG-013,DEL-013-06,Speed control switch or panel — supply and install (per fan),6,EA,475.00,2850.00,CAD,PARAMETRIC,Parametric — HVLS speed controller industry pricing; no quote in PRICE_SOURCES,LOW,Control type TBD (wall switch vs. centralized per D-003); $350-$600 range
L-06,ITEM-06,Professional Services > Design & Engineering,PKG-013,DEL-013-06,Mechanical engineering — fan selection and layout design (24 hrs),1,LS,3960.00,3960.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-15 Mechanical Engineer $165/hr x 24 hrs,MED,Submittal prep; fan position layout; coordination with structural/electrical
L-07,ITEM-07,Professional Services > Design & Engineering,PKG-013,DEL-013-06,Structural engineer review — ceiling attachment load verification (8 hrs),1,LS,1360.00,1360.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-14 Structural Engineer $170/hr x 8 hrs,MED,6 attachment points; load calcs; stamped drawing (HOLD POINT F-003)
L-08,ITEM-08,Professional Services > Design & Engineering,PKG-013,DEL-013-06,Electrical coordination — DEL-015 interface (4 hrs ME + 4 hrs EE),1,LS,1320.00,1320.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-15 $165/hr x 4 hrs + R-16 $165/hr x 4 hrs,MED,Junction box locations; control wiring routing; voltage confirmation
L-09,ITEM-09,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-06,Commissioning and balancing — all 6 fans (16 hrs Cx agent + 16 hrs HVAC tech),1,LS,4019.20,4019.20,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-23 $160/hr x 16 hrs + Construction_Labour_Rates.csv T-06 $91.20/hr x 16 hrs,MED,Speed/direction/vibration/noise/HVAC integration/crane clearance testing
L-10,ITEM-10,"Permits, Fees & Insurance > Permits, Fees & Bonding",PKG-013,DEL-013-06,Safety code permits and inspections (electrical + mechanical),1,LS,1000.00,1000.00,CAD,PARAMETRIC,Parametric — Alberta Safety Code permit fees; no source in PRICE_SOURCES,LOW,Electrical permit required; mechanical permit TBD per C-002; $500/permit assumed
L-11,ITEM-11,General Conditions > General Requirements & Indirect,PKG-013,DEL-013-06,Documentation and handover (16 hrs doc control + 8 hrs HVAC tech),1,LS,1929.60,1929.60,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09 $75/hr x 16 hrs + Construction_Labour_Rates.csv T-06 $91.20/hr x 8 hrs,MED,As-built drawings; O&M manuals; commissioning report; close-out package
L-12,ITEM-12,Equipment > Process & Facility Equipment,PKG-013,DEL-013-06,Scaffolding / aerial lift rental for 35 ft ceiling access (5 days),1,LS,2500.00,2500.00,CAD,PARAMETRIC,Parametric — boom lift rental for 35 ft industrial application; no source in PRICE_SOURCES,LOW,5 days x $500/day; covers installation + commissioning phases
L-13,ITEM-13,Professional Services > Project Management,PKG-013,DEL-013-06,Project management and supervision LOE,1,LS,5590.00,5590.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-06 rows + Professional_Staff_Rates.csv rates,HIGH,R-01 6h@$165 + R-02 8h@$155 + R-03 10h@$145 + R-08 4h@$135 + R-06 6h@$135 + R-05 4h@$140
