ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-002-01,Project Management — coordination and oversight for preliminary structural design,6,hr,UNIT_RATE,Procedure,Steps 1-9,"PM coordination across all procedure steps; scheduling County review; managing approval cycle"
ITM-002,DEL-002-01,Cost Estimating — preliminary structural cost estimate support,4,hr,UNIT_RATE,Procedure,Step 6,"Foundation pricing assumptions; variable-price scope boundary estimate support"
ITM-003,DEL-002-01,BIM Technician — structural modelling and drawing production for preliminary design,18,hr,UNIT_RATE,Procedure,Steps 3-6,"Preliminary floor plan; building sections; structural grid; conceptual sketches for crane runway; service pit; mezzanine; steel plate zones"
ITM-004,DEL-002-01,Structural Engineer — structural system concept development and preliminary design,42,hr,UNIT_RATE,Specification,Sections 1-2,"Core engineering: structural system selection (35 ft concrete structure); crane runway concept (2x 5-tonne); mezzanine framing; service pit design; lateral load system; foundation concept; code framework; inter-discipline coordination"
ITM-005,DEL-002-01,Structural system narrative — written description of proposed structural system,1,LS,LUMP_SUM,Specification,Section 5.2,"Included in Structural Engineer hours (ITM-004); listed for scope traceability"
ITM-006,DEL-002-01,Conceptual floor plan — annotated plan with structural grid and element locations,1,LS,LUMP_SUM,Specification,Section 5.2,"Included in BIM Technician hours (ITM-003); listed for scope traceability"
ITM-007,DEL-002-01,Conceptual building sections — cross-sections confirming 35 ft ceiling and crane clearance,1,LS,LUMP_SUM,Specification,Section 5.2,"Included in BIM Technician hours (ITM-003); listed for scope traceability"
ITM-008,DEL-002-01,Foundation narrative — conceptual foundation approach and variable-price basis statement,1,LS,LUMP_SUM,Specification,Section 5.2 / REQ-014,"Included in Structural Engineer hours (ITM-004); variable-price element per RFP §4.8.2"
ITM-009,DEL-002-01,Inter-discipline coordination — structural interfaces with architectural / mechanical / electrical / plumbing / civil,1,LS,LUMP_SUM,Procedure,Step 5,"Included in PM + Structural Engineer hours; coordination log production"
ITM-010,DEL-002-01,County submission and approval cycle management,1,LS,LUMP_SUM,Procedure,Steps 8-9,"Included in PM hours (ITM-001); submission; comment response; approval tracking"
ITM-011,DEL-002-01,Internal quality review of preliminary design package,1,LS,LUMP_SUM,Procedure,Step 7,"Included in Structural Engineer hours (ITM-004); completeness check against REQ items"
