RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-013-01-001,PKG-013,DEL-013-01,High-Recovery Heating System,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-0035,,DEL-013-01 implements SOW-0035: Install high-recovery heating system,Datasheet.md,Datasheet.md > Identification > SOW Reference,"SOW Reference: SOW-0035",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in Decomposition scope ledger line SOW-0035 maps to PKG-013 / DEL-013-01.,,
v3.1,DEP-013-01-002,PKG-013,DEL-013-01,High-Recovery Heating System,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-001,,DEL-013-01 traces to OBJ-001: Deliver a code-compliant fully functional maintenance shop addition,Datasheet.md,Datasheet.md > Identification > Objective Linkage,"Objective Linkage: OBJ-001, OBJ-004",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in Decomposition objectives table and PKG-013 deliverables table.,,
v3.1,DEP-013-01-003,PKG-013,DEL-013-01,High-Recovery Heating System,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-004,,DEL-013-01 traces to OBJ-004: Install and commission all mechanical and HVAC systems to operational readiness,Datasheet.md,Datasheet.md > Identification > Objective Linkage,"Objective Linkage: OBJ-001, OBJ-004",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in Decomposition objectives table; OBJ-004 explicitly lists SOW-0035-SOW-0050.,,
v3.1,DEP-013-01-004,PKG-013,DEL-013-01,High-Recovery Heating System,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-003-07,,Mechanical Specification,,Mechanical Specification (DEL-003-07) must be issued and approved before equipment procurement can commence,Procedure.md,Procedure.md > Prerequisites > Design Prerequisites,"Mechanical Specification (DEL-003-07) issued and approved",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit design prerequisite gate; governs equipment selection.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-013-01-005,PKG-013,DEL-013-01,High-Recovery Heating System,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-003-02,,HVAC Layout Plans,,HVAC Layout Plans (DEL-003-02) must be IFC and P.Eng. stamped before procurement,Procedure.md,Procedure.md > Prerequisites > Design Prerequisites,"HVAC Layout Plans (DEL-003-02) issued for construction (IFC, P.Eng. stamped)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit design prerequisite.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-013-01-006,PKG-013,DEL-013-01,High-Recovery Heating System,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-003-03,,Ductwork & Distribution Plans,,Ductwork & Distribution Plans (DEL-003-03) must be IFC and P.Eng. stamped before procurement,Procedure.md,Procedure.md > Prerequisites > Design Prerequisites,"Ductwork & Distribution Plans (DEL-003-03) issued for construction (IFC, P.Eng. stamped)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit design prerequisite.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-013-01-007,PKG-013,DEL-013-01,High-Recovery Heating System,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-003-06,,Mechanical Calculation Package,,Mechanical Calculation Package (DEL-003-06) must be accepted to confirm heating capacity requirement,Procedure.md,Procedure.md > Prerequisites > Design Prerequisites,"Mechanical Calculation Package (DEL-003-06) accepted — confirms heating capacity requirement",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite; heating capacity TBD until this is issued. Critical for estimating scope.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-013-01-008,PKG-013,DEL-013-01,High-Recovery Heating System,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-003-05,,Mechanical Equipment Schedule,,Mechanical Equipment Schedule (DEL-003-05) must be issued to confirm equipment model and specification,Procedure.md,Procedure.md > Prerequisites > Design Prerequisites,"Mechanical Equipment Schedule (DEL-003-05) issued — confirms equipment model/specification",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite for procurement.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-013-01-009,PKG-013,DEL-013-01,High-Recovery Heating System,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-012,DEL-012-02,,Utility Room,,Utility Room (DEL-012-02) must be substantially complete before heating system installation can proceed,Procedure.md,Procedure.md > Prerequisites > Site Prerequisites,"Utility Room (DEL-012-02) substantially complete — walls, floor, and roof in place",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit site prerequisite; confirmed in _DEPENDENCIES.md dependency map and Datasheet.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-013-01-010,PKG-013,DEL-013-01,High-Recovery Heating System,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-015,DEL-015-04,,Equipment Power Circuits,,Electrical power supply circuit for heating system must be installed and energized before installation,Procedure.md,Procedure.md > Prerequisites > Site Prerequisites,"Electrical power supply circuit for heating system installed and energized (DEL-015-04)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit site prerequisite.,BLOCKING,TASK_ESTIMATING
