ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-001-11,Project management — specification coordination and oversight,6,hr,UNIT_RATE,Procedure,Steps 1-7 (overall PM oversight),LOE R-01; PM coordination across all 7 procedure steps
ITEM-002,DEL-001-11,Cost estimating support — specification scope quantity takeoff,4,hr,UNIT_RATE,Procedure,Step 1 (Scope Confirmation),LOE R-08; estimating support for specification scope definition
ITEM-003,DEL-001-11,Senior Architect — specification authoring and code review,27,hr,UNIT_RATE,Specification,Requirements (ARCH-001 through ARCH-052) and Standards,LOE R-11; lead specification authoring covering new addition and renovation requirements; code compliance review (Steps 4-6)
ITEM-004,DEL-001-11,Architect — specification production and inter-discipline coordination,21,hr,UNIT_RATE,Procedure,Steps 3-5 (Design Coordination and Draft Specification),LOE R-12; production support for specification sections Div 01-11; inter-discipline coordination review
ITEM-005,DEL-001-11,BIM Technician — specification graphics and document formatting,12,hr,UNIT_RATE,Procedure,Step 4 (Draft Architectural Specification),LOE R-13; BIM model extracts for specification figures; document formatting and sheet setup
ITEM-006,DEL-001-11,Existing conditions survey — Old North Shop (SOW-0070 through SOW-0074),1,LS,LUMP_SUM,Procedure,Step 2 (Existing Conditions Survey),Prerequisite for renovation specification sections ARCH-040 to ARCH-044; scope and cost TBD pending survey logistics
ITEM-007,DEL-001-11,Alberta Building Code compliance review — occupancy classification and code research,1,LS,LUMP_SUM,Specification,Standards table and Verification (ARCH-003/ARCH-008/ARCH-009),Code edition confirmation; occupancy classification; accessibility; egress; plumbing fixture count determination
ITEM-008,DEL-001-11,Inter-discipline coordination review — structural/mechanical/electrical/plumbing,1,LS,LUMP_SUM,Procedure,Step 5 (Inter-Discipline Coordination Review),ARCH-007; coordination with DEL-002-12 DEL-003-07 DEL-004-09 DEL-006-08; evidence documentation per X-003
ITEM-009,DEL-001-11,County preliminary design approval coordination,1,LS,LUMP_SUM,Procedure,Step 3.5 (Obtain County Approval),ARCH-006; approval of DEL-001-01 prerequisite before finalizing spec
ITEM-010,DEL-001-11,P.Eng. stamp and AAAL review — IFC issuance,1,LS,LUMP_SUM,Specification,Verification (ARCH-005),Step 7.3; professional stamp and regulatory registration confirmation (C-002)
ITEM-011,DEL-001-11,Building permit application — Camrose County,1,LS,LUMP_SUM,Procedure,Step 7.5 (Building Permit Application),Permit fees and administration; payment responsibility TBD (OI-003)
