ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-004-06,Project Manager — panel schedule coordination and oversight,6,hr,UNIT_RATE,Procedure,Prerequisites — Personnel; Steps 1.6 and 2.5,PM coordination for preliminary and IFC phases; from Level_of_Effort.csv R-01
ITEM-002,DEL-004-06,Cost Estimator — panel schedule quantity takeoff and benchmarking,4,hr,UNIT_RATE,Procedure,Prerequisites — Personnel,Cost estimator support for deliverable; from Level_of_Effort.csv R-08
ITEM-003,DEL-004-06,BIM Technician — panel schedule drafting and sheet setup,12,hr,UNIT_RATE,Procedure,Steps 1.4 and 2.3 — panel schedule drafting,CAD/BIM production of panel schedule sheets; from Level_of_Effort.csv R-13
ITEM-004,DEL-004-06,Electrical Engineer — panel schedule design and P.Eng. stamp,28,hr,UNIT_RATE,Procedure,Steps 1.1 through 2.6 — full design workflow,Lead design role: load list compilation; panel hierarchy; circuit assignment; load balancing; CEC compliance review; P.Eng. stamp; from Level_of_Effort.csv R-16
ITEM-005,DEL-004-06,Preliminary panel schedule — load list and draft schedule production,1,LS,LUMP_SUM,Procedure,Phase 1 — Steps 1.1 through 1.7,Activity: compile load list from App B Electrical and RFP s3.4; establish panel hierarchy; produce preliminary draft; submit for County approval. Priced via LOE roles above.
ITEM-006,DEL-004-06,Final IFC panel schedule — circuit finalization and cross-checks,1,LS,LUMP_SUM,Procedure,Phase 2 — Steps 2.1 through 2.7,Activity: obtain equipment specs; finalize circuit data; three-phase load balancing; internal and cross-discipline coordination checks; P.Eng. review and stamp; IFC issue. Priced via LOE roles above.
ITEM-007,DEL-004-06,Load enumeration — 20 high bay LED lights (main shop circuits),20,EA,UNIT_RATE,Datasheet,Known Loads — High Bay Lights Main Shop,150W LED 22000 lm each; circuit count driven by these fixtures; pricing captured in EE design hours
ITEM-008,DEL-004-06,Load enumeration — 6 high bay LED lights (wash bay circuits),6,EA,UNIT_RATE,Datasheet,Known Loads — High Bay Lights Wash Bay,Wattage TBD; circuit count driven by these fixtures; pricing captured in EE design hours
ITEM-009,DEL-004-06,Load enumeration — 9 LED strip lights (office + utility + parts room),9,EA,UNIT_RATE,Datasheet,Known Loads — LED Strip Lights,1 office + 2 utility + 6 parts/tool room = 9 fixtures; pricing captured in EE design hours
ITEM-010,DEL-004-06,Load enumeration — 6 ceiling fans (main shop),6,EA,UNIT_RATE,Specification,REQ-004-06-05A,Wattage and voltage TBD; pricing captured in EE design hours
ITEM-011,DEL-004-06,Load enumeration — receptacle circuits (5 types: 15A/120V; 20A/120V; 20A/240V; 30A/240V; 50A/240V),TBD,EA,UNIT_RATE,Datasheet,Known Loads — Receptacles,Exact count per type TBD from finalized drawings; pricing captured in EE design hours
ITEM-012,DEL-004-06,Load enumeration — 2 overhead crane power circuits,2,EA,UNIT_RATE,Specification,REQ-004-06-03,5-tonne overhead cranes on trolley; circuit sizing TBD pending crane specs
ITEM-013,DEL-004-06,Load enumeration — overhead door power circuits,TBD,EA,UNIT_RATE,Specification,REQ-004-06-04,Count TBD; pricing captured in EE design hours
ITEM-014,DEL-004-06,Load enumeration — compressor circuit (40A),1,EA,UNIT_RATE,Specification,REQ-004-06-07,40A dedicated circuit per App B
ITEM-015,DEL-004-06,Load enumeration — fire hose pump circuit (70A),1,EA,UNIT_RATE,Specification,REQ-004-06-07,70A dedicated circuit per App B
ITEM-016,DEL-004-06,Load enumeration — pressure washer circuit (70A),1,EA,UNIT_RATE,Specification,REQ-004-06-07,70A dedicated circuit per App B
ITEM-017,DEL-004-06,Load enumeration — exhaust fan circuits,TBD,EA,UNIT_RATE,Specification,REQ-004-06-08,Count and sizing TBD pending PKG-003 mechanical design
ITEM-018,DEL-004-06,Load enumeration — service pit lighting and ventilation circuits,TBD,EA,UNIT_RATE,Specification,REQ-004-06-05B,Circuit count TBD; per RFP s3.4 ventilated and lighted service pit
ITEM-019,DEL-004-06,Load enumeration — low-voltage system provisions (security cameras and 2-way radio),TBD,EA,UNIT_RATE,Specification,REQ-004-06-09,Power supply circuits for low-voltage systems; count TBD
ITEM-020,DEL-004-06,Load enumeration — welding station receptacles (50A/240V),TBD,EA,UNIT_RATE,Datasheet,Known Loads — Welding Station Receptacles,Multiple per App B drawing; exact count TBD pending County welding specs
