ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-002-06,Project Management -- coordination and oversight of service pit structural drawing set production,6,hr,UNIT_RATE,Procedure,Steps 1-9 (overall PM coordination),PM hours for design kickoff; Owner/Architect coordination on pit geometry; discipline interface management; schedule tracking
ITEM-002,DEL-002-06,Cost Estimator -- quantity takeoff and benchmarking support for service pit drawing set,4,hr,UNIT_RATE,Procedure,Steps 1-4 (estimating support),Cost estimator support for scope definition and parametric checks
ITEM-003,DEL-002-06,BIM Technician -- structural modeling and drawing production for service pit detail sheets,36,hr,UNIT_RATE,Procedure,Step 6 (Produce Drawing Set),BIM/CAD production of 9 drawing sheets (plan; transverse sections; longitudinal section; wall details; floor slab detail; cover system detail; edge condition detail; access detail; penetration schedule)
ITEM-004,DEL-002-06,Structural Engineer -- design analysis; calculation coordination; multi-discipline interface; QA review; P.Eng. stamp,84,hr,UNIT_RATE,Procedure,Steps 1-9 (all structural design work),Core engineering labor: pit geometry confirmation; equipment load derivation; geotech integration; wall design (lateral earth + surcharge + hydrostatic); floor slab design; cover system design; edge conditions; access design; penetration coordination; waterproofing specification; QA review; P.Eng. stamp
ITEM-005,DEL-002-06,Pit Geometry Confirmation -- confirm 24 ft x 100 ft clear dimensions with Owner/Architect,1,LS,LUMP_SUM,Procedure,Step 1 -- Confirm Pit Geometry and Program,Included within ITEM-001 and ITEM-004 hours; listed for scope traceability
ITEM-006,DEL-002-06,Equipment Load Specification -- obtain and derive governing surcharge loads for cover system and pit edges,1,LS,LUMP_SUM,Procedure,Step 2 -- Obtain Equipment Load Specification,Included within ITEM-004 hours; critical prerequisite for cover system design
ITEM-007,DEL-002-06,Geotechnical Integration -- review DEL-008-01 and establish design parameters (bearing; GWT; frost depth; Ka),1,LS,LUMP_SUM,Procedure,Step 3 -- Review Geotechnical Report,Included within ITEM-004 hours; if geotech TBD at time of design proceed on stated assumptions
ITEM-008,DEL-002-06,Pit Wall Structural Design -- lateral earth pressure; surcharge; hydrostatic; reinforcement detailing,1,LS,LUMP_SUM,Datasheet,Structural System Attributes -- Wall construction,Included within ITEM-004 hours; walls are reinforced concrete cast-in-place (assumption)
ITEM-009,DEL-002-06,Pit Floor Slab Design -- bearing; drainage slope coordination; sump blockout; waterproofing,1,LS,LUMP_SUM,Datasheet,Structural System Attributes -- Floor slab of pit,Included within ITEM-004 hours; drainage slope coordinated with PKG-006
ITEM-010,DEL-002-06,Cover/Grating System Design -- structural design for heavy equipment loading (motor scraper class),1,LS,LUMP_SUM,Specification,R-002 -- Heavy Equipment Surcharge Loading; R-005 -- Steel Design,Included within ITEM-004 hours; cover type TBD (grating vs plate vs hinged -- see Guidance T-3)
ITEM-011,DEL-002-06,Edge Condition and Embedded Plate Detail -- pit lip steel angle/plate; transition to floor slab,1,LS,LUMP_SUM,Guidance,C-4 -- Steel Plates at Pit Edges,Included within ITEM-004 hours; coordinates with floor steel plate embedments (App B)
ITEM-012,DEL-002-06,Access Detail (Stair/Ladder) -- structural framing and embedments for pit entry/egress,1,LS,LUMP_SUM,Specification,R-010 -- Coordination of Pit Access,Included within ITEM-004 hours; access configuration TBD pending Architect coordination
ITEM-013,DEL-002-06,Waterproofing and Drainage Provisions -- system specification on structural drawings,1,LS,LUMP_SUM,Specification,R-009 -- Waterproofing and Drainage Provisions,Included within ITEM-004 hours; waterproofing extent dependent on geotech GWT findings
ITEM-014,DEL-002-06,Multi-Discipline Penetration Coordination -- blockouts and sleeves for MEP disciplines,1,LS,LUMP_SUM,Procedure,Step 5 -- Coordinate Penetrations and Interfaces,Included within ITEM-001 and ITEM-004 hours; coordination with PKG-003 (Mech); PKG-004 (Elec); PKG-006 (Plumb); PKG-001 (Arch)
ITEM-015,DEL-002-06,Confined Space Compliance Determination -- OH&S classification and documentation,1,LS,LUMP_SUM,Specification,R-012 -- Confined Space Compliance Determination,Included within ITEM-004 hours; may require OH&S consultant coordination
ITEM-016,DEL-002-06,Drawing Set Production -- 9 structural detail sheets per Procedure Step 6 (S-[x].1 through S-[x].9),1,LS,LUMP_SUM,Procedure,Step 6 -- Produce Drawing Set,Included within ITEM-003 and ITEM-004 hours; plan + sections + wall details + floor slab + cover + edge + access + penetrations + general notes
ITEM-017,DEL-002-06,Internal QA Review -- completeness against Specification R-001 through R-012; code compliance; coordination check,1,LS,LUMP_SUM,Procedure,Step 7 -- Internal QA Review,Included within ITEM-004 hours; separate line for scope traceability
ITEM-018,DEL-002-06,P.Eng. Stamp and IFC Issue -- review; sign and stamp by licensed Alberta P.Eng.; geotech hold point verification,1,LS,LUMP_SUM,Specification,R-007 -- P.Eng. Stamp Requirement; Procedure Step 8,Included within ITEM-004 hours; includes geotech hold point (Step 8.3) verification
