LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITEM-001,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-04,Exhaust hose drop assemblies (4 EA),4,EA,9500,38000,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-04 (vehicle exhaust hose + fan system — hose portion pro-rated at ~65%),LOW,MS-04 RecommendedRate 9500/EA allocated ~65% to hose assembly. TBD-DS-01 pending.
L-002,ITEM-002,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-04,Exhaust fan(s) — 2 EA,2,EA,3325,6650,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-04 (vehicle exhaust hose + fan system — fan portion pro-rated at ~35%),LOW,MS-04 RecommendedRate 9500/EA allocated ~35% to fan component. Fan sizing TBD per TBD-DS-02.
L-003,ITEM-003,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-04,Galvanized steel ductwork — supply and install (lump sum parametric),1,LS,7800,7800,CAD,PARAMETRIC,Mechanical_System_Rates.csv MS-06 (ductwork installed @ 60 CAD/m2 x ~130 m2 exhaust-allocated area),MEDIUM,13000 sqft = ~1208 m2 total; exhaust duct allocation ~10% = ~130 m2 equivalent. 130 x 60 = 7800.
L-004,ITEM-004,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-04,Collection hoods / capture devices (4 EA),4,EA,350,1400,CAD,PARAMETRIC,PARAMETRIC estimate — industrial exhaust hood/nozzle allowance,LOW,No direct price source; parametric based on typical industrial hood cost. Included in hose assembly in some systems.
L-005,ITEM-005,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-04,Filtration system (conditional — CQ-002),1,EA,8500,8500,CAD,ALLOWANCE,PARAMETRIC estimate — mid-range industrial exhaust filtration unit,LOW,CONDITIONAL item — CQ-002 unresolved. Price is allowance for single-stage particulate filter unit. May be $0 if direct discharge.
L-006,ITEM-006,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-04,Exhaust outlet / stack penetration,1,EA,3500,3500,CAD,PARAMETRIC,PARAMETRIC estimate — roof/wall stack penetration + weather cap + flashing,MEDIUM,Standard industrial exhaust stack with bird screen / rain cap.
L-007,ITEM-007,Mechanical > Controls & Commissioning,PKG-013,DEL-013-04,Controls and monitoring system,1,LS,5500,5500,CAD,PARAMETRIC,PARAMETRIC estimate — fan interlock + alarm panel + wiring for 2-fan system,LOW,Functional spec TBD per TBD-DS-05. Includes fan starter/interlock + alarm relay + status panel.
L-008,ITEM-008,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-04,Ductwork supports and hangers,1,LS,2400,2400,CAD,PARAMETRIC,PARAMETRIC estimate — included in ductwork installation; supplemental hanger allowance,MEDIUM,35 ft ceiling; supports at ~8-10 ft intervals on ~100 LF of trunk duct.
L-009,ITEM-009,Mechanical > HVAC Equipment & Distribution,PKG-013,DEL-013-04,Fire-rated penetration assemblies (2 EA),2,EA,850,1700,CAD,PARAMETRIC,PARAMETRIC estimate — fire damper + rated sleeve per penetration,MEDIUM,Assumed 2 fire-rated penetrations. Per REQ-017.
L-010,ITEM-010,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-04,Commissioning and performance testing,1,LS,4800,4800,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-23 (Commissioning Agent @ 160/hr x 16 hr) + instrument rental allowance,MEDIUM,16 hr commissioning agent (160/hr = 2560) + 8 hr mech contractor (91.2/hr = 730) + instruments/consumables 1510.
L-011,ITEM-011,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-04,Operator training and maintenance handover,1,LS,1200,1200,CAD,PARAMETRIC,PARAMETRIC estimate — 4 hr training session + documentation preparation,MEDIUM,4 hr mech contractor (91.2/hr = 365) + 4 hr prep (91.2/hr = 365) + materials 470.
L-012,ITEM-012,Professional Services > Project Management,PKG-013,DEL-013-04,Product submittals and documentation,1,LS,1100,1100,CAD,PARAMETRIC,PARAMETRIC estimate — submittal preparation + as-built markup + O&M compilation,MEDIUM,~12 hr documentation effort at blended rate (~92/hr).
L-013,ITEM-013,Professional Services > Project Management,PKG-013,DEL-013-04,Project management,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-013-04 R-01,MEDIUM,6 hr @ 165 CAD/hr per Level_of_Effort.csv
L-014,ITEM-014,Professional Services > Project Management,PKG-013,DEL-013-04,Construction project management,8,hr,155,1240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02 + Level_of_Effort.csv DEL-013-04 R-02,MEDIUM,8 hr @ 155 CAD/hr per Level_of_Effort.csv
L-015,ITEM-015,Professional Services > Project Management,PKG-013,DEL-013-04,Site superintendent,10,hr,145,1450,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-03 + Level_of_Effort.csv DEL-013-04 R-03,MEDIUM,10 hr @ 145 CAD/hr per Level_of_Effort.csv
