LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITEM-001,Professional Services > Project Management,PKG-008,DEL-008-03,Construction Survey Plan Preparation — Surveyor,16,hr,140,2240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Plan development (10 hr): control network design; methodology selection; accuracy targets; phasing provisions for geotech-dependent foundation; re-staking provisions. Review/approval cycle (6 hr): coordination with Design-Builder/CM per REQ-008-03-06a. Parametric estimate — Surveyor hours TBD in LOE source
DL-002,ITEM-002,Professional Services > Project Management,PKG-008,DEL-008-03,Retrieve and Verify Preliminary Survey Control — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Retrieve control data from DEL-008-02 (2 hr); field verification/closure check on min 2 control points (4 hr); chain-of-custody documentation (2 hr). Parametric estimate
DL-003,ITEM-003,Professional Services > Project Management,PKG-008,DEL-008-03,Establish Permanent Control Monuments — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Set min 2 permanent monuments on stable ground; photograph and document coordinates; tie to preliminary network. Parametric estimate
DL-004,ITEM-004,Professional Services > Project Management,PKG-008,DEL-008-03,Building Footprint and Foundation Layout Staking — Surveyor,16,hr,140,2240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,~13000 sqft building footprint; column grid; foundation excavation limits. Includes initial rough staking (8 hr) and final form staking after foundation IFC confirmed (8 hr). Holds for geotech-dependent foundation design per RFP §4.8.2. Parametric estimate
DL-005,ITEM-005,Professional Services > Project Management,PKG-008,DEL-008-03,Service Pit / Trench Layout and Grade Staking — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Below-grade element requiring precise elevation control; position/width/length layout plus invert grade stakes. Parametric estimate
DL-006,ITEM-006,Professional Services > Project Management,PKG-008,DEL-008-03,Cistern and Mud Sump Layout Staking — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,50000 L cistern: position and invert grades (4 hr). Exterior mud sump: position and grade (2 hr). Parametric estimate
DL-007,ITEM-007,Professional Services > Project Management,PKG-008,DEL-008-03,Subgrade Grade Control for Driving Surfaces — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Grade stakes/offset hubs for all driving surface areas; motor scraper-class loading surfaces; consistent with civil grading design. Parametric estimate
DL-008,ITEM-008,Professional Services > Project Management,PKG-008,DEL-008-03,Utility Corridor Staking — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Three utility corridors: natural gas; electrical; communications. Position staking for tie-in corridors per IFC drawings. Parametric estimate
DL-009,ITEM-009,Professional Services > Project Management,PKG-008,DEL-008-03,Cement Pads and Septic Tank Staking — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Cement pad positions per Appendix B layout; 2000 US gal septic holding tank location. Parametric estimate
DL-010,ITEM-010,Professional Services > Project Management,PKG-008,DEL-008-03,Site Grid / Building Control Establishment — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Establish building control line system from permanent monuments; align with building axes; record offsets and tie distances. One-day field effort. Parametric estimate
DL-011,ITEM-011,Professional Services > Project Management,PKG-008,DEL-008-03,Foundation Excavation Verification Survey — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Post-excavation survey: measure excavated elevations and horizontal extents; compare to IFC; prepare discrepancy report if applicable. Critical verification milestone. Parametric estimate
DL-012,ITEM-012,Professional Services > Project Management,PKG-008,DEL-008-03,Foundation Form Verification Survey — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Pre-pour form verification: survey form tops and key reference points; confirm within tolerance. Parametric estimate
DL-013,ITEM-013,Professional Services > Project Management,PKG-008,DEL-008-03,Slab Grade Control and Drainage Slope Verification — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Grade references for slab pour (4 hr); explicit drainage slope verification at multiple check points (4 hr) per REQ-008-03-04 and Step C3a. Parametric estimate
DL-014,ITEM-014,Professional Services > Project Management,PKG-008,DEL-008-03,Steel Plate Embedment Layout Verification — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Confirm embedment positions before slab pour per IFC structural embedment plan. Parametric estimate
DL-015,ITEM-015,Professional Services > Project Management,PKG-008,DEL-008-03,Subgrade Verification Before Gravel Placement — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Post-stripping subgrade elevation survey; compare to civil design grades; document before gravel placement. Parametric estimate
DL-016,ITEM-016,Professional Services > Project Management,PKG-008,DEL-008-03,Progress Surveys During Construction — Surveyor,32,hr,140,4480,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,LOW,Periodic progress surveys over ~6-month construction phase. Estimated 8 visits x 4 hr each. Frequency TBD per Construction Survey Plan. LOW confidence — actual number of visits depends on construction schedule and CM requirements. Parametric estimate
DL-017,ITEM-017,Professional Services > Project Management,PKG-008,DEL-008-03,County Inspection Coordination — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Advance notification; prepare records for County PM at survey inspection milestones (est. 5 hold points per Procedure Step C7). Included in survey visit effort; this line covers coordination/admin overhead. Parametric estimate
DL-018,ITEM-018,Professional Services > Project Management,PKG-008,DEL-008-03,Field Documentation Package Compilation — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Compile all field notes; staking records; grade sheets; verification records; progress surveys into organized package. Includes indexing per record convention per REQ-008-03-08. Parametric estimate
DL-019,ITEM-019,Professional Services > Project Management,PKG-008,DEL-008-03,Construction Survey Summary Report — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Summary report: work performed; control network; elements staked; discrepancies. Whether required is TBD — included as likely per Procedure Step D2. Parametric estimate
DL-020,ITEM-020,Professional Services > Project Management,PKG-008,DEL-008-03,Control Data Handoff to As-Built Survey — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Prepare control network handoff package for DEL-008-04; datum confirmation; chain-of-custody record completion. Parametric estimate
DL-021,ITEM-021,Professional Services > Project Management,PKG-008,DEL-008-03,OH&S and Site Safety Compliance — Surveyor,2,hr,140,280,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Site-specific safety orientation; PPE; hazard review for active landfill site; emergency procedures per Prime Contractor framework. Parametric estimate
DL-022,ITEM-022,Professional Services > Project Management,PKG-008,DEL-008-03,Project Management — DEL-008-03,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01; Level_of_Effort.csv DEL-008-03 R-01,MED,PM oversight. Hours from Level_of_Effort.csv (6 hr); rate from Professional_Staff_Rates.csv ($165/hr)
DL-023,ITEM-023,Professional Services > Project Management,PKG-008,DEL-008-03,Cost Estimating Support — DEL-008-03,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08; Level_of_Effort.csv DEL-008-03 R-08,MED,Cost estimator support. Hours from Level_of_Effort.csv (4 hr); rate from Professional_Staff_Rates.csv ($135/hr)
