ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-008-03,Construction Survey Plan Preparation and Approval,1,LS,LUMP_SUM,Procedure,Step A3 — Prepare Construction Survey Plan,"Develop written plan: control network config; methodology; accuracy targets; phasing for geotech-dependent foundation; re-staking provisions. Includes review/approval by Design-Builder/CM per REQ-008-03-06a"
ITEM-002,DEL-008-03,Retrieve and Verify Preliminary Survey Control Data,1,LS,LUMP_SUM,Procedure,Steps A1-A2 — Retrieve and Verify Control,"Obtain control data from DEL-008-02; perform closure check on min 2 points; document chain-of-custody per REQ-008-03-08b; re-establish disturbed points if needed"
ITEM-003,DEL-008-03,Establish Permanent Control Monuments,1,LS,LUMP_SUM,Procedure,Step A4 — Establish and Protect Permanent Control Monuments,"Min 2 permanent monuments on stable ground outside construction disturbance zone; photo documentation; coordinate records"
ITEM-004,DEL-008-03,Building Footprint and Foundation Layout Staking,1,LS,LUMP_SUM,Procedure,Step B3 — Stake Building Footprint and Foundation Extents,"Stake building corners; column grid; foundation excavation limits. Includes hold-point gate for final foundation form staking pending confirmed IFC drawings"
ITEM-005,DEL-008-03,Service Pit / Trench Layout and Grade Staking,1,LS,LUMP_SUM,Procedure,Step B4 — Stake Service Pit / Trench,"Below-grade element: position; width; length; invert grade control stakes per IFC structural drawings"
ITEM-006,DEL-008-03,Cistern and Mud Sump Layout Staking,1,LS,LUMP_SUM,Procedure,Step B5 — Stake Cistern and Mud Sump Locations,"50000 L cistern location and invert grades; exterior mud sump position and grade per plumbing/civil IFC"
ITEM-007,DEL-008-03,Subgrade Grade Control for Driving Surfaces,1,LS,LUMP_SUM,Procedure,Step B6 — Establish Subgrade Grade Control,"Grade stakes/offset hubs for all driving surface areas subject to topsoil stripping and gravel surfacing; consistent with PKG-005 civil grading design"
ITEM-008,DEL-008-03,Utility Corridor Staking,1,LS,LUMP_SUM,Procedure,Step B7 — Stake Utility Corridors,"Natural gas; electrical service; communications tie-in corridor locations per applicable IFC drawings"
ITEM-009,DEL-008-03,Cement Pads and Septic Tank Staking,1,LS,LUMP_SUM,Procedure,Step B8 — Stake Cement Pads and Septic Tank,"Cement pad positions per Appendix B layout; 2000 US gal septic holding tank location per IFC"
ITEM-010,DEL-008-03,Site Grid / Building Control Establishment,1,LS,LUMP_SUM,Procedure,Step B2 — Establish Site Grid / Building Control,"Establish building control line system aligned with building axes from permanent control monuments; record offsets and tie distances"
ITEM-011,DEL-008-03,Foundation Excavation Verification Survey,1,LS,LUMP_SUM,Procedure,Step C1 — Foundation Excavation Verification,"Post-excavation pre-forming survey: compare excavated elevations and extents to IFC; discrepancy reporting"
ITEM-012,DEL-008-03,Foundation Form Verification Survey,1,LS,LUMP_SUM,Procedure,Step C2 — Foundation Form Verification,"Pre-concrete-pour form check: survey form tops and reference points; confirm within tolerance"
ITEM-013,DEL-008-03,Slab-on-Grade Grade Control and Drainage Slope Verification,1,LS,LUMP_SUM,Procedure,Steps C3-C3a — Slab Grade Control and Drainage Slope Verification,"Grade references for slab pour; explicit drainage slope verification (direction and gradient vs civil design) per REQ-008-03-04"
ITEM-014,DEL-008-03,Steel Plate Embedment Layout Verification,1,LS,LUMP_SUM,Procedure,Step C4 — Steel Plate Embedment Layout,"Confirm positions of steel plate embedments in concrete floor for heavy tracked/packer equipment before slab pour"
ITEM-015,DEL-008-03,Subgrade Verification Before Gravel Placement,1,LS,LUMP_SUM,Procedure,Step C5 — Subgrade Verification,"Post-topsoil-stripping subgrade elevation survey before gravel placement; compare to civil design grades"
ITEM-016,DEL-008-03,Progress Surveys During Construction,1,LS,LUMP_SUM,Procedure,Step C6 — Progress Surveys,"Periodic progress surveys at intervals per Construction Survey Plan; document status of completed work positions vs IFC. Frequency TBD"
ITEM-017,DEL-008-03,County Inspection Coordination and Notification,1,LS,LUMP_SUM,Procedure,Step C7 — Notify County of Inspection Hold Points,"Advance notification to County PM at survey-related inspection milestones; provide survey records after inspection per RFP §3.3.2"
ITEM-018,DEL-008-03,Field Documentation Package Compilation,1,LS,LUMP_SUM,Procedure,Step D1 — Compile Field Documentation Package,"Assemble all field notes; staking records; grade sheets; verification records; progress surveys into organized package per REQ-008-03-08"
ITEM-019,DEL-008-03,Construction Survey Summary Report,1,LS,LUMP_SUM,Procedure,Step D2 — Prepare Construction Survey Summary Report,"Summary report if required by CM or County: work performed; control network; elements staked; discrepancies"
ITEM-020,DEL-008-03,Control Data Handoff to As-Built Survey,1,LS,LUMP_SUM,Procedure,Step D3 — Control Data Handoff,"Prepare and transfer control network handoff package to DEL-008-04; datum confirmation; chain-of-custody record completion per REQ-008-03-08b"
ITEM-021,DEL-008-03,OH&S and Site Safety Compliance,1,LS,LUMP_SUM,Procedure,Prerequisites — P-08 OH&S,"Site-specific safety orientation; PPE; hazard review for active landfill site; emergency procedures per Prime Contractor framework"
ITEM-022,DEL-008-03,Project Management — DEL-008-03,6,hr,UNIT_RATE,Procedure,Steps A-D (overall coordination),"PM oversight of construction survey deliverable. Hours from Level_of_Effort.csv (R-01; 6 hr)"
ITEM-023,DEL-008-03,Cost Estimating Support — DEL-008-03,4,hr,UNIT_RATE,Procedure,Steps A-D (estimate support),"Cost estimator support. Hours from Level_of_Effort.csv (R-08; 4 hr)"
