LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
A-010,PRD.COMP,PKG-001,DEL-01-04,Senior Estimator -- Schedule A compilation and construction pricing review,40,hr,145,5800,CAD,RATE_TABLE,Level_of_Effort.csv (DEL-01-04 R-18) + Professional_Staff_Rates.csv (R-18),MED,40 hrs per LoE; $145/hr per staff rates
A-020,PRD.COMP,PKG-001,DEL-01-04,Intermediate Estimator -- supporting takeoffs and pricing assembly,24,hr,115,2760,CAD,RATE_TABLE,Level_of_Effort.csv (DEL-01-04 R-19) + Professional_Staff_Rates.csv (R-19),MED,24 hrs per LoE; $115/hr per staff rates
A-030,PRD.COMP,PKG-001,DEL-01-04,Project Manager -- pricing strategy review and margin decisions,8,hr,175,1400,CAD,RATE_TABLE,Level_of_Effort.csv (DEL-01-04 R-02) + Professional_Staff_Rates.csv (R-02),MED,8 hrs per LoE; $175/hr per staff rates
B-100,CON.STR,PKG-001,DEL-01-04,Structural/concrete -- main PSB foundations (screw piles + grade beams),1,LS,398000,398000,CAD,RATE_TABLE,"SC-14 ($3000/ea x 80 piles) + SC-13 ($220/lm x 540 lm) + SC-15 ($45/ea x 160 bolts)",MED,"80 piles @ 6m centres for 18000 sf footprint; 540 lm strip footings; 160 anchor bolts"
B-110,CON.STR,PKG-001,DEL-01-04,Structural/concrete -- main PSB slab-on-grade (200mm reinforced apparatus/shop bays ~12000 sf + 150mm office areas ~6000 sf),1,LS,172000,172000,CAD,RATE_TABLE,"SC-04 ($108/m2 x 1115 m2 bays) + SC-03 ($85/m2 x 557 m2 office)",MED,"12000 sf bays = 1115 m2 @ $108/m2 = $120,420; 6000 sf office = 557 m2 @ $85/m2 = $47,345; rounded $172,000 (includes bay sump sub-slab prep)"
B-120,CON.STR,PKG-001,DEL-01-04,Structural/concrete -- main PSB structural steel (OWSJ + columns + connections),1,LS,256000,256000,CAD,RATE_TABLE,"SC-08 ($6.50/kg x 28000 kg) + SC-10 ($52/m2 x 1672 m2) + SC-11 ($42/m2 x 1672 m2)",MED,"28,000 kg structural steel ($182k); OWSJ $52/m2 x 1672 m2 = $87k; deck $42/m2 x 1672 m2 = $70k; combined $339k; subtracted deck from steel line; net $256k steel + joists (deck in roof line)"
B-130,CON.STR,PKG-001,DEL-01-04,Structural/concrete -- main PSB metal roof deck,1,LS,70000,70000,CAD,RATE_TABLE,"SC-11 ($42/m2 x 1672 m2)",MED,"1672 m2 roof deck at $42/m2"
B-140,CON.STR,PKG-001,DEL-01-04,Structural/concrete -- cold storage foundations + slab + steel shell excluded from structural (in PEMB turnkey),1,LS,0,0,CAD,RATE_TABLE,PB-02 (cold storage turnkey includes foundation + slab + structure),HIGH,Cold storage structural cost captured in B-500 PEMB turnkey line
B-200,CON.ENV,PKG-001,DEL-01-04,Building envelope -- main PSB insulated metal wall panels (R-20),1,LS,281000,281000,CAD,RATE_TABLE,"BE-01 ($185/m2 x 1520 m2 gross wall area)",MED,"Perimeter ~160m x avg 9.5m height = 1520 m2; $185/m2 insulated metal wall panels"
B-210,CON.ENV,PKG-001,DEL-01-04,Building envelope -- main PSB insulated metal roof panels (R-30),1,LS,351000,351000,CAD,RATE_TABLE,"BE-04 ($210/m2 x 1672 m2 roof area)",MED,"18000 sf = 1672 m2 roof; $210/m2 insulated standing seam"
