LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITEM-001,Materials > General Materials & Supplies,PKG-021,DEL-021-04,CCDC 14-2013 standard form document purchase,1,LS,500,500,CAD,PARAMETRIC,Parametric estimate — CCDC published form pricing; see ASM-E-001,LOW,CCDC standard forms typically $200-$800 per copy depending on format; $500 midpoint used
L-002,ITEM-002,Professional Services > Professional Staff,PKG-021,DEL-021-04,Legal counsel review of contract execution package,1,LS,5000,5000,CAD,PARAMETRIC,Parametric estimate — external legal counsel; see ASM-E-002,LOW,Estimated 10-15 hours legal review at $350-$500/hr; $5000 allowance for single review cycle
L-003,ITEM-003,Professional Services > Project Management,PKG-021,DEL-021-04,Contract execution meeting — logistics and administration,1,LS,500,500,CAD,PARAMETRIC,Parametric estimate — meeting logistics; see ASM-E-003,LOW,Travel and meeting logistics for contract signing; nominal allowance
L-004,ITEM-004,Professional Services > Project Management,PKG-021,DEL-021-04,Contract distribution — reproduction and delivery,1,LS,300,300,CAD,PARAMETRIC,Parametric estimate — document reproduction; see ASM-E-004,LOW,Reproduction of originals/certified copies; courier/delivery to distribution list parties
L-005,ITEM-005,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,Contract administration procedures document preparation,1,LS,0,0,CAD,PARAMETRIC,Decision_Log DEC-R01,MED,Labour for this item is captured in ITEM-006 through ITEM-013; no separate non-labour cost identified. Resolved to $0.
L-006,ITEM-006,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,Contract Administrator — contract execution coordination,16,hr,120,1920,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-25; Level_of_Effort.csv DEL-021-04 R-25,MED,16 hrs from LoE; $120/hr from rate table
L-007,ITEM-007,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,Project Manager — contract execution coordination,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01; Level_of_Effort.csv DEL-021-04 R-01,MED,6 hrs from LoE; $165/hr from rate table
L-008,ITEM-008,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,Construction Project Manager — contract execution support,8,hr,155,1240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02; Level_of_Effort.csv DEL-021-04 R-02,MED,8 hrs from LoE; $155/hr from rate table
L-009,ITEM-009,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,Site Superintendent — contract execution support,10,hr,145,1450,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-03; Level_of_Effort.csv DEL-021-04 R-03,MED,10 hrs from LoE; $145/hr from rate table
L-010,ITEM-010,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,Cost Estimator — contract price verification,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08; Level_of_Effort.csv DEL-021-04 R-08,MED,4 hrs from LoE; $135/hr from rate table
L-011,ITEM-011,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,QA/QC Lead — contract package compliance review,6,hr,135,810,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-06; Level_of_Effort.csv DEL-021-04 R-06,MED,6 hrs from LoE; $135/hr from rate table
L-012,ITEM-012,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,HSE Manager — Prime Contractor designation coordination,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-05; Level_of_Effort.csv DEL-021-04 R-05,MED,4 hrs from LoE; $140/hr from rate table
L-013,ITEM-013,Construction Labour > General Construction Labour,PKG-021,DEL-021-04,Document Controller — contract records management,6,hr,75,450,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09; Level_of_Effort.csv DEL-021-04 R-09,MED,6 hrs from LoE; $75/hr from rate table
