"RegisterSchemaVersion","DependencyID","FromPackageID","FromDeliverableID","FromDeliverableName","DependencyClass","AnchorType","Direction","DependencyType","TargetType","TargetPackageID","TargetDeliverableID","TargetRefID","TargetName","TargetLocation","Statement","EvidenceFile","SourceRef","EvidenceQuote","Explicitness","RequiredMaturity","ProposedMaturity","SatisfactionStatus","Confidence","Origin","FirstSeen","LastSeen","Status","Notes","EstimateImpactClass","ConsumerHint"
"v3.1","DEP-03-02-001","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","ANCHOR","IMPLEMENTS_NODE","UPSTREAM","OTHER","WBS_NODE","PKG-05","","","PKG-05 Delivery Plan (Design Methodology + Docs Plan)","/test/execution-6c/_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md","DEL-03-02 is defined as a primary deliverable of PKG-05 Delivery Plan (Design Methodology + Docs Plan).","_CONTEXT.md","_CONTEXT.md § Package; Decomposition § 7 PKG-05","Primary deliverables: DEL-03-01, DEL-03-02; Scope items: SOW-008, SOW-018","EXPLICIT","ACTIVE","ACTIVE","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Decomposition Section 7 explicitly assigns DEL-03-02 to PKG-05.","BLOCKING","AGGREGATION"
"v3.1","DEP-03-02-002","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","ANCHOR","TRACES_TO_REQUIREMENT","UPSTREAM","OTHER","REQUIREMENT","","","SOW-018","SOW-018 — Provide plan for detailed design and construction documents","/test/execution-6c/_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md","DEL-03-02 directly implements SOW-018 (Provide plan for detailed design and construction documents).","_CONTEXT.md","_CONTEXT.md § Scope Traceability; Decomposition § 9 Scope Ledger SOW-018","SOW-018 | IN | Detailed design & docs plan | RFP §7.1.8 | PKG-05 | DEL-03-02 | OBJ-002","EXPLICIT","ACTIVE","ACTIVE","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: _CONTEXT.md lists SOW-018 under Scope Traceability; Decomposition scope ledger maps SOW-018 -> DEL-03-02.","BLOCKING","AGGREGATION"
"v3.1","DEP-03-02-003","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","ANCHOR","TRACES_TO_REQUIREMENT","UPSTREAM","OTHER","REQUIREMENT","","","OBJ-002","OBJ-002 — Maximize Project Delivery Plan score","/test/execution-6c/_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md","DEL-03-02 traces to OBJ-002 (Maximize Project Delivery Plan score) per scope ledger and _CONTEXT.md.","_CONTEXT.md","_CONTEXT.md § Scope Traceability; Decomposition § 6 OBJ-002","OBJ-002 | Maximize Project Delivery Plan score | Alignment to Section 7 requirements","EXPLICIT","ACTIVE","ACTIVE","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: _CONTEXT.md and scope ledger both trace DEL-03-02 to OBJ-002.","INFO","AGGREGATION"
"v3.1","DEP-03-02-004","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","EXECUTION","NOT_APPLICABLE","UPSTREAM","INTERFACE","DELIVERABLE","PKG-05","DEL-03-01","","DEL-03-01 Design Methodology Narrative","","DEL-03-02 requires coordination with DEL-03-01 to ensure consistency in process descriptions; Step A-10 internal review must verify no conflicts with DEL-03-01.","Procedure.md","Procedure.md § Prerequisites; § Step A-10","Coordination note: This deliverable should be coordinated with DEL-03-01 to ensure consistency in process descriptions.","EXPLICIT","ACTIVE","ACTIVE","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md § Prerequisites explicitly names DEL-03-01 as required coordination. Step A-10 verification cross-checks against DEL-03-01.","ADVISORY","TASK_ESTIMATING"
"v3.1","DEP-03-02-005","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DELIVERABLE","PKG-08","DEL-08-01","","DEL-08-01 Detailed Project Schedule","","DEL-03-02 requires DEL-08-01 project schedule to align document production milestones (SD/DD/CD/IFC). Step A-09 explicitly requires cross-check against DEL-08-01 before plan is finalized.","Procedure.md","Procedure.md § Prerequisites (Before Starting Production); § Step A-09","Project schedule (DEL-08-01): To align document production milestones with overall project timeline","EXPLICIT","ACTIVE","ACTIVE","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Prerequisites and Step A-09 both state DEL-08-01 must be available and cross-checked. Guidance.md also references DEL-08-01 for design phase pacing.","BLOCKING","TASK_ESTIMATING"
"v3.1","DEP-03-02-006","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DELIVERABLE","PKG-03","DEL-07-03","","DEL-07-03 Appendix I Subtrade and Consultant List","","DEL-03-02 requires Appendix I (DEL-07-03) to identify which disciplines/consultants are responsible for which design scopes.","Procedure.md","Procedure.md § Prerequisites (Before Starting Production)","Appendix I (Design-Build Team List): To identify which disciplines/consultants are responsible for which scopes","EXPLICIT","ACTIVE","ACTIVE","TBD","MEDIUM","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Prerequisites explicitly lists Appendix I (DEL-07-03) as a reference material that must be available. Also cited in Specification.md § Related Documentation.","ADVISORY","TASK_ESTIMATING"
"v3.1","DEP-03-02-007","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","EXECUTION","NOT_APPLICABLE","DOWNSTREAM","HANDOVER","DELIVERABLE","PKG-01","DEL-01-02","","DEL-01-02 Formal Submission Package","","DEL-03-02 plan document is incorporated into DEL-01-02 (Final Submission Package / Proposal PDF) at Step A-11.","Procedure.md","Procedure.md § Step A-11","Provide final DEL-03-02 plan document to Proposal Manager for inclusion in the full proposal PDF (PKG-01: DEL-01-02)","EXPLICIT","ACTIVE","ACTIVE","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Step A-11 explicitly states DEL-03-02 is handed over to DEL-01-02 for proposal submission.","BLOCKING","TASK_ESTIMATING"
"v3.1","DEP-03-02-008","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","EXECUTION","NOT_APPLICABLE","DOWNSTREAM","ENABLES","DELIVERABLE","PKG-07","DEL-06-01","","DEL-06-01 Commissioning Training Closeout Warranty Narrative","","IFC documents produced under the DEL-03-02 plan serve as the baseline for as-built markups; DEL-03-02 references DEL-06-01 for full closeout and as-built procedures.","Procedure.md","Procedure.md § Step B-16; Guidance.md § Considerations (As-Built Documentation)","Issue final 'Issued for Record' set per closeout procedures (see DEL-06-01 for full closeout process).","EXPLICIT","ACTIVE","ACTIVE","TBD","MEDIUM","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Step B-16 explicitly references DEL-06-01 as the receiving deliverable for as-built/closeout procedures.","INFO","AGGREGATION"
"v3.1","DEP-03-02-009","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","EXECUTION","NOT_APPLICABLE","UPSTREAM","INTERFACE","DELIVERABLE","PKG-02","DEL-05-01","","DEL-05-01 Appendix H Schedule A Pricing Summary","","Design estimate alignment during DD phase requires cost baseline from DEL-05-01/02 (proposal pricing) to verify design stays within budget (DD: +/-10%; CD: +/-5%).","Procedure.md","Procedure.md § Step B-06 Verification","cost estimate aligned with budget (DEL-05-01/02 baseline)","EXPLICIT","ACTIVE","ACTIVE","TBD","MEDIUM","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Step B-06 verification explicitly names DEL-05-01/02 as the budget baseline. DEL-05-01 chosen as primary target; DEL-05-02 is the companion cost breakdown — ASSUMPTION that DEL-05-01 is the primary reference.","ADVISORY","TASK_ESTIMATING"
"v3.1","DEP-03-02-010","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","EXECUTION","NOT_APPLICABLE","UPSTREAM","INTERFACE","DELIVERABLE","PKG-09","DEL-09-01","","DEL-09-01 Risk Register and Mitigation Plan","","Mobilization risks identified in Procedure.md cross-reference DEL-09-01 for risk capture; design documentation plan interfaces with risk register for risks affecting design documentation.","Procedure.md","Procedure.md § Risk Contingencies for Mobilization","Identified Mobilization Risks (cross-reference DEL-09-01): Discipline mobilization delay; DMS platform delay; Survey file delay","EXPLICIT","ACTIVE","ACTIVE","TBD","MEDIUM","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Risk Contingencies section explicitly cross-references DEL-09-01 for mobilization risk capture.","ADVISORY","TASK_ESTIMATING"
"v3.1","DEP-03-02-011","PKG-05","DEL-03-02","Detailed Design and Construction Docs Plan","EXECUTION","NOT_APPLICABLE","UPSTREAM","INTERFACE","DOCUMENT","","","RFP-7.1.8","RFP Section 7.1.8 — Detailed design and construction documents plan requirements","_Sources/AB-2024-07156-Penhold Public Services Building RFP_2024_004.pdf","DEL-03-02 must comply with RFP Section 7.1.8 requirements for the detailed design and construction documents plan.","Datasheet.md","Datasheet.md § References (External References); Procedure.md § Step A-01","RFP Section 7.1.8: Detailed design and construction documents plan requirements","EXPLICIT","ACTIVE","ACTIVE","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: RFP Section 7.1.8 is cited across Datasheet, Specification, Guidance, and Procedure as the governing RFP requirement. TargetLocation from _REFERENCES.md entry.","INFO","AGGREGATION"
