RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-011-02-001,PKG-011,DEL-011-02,Steel Plate Floor Embedments,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,SOW-0024,"Install steel plates in concrete floor at strategic locations for tracked/packer heavy equipment",_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-011-02 implements SOW-0024 per decomposition scope ledger and Datasheet Identification,Datasheet.md,Identification > Covers SOW,"Covers SOW: SOW-0024",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in Decomposition §7 PKG-011 and §8 Scope Ledger. SOW-0024 maps exclusively to DEL-011-02.,,
v3.1,DEP-011-02-002,PKG-011,DEL-011-02,Steel Plate Floor Embedments,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,"Deliver a code-compliant, fully functional maintenance shop addition",_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-011-02 supports OBJ-001 per decomposition and Datasheet Identification,Datasheet.md,Identification > Supports Objective,"Supports Objective: OBJ-001",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in Decomposition §7 PKG-011: DEL-011-02 Supports OBJ = OBJ-001.,,
v3.1,DEP-011-02-003,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-08,,Steel Plate Embedment Plan,Not yet issued (upstream design deliverable),IFC structural drawings (DEL-002-08) must be issued by structural engineer before installation commences,Procedure.md,Prerequisites > P-01,"DEL-002-08 (Steel Plate Embedment Plan, IFC) issued by structural engineer, P.Eng.-stamped, and approved for construction",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated as prerequisite P-01. Also referenced in Specification REQ-011-02-01 and REQ-011-02-02. Critical gating dependency — all plate dimensions and anchorage details derive from this deliverable.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-02-004,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-12,,Structural Specification,Not yet issued (upstream design deliverable),DEL-002-12 must be issued and reviewed for material grades and welding/anchorage standards and installer qualifications,Procedure.md,Prerequisites > P-02,"DEL-002-12 (Structural Specification) issued and reviewed — confirms material grades, welding requirements, anchorage standards",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated as prerequisite P-02. Also referenced in Specification REQ-011-02-04 and REQ-011-02-08. Governs material grade selection and welding acceptance criteria.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-02-005,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-10,,Structural Calculation Package,Not yet issued (upstream design deliverable),DEL-002-10 must be issued for design load values and load rating basis,Procedure.md,Prerequisites > P-03,"DEL-002-10 (Structural Calculation Package) issued — confirms design loads and load rating basis",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated as prerequisite P-03. Also referenced in Specification REQ-011-02-03. Provides equipment load compatibility values.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-02-006,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-011,DEL-011-01,,Concrete Superstructure,Same package (PKG-011),Concrete slab formwork and reinforcing steel must be in place and ready for steel plate placement prior to pour; construction schedule coordination required,Specification.md,Requirements > REQ-011-02-07,"Installation of steel plate embedments shall not commence until... slab formwork and reinforcing steel are in place",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,"FACT. Explicitly stated in Specification REQ-011-02-07, Procedure P-05, and Guidance Principle 3. Cast-in-place method (ASSUMPTION) makes this a critical construction interface — plates must be placed before the slab pour.",BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-02-007,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-009,DEL-009-03,,Safety Code Permits,PKG-009,Building permit and Safety Code Permits must be obtained before construction commences,Procedure.md,Prerequisites > P-04,"Building permit and Safety Code Permits obtained by General Contractor",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated as prerequisite P-04. Source: RFP R-01 S3.3.2.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-02-008,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-018,DEL-018-05,,Wash Bay Drainage & Mud Sump,PKG-018,Scope boundary clarification needed: wash bay steel plate band locations must not conflict with floor drain locations in DEL-018-05,Specification.md,Scope > Included > Scope boundary — wash bay,"wash bay scope boundary with SOW-0027a... and SOW-0027b... requires confirmation",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,"FACT. Stated in Specification Scope boundary and Guidance CON-011-02-03. Scope overlap between wash bay steel plates (SOW-0024) and wash bay drainage (SOW-0027b, DEL-018-05) requires confirmation.",ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-02-009,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-011,DEL-011-05,,Wash Bay Enclosure,Same package (PKG-011),Scope boundary clarification needed: wash bay steel plate scope may overlap with wash bay structural enclosure scope (SOW-0027a),Guidance.md,Conflict Table > CON-011-02-03,"DEL-027a (Wash Bay Enclosure, PKG-011) and DEL-018-05... may have overlapping scope",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,"FACT. Stated in Guidance CON-011-02-03. SOW-0027a includes 'steel plate floor' in wash bay enclosure scope description (Decomposition §3), creating potential overlap with SOW-0024 steel plates.",ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-02-010,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,PACKAGE,PKG-012,,,Interior Construction & Fit-Out,,Equipment installation on embedments depends on completed steel plate embedments; embedments provide bearing surface for downstream equipment operations,Guidance.md,Purpose,"The downstream consumer is PKG-012 (Interior Construction and Fit-Out) and ultimately the equipment operations program",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Guidance Purpose and Specification Excluded. Also declared in _DEPENDENCIES.md.,INFO,TASK_ESTIMATING
v3.1,DEP-011-02-011,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,R-01,AB-2026-01424-WDMLRL RFP.pdf,_Sources/,RFP R-01 is the primary requirements source defining the steel plate embedment scope (S3.4) and construction/permit obligations (S3.3.2),Datasheet.md,Identification > Sources; References,"RFP R-01 §3.4; §3.3.2",EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. R-01 is the primary source document. Referenced throughout all deliverable documents.,INFO,TASK_ESTIMATING
v3.1,DEP-011-02-012,PKG-011,DEL-011-02,Steel Plate Floor Embedments,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,R-04,AB-2026-01424-Appendix B (Shop).pdf,_Sources/,Appendix B conceptual floor plan provides approximate steel plate band locations and bay dimensions; required as reference input for construction,Datasheet.md,Attributes > Quantity and Layout,"Appendix B floor plan (R-04) shows several parallel steel plate bands running transversely across the repair bay floor area",EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. R-04 provides the only visual reference for plate locations pending DEL-002-08 issuance.,INFO,TASK_ESTIMATING
