ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-005-06,Project Manager — civil calculation package coordination and County liaison,6,hr,UNIT_RATE,Procedure,Steps 1–9 (PM oversight across all steps),Level_of_Effort.csv row for DEL-005-06 R-01
ITM-002,DEL-005-06,Cost Estimator — quantity takeoff and benchmarking support for civil calculations,4,hr,UNIT_RATE,Procedure,Steps 1–7 (scope confirmation and design support),Level_of_Effort.csv row for DEL-005-06 R-08
ITM-003,DEL-005-06,BIM Technician — calculation support figures and cross-reference drawing production,24,hr,UNIT_RATE,Procedure,Steps 2–9 (drainage basin mapping; grading models; drawing cross-references),Level_of_Effort.csv row for DEL-005-06 R-13
ITM-004,DEL-005-06,Civil Engineer — civil calculation package development (drainage sizing; hydrology; grading; driving surface design; slope stability assessment; utility sizing; compliance; QA; sealing),56,hr,UNIT_RATE,Procedure,Steps 1–9 (full calculation package workflow),Level_of_Effort.csv row for DEL-005-06 R-17
ITM-005,DEL-005-06,Drainage system sizing calculations — hydrologic and hydraulic analysis for stormwater management,1,LS,LUMP_SUM,Datasheet,Construction — Drainage system sizing / Hydrologic and hydraulic analysis,Design activity; labour hours captured in ITM-004
ITM-006,DEL-005-06,Stormwater detention/retention calculations (if applicable per site conditions),1,LS,LUMP_SUM,Datasheet,Construction — Stormwater detention/retention,Design activity; labour hours captured in ITM-004
ITM-007,DEL-005-06,Finish grading and cut/fill volume calculations (Proponent scope only; bulk cut/fill is County),1,LS,LUMP_SUM,Datasheet,Construction — Finish grading and cut/fill volume calculations,Design activity; labour hours captured in ITM-003 and ITM-004
ITM-008,DEL-005-06,Driving surface (gravel) design calculations for motor-scraper-class equipment loads,1,LS,LUMP_SUM,Specification,REQ-004 — Driving Surface Design for Heavy Equipment,Design activity; labour hours captured in ITM-004; depends on DEL-008-01 geotech data
ITM-009,DEL-005-06,Slope stability analysis or documented determination of non-applicability,1,LS,LUMP_SUM,Specification,REQ-010 — Slope Stability Trigger Criteria,Design activity; conditional on site conditions; labour hours captured in ITM-004
ITM-010,DEL-005-06,Utility sizing calculations for civil-scope utilities,1,LS,LUMP_SUM,Procedure,Step 4A — Utility Sizing Calculations,Design activity; labour hours captured in ITM-004
ITM-011,DEL-005-06,Positive site drainage demonstration (calculation basis for REQ-001),1,LS,LUMP_SUM,Specification,REQ-001 — Positive Site Drainage,Design activity; labour hours captured in ITM-004
ITM-012,DEL-005-06,Pre/post-development neighbour drainage comparison (REQ-002 compliance),1,LS,LUMP_SUM,Specification,REQ-002 — No Alteration of Neighbouring Drainage Conditions,Design activity; labour hours captured in ITM-004
ITM-013,DEL-005-06,Topsoil stripping volume and extent calculations (REQ-009),1,LS,LUMP_SUM,Specification,REQ-009 — Topsoil Stripping Design Support,Design activity; labour hours captured in ITM-004
ITM-014,DEL-005-06,Septic system drainage interface coordination record with DEL-006-05 (REQ-011),1,LS,LUMP_SUM,Specification,REQ-011 — Septic System Drainage Interface,Design activity; labour hours captured in ITM-004
ITM-015,DEL-005-06,Environmental regulatory compliance documentation for landfill proximity (REQ-012),1,LS,LUMP_SUM,Specification,REQ-012 — Environmental Regulatory Compliance (Landfill Proximity),Design activity; labour hours captured in ITM-004
ITM-016,DEL-005-06,Design compliance verification summary and checklist,1,LS,LUMP_SUM,Procedure,Step 6 — Design Compliance Verification Summary,Design activity; labour hours captured in ITM-004
ITM-017,DEL-005-06,Internal quality review (independent checker review and resolution),1,LS,LUMP_SUM,Procedure,Step 7 — Internal Quality Review,Design activity; labour hours captured in ITM-004
ITM-018,DEL-005-06,Preliminary submission to County for approval and comment incorporation,1,LS,LUMP_SUM,Procedure,Step 8 — Preliminary Submission to County for Approval,Design activity; labour hours captured in ITM-001 and ITM-004
ITM-019,DEL-005-06,Final sealed calculation package with P.Eng. stamp (IFC finalization),1,LS,LUMP_SUM,Procedure,Step 9 — Finalize and Seal Calculation Package for IFC,Design activity; labour hours captured in ITM-004
ITM-020,DEL-005-06,Design assumptions summary and standards/codes reference list,1,LS,LUMP_SUM,Datasheet,Construction — Summary of design assumptions / References to design standards and codes,Design activity; labour hours captured in ITM-004
ITM-021,DEL-005-06,Interdisciplinary coordination (PKG-006 plumbing/septic; PKG-007 landscape; PKG-018 sitework/civil construction; DEL-008-01 geotech; DEL-008-02 survey),1,LS,LUMP_SUM,Guidance,Coordination with PKG-018 / PKG-007 / PKG-006,Design activity; labour hours captured in ITM-001 and ITM-004
