LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
LN-001,ITM-001,Equipment > Process & Facility Equipment,PKG-014,DEL-014-03,High-volume bulk water fill pump (supply),1,EA,8500.00,8500.00,CAD,PARAMETRIC,"Parametric derivation: no direct quote; based on comparable industrial-grade centrifugal transfer pump (5-10 HP, 200-400 LPM) for rural Alberta applications; Assumptions_Log ASM-003",LOW,Pump spec TBD; flow rate TBD; price range $5000-$12000; midpoint used
LN-002,ITM-002,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Fill line piping — supply and install (2-3 inch),15,m,130.00,1950.00,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-01 (water line installed $130/m recommended),MEDIUM,Material TBD; rate from UU-01 for underground water line; above-grade interior run may differ but rate includes install
LN-003,ITM-003,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Exterior fill connection hardware (coupling/cap/enclosure),1,EA,1200.00,1200.00,CAD,PARAMETRIC,Parametric derivation: cam-lock or storz coupling + cap + weather enclosure; Assumptions_Log ASM-004,LOW,Coupling type TBD pending owner/design input
LN-004,ITM-004,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Backflow prevention device (double-check valve assembly — supply and install),1,EA,1800.00,1800.00,CAD,PARAMETRIC,Parametric derivation: DCVA for 2-3 inch line; Assumptions_Log ASM-005,LOW,Device type TBD; Alberta Plumbing Code requirement
LN-005,ITM-005,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Freeze protection — heat trace cable and insulation,15,m,85.00,1275.00,CAD,PARAMETRIC,Parametric derivation: self-regulating heat trace cable + pipe insulation + labour; $60-$110/m range; Assumptions_Log ASM-006,MEDIUM,Method TBD; assumed heat trace + insulation for exposed/exterior piping
LN-006,ITM-006,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Isolation valves and fittings (check valves; isolation valves; drain; supports),1,LS,2200.00,2200.00,CAD,PARAMETRIC,"Parametric derivation: 2-3 isolation valves, 1 check valve, drain valve, pipe supports/hangers; Assumptions_Log ASM-007",LOW,Lump-sum allowance for valves and fittings package
LN-007,ITM-007,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Wall sleeve and penetration seal,1,EA,650.00,650.00,CAD,PARAMETRIC,Parametric derivation: galvanized sleeve + link seal + firestopping for concrete wall penetration; Assumptions_Log ASM-008,MEDIUM,Concrete structure wall penetration
LN-008,ITM-008,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Pump mounting pad/frame,1,EA,400.00,400.00,CAD,PARAMETRIC,Parametric derivation: steel frame or concrete pad for pump mount; Assumptions_Log ASM-009,MEDIUM,Indoor utility room installation
LN-009,ITM-009,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Electrical conduit stub-out to pump motor location,1,EA,350.00,350.00,CAD,PARAMETRIC,Parametric derivation: short conduit run + fittings; plumbing contractor scope; Assumptions_Log ASM-010,MEDIUM,Electrical connection itself under DEL-015-04
LN-010,ITM-010,Materials > General Materials & Supplies,PKG-014,DEL-014-03,Cistern inlet connection (interface fitting and isolation valve),1,EA,450.00,450.00,CAD,PARAMETRIC,Parametric derivation: bulkhead fitting + isolation valve at cistern; Assumptions_Log ASM-011,LOW,Interface ownership TBD between DEL-014-03 and DEL-014-01
