RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-009-03-A01,PKG-009,DEL-009-03,Safety Code Permits,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-0007,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-009-03 implements SOW-0007: Obtain all applicable Safety Code permits,Datasheet.md,Datasheet > Identification > SOW Coverage,"SOW Coverage: SOW-0007",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition scope ledger: SOW-0007 -> PKG-009 -> DEL-009-03.,,
v3.1,DEP-009-03-A02,PKG-009,DEL-009-03,Safety Code Permits,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-001,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-009-03 supports OBJ-001: Project Delivery Success,Datasheet.md,Datasheet > Identification > Supported Objectives,"Supported Objectives: OBJ-001 (Project Delivery Success), OBJ-002",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition: DEL-009-03 -> OBJ-001.,,
v3.1,DEP-009-03-A03,PKG-009,DEL-009-03,Safety Code Permits,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-002,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-009-03 supports OBJ-002: Regulatory Compliance,Datasheet.md,Datasheet > Identification > Supported Objectives,"Supported Objectives: OBJ-001 (Project Delivery Success), OBJ-002",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition: DEL-009-03 -> OBJ-002.,,
v3.1,DEP-009-03-E01,PKG-009,DEL-009-03,Safety Code Permits,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-019,DEL-019-01,,Prime Contractor Designation & OH&S Program,,OH&S plan (DEL-019-01) must be initiated to inform safety code audit scope and permit applications,Procedure.md,Procedure > Prerequisites,"OH&S plan initiated (DEL-019-01 in progress) ... Required to inform safety code audit scope",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure prerequisite table and Datasheet Conditions both state OH&S plan dependency.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-009-03-E02,PKG-009,DEL-009-03,Safety Code Permits,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,PACKAGE,,,,Design Packages PKG-001 through PKG-007,,Project design (PKG-001 through PKG-007) required for safety code audit and IFC drawings required for permit applications,Procedure.md,Procedure > Prerequisites,"Project design commenced (design packages PKG-001 through PKG-007) ... Required for safety code audit",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure prerequisites and Datasheet Conditions both state design dependency. Multiple design packages involved; recorded at package level.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-009-03-E03,PKG-009,DEL-009-03,Safety Code Permits,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,WBS_NODE,,,,SOW-0018,_Decomposition/WDMLRL_Decomposition_Claude.md,IFC drawings signed by P.Eng. licensed in Alberta are a prerequisite for permit applications requiring design documentation,Specification.md,Specification > Requirements > REQ-009-03-11,"IFC drawings must be signed/stamped by a professional engineer licensed to practice in Alberta",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. REQ-009-03-11 and Procedure Step 6 both state IFC drawing prerequisite. SOW-0018 confirmed in decomposition.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-009-03-E04,PKG-009,DEL-009-03,Safety Code Permits,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,EXTERNAL,,,,CCDC 14-2013 Contract Execution,,Contract must be awarded and CCDC 14-2013 executed before Safety Code Permit activities can commence,Procedure.md,Procedure > Prerequisites,"Contract awarded; CCDC 14-2013 executed ... Required before commencing",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite in Procedure.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-009-03-E05,PKG-009,DEL-009-03,Safety Code Permits,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,EXTERNAL,,,,Prime Contractor Designation Form (County-issued),,Prime Contractor Designation form must be received from Camrose County before designation activities,Procedure.md,Procedure > Prerequisites,"Prime Contractor Designation form received from Camrose County ... form issued by County at or after award",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite in Procedure and RFP section 2.15.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-009-03-E06,PKG-009,DEL-009-03,Safety Code Permits,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,EXTERNAL,,,,County Project Manager Availability,,County project manager must be identified and available for inspection coordination,Procedure.md,Procedure > Prerequisites,"County project manager identified and available for inspection coordination ... Required before inspection scheduling",EXPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite in Procedure.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-009-03-E07,PKG-009,DEL-009-03,Safety Code Permits,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-009,DEL-009-04,,Code Compliance Register & Inspection Log,,All permit certificates and inspection reports and compliance documentation handed off to DEL-009-04,Procedure.md,Procedure > Steps > Phase 5 > Step 15,"Provide all permit certificates inspection reports and compliance documentation to the team responsible for DEL-009-04",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure Step 15 explicitly describes handover to DEL-009-04. Also stated in Specification Excluded and Datasheet Construction.,ADVISORY,TASK_ESTIMATING
