RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-002-06-A01,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,SOW-0012,Complete final structural design (concrete structure),_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-002-06 implements SOW-0012 (Complete final structural design),Datasheet.md,Identification > Covers SOW,"Covers SOW: SOW-0028 (service pit/trench), SOW-0012 (final structural design)",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Confirmed in decomposition scope ledger: SOW-0012 maps to PKG-002 / DEL-002-02 thru DEL-002-10 and DEL-002-12.,,
v3.1,DEP-002-06-A02,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,Deliver a code-compliant fully functional maintenance shop,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-002-06 supports OBJ-001,Datasheet.md,Identification > Supports Objectives,Supports Objectives: OBJ-001,EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. OBJ-001 confirmed in decomposition objectives table.,,
v3.1,DEP-002-06-A03,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-003,Produce complete P.Eng.-stamped IFC design documentation,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-002-06 supports OBJ-003,Datasheet.md,Identification > Supports Objectives,Supports Objectives: OBJ-003,EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. OBJ-003 confirmed in decomposition objectives table.,,
v3.1,DEP-002-06-E01,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-008,DEL-008-01,,Geotechnical Investigation & Report,,Geotechnical report required before structural design can be finalized — provides bearing capacity / groundwater / frost depth / earth pressure parameters,Datasheet.md,Geotechnical / Site Conditions,"Geotechnical report — TBD — required before structural design can be finalized",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Multiple sources confirm: Datasheet Geotech section; Specification R-008; Procedure Step 3; Guidance P-1. DEL-008-01 confirmed in decomposition (PKG-008).,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-06-E02,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-002,DEL-002-11,,Foundation Design Package (Variable-Price),,Foundation design must be completed or coordinated before service pit design — pit interfaces with building foundation,Datasheet.md,Construction > Foundation dependency,"Foundation design (DEL-002-11, DEL-010-01) must be completed or coordinated first",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Datasheet Construction section explicitly names DEL-002-11. Marked as ASSUMPTION in source (logical sequencing). Target updated from prior DEL-002-02 to match explicit Datasheet text.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-06-E03,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-003,,,Mechanical Design (Ventilation),,Ventilation penetration requirements must be coordinated with PKG-003 before structural drawings issued IFC,Procedure.md,Prerequisites > Information Prerequisites,"Mechanical penetration requirements... must be coordinated before structural drawings are issued IFC",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Procedure prereqs and Step 5.1 explicitly require PKG-003 coordination for ventilation duct penetrations. Specification R-001 confirms.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-06-E04,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-004,,,Electrical Design (Lighting),,Electrical penetration requirements (conduit and lighting fixture locations) must be coordinated before IFC,Procedure.md,Prerequisites > Information Prerequisites,"Electrical penetration requirements... must be coordinated before structural drawings are issued IFC",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Procedure prereqs and Step 5.1 explicitly require PKG-004 coordination. Specification R-001 confirms.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-06-E05,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-006,,,Plumbing Design (Drainage),,Plumbing drainage requirements (drain location / sump / slope) must be coordinated before IFC,Procedure.md,Prerequisites > Information Prerequisites,"Plumbing drainage requirements within pit... must be coordinated before structural drawings are issued IFC",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Procedure prereqs and Step 5.1 explicitly require PKG-006 coordination for floor drain and sump. Specification R-009 confirms.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-06-E06,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-011,DEL-011-06,,Service Pit/Trench (Construction),,Design drawings are the primary reference for service pit construction by General Contractor,Datasheet.md,Construction > Construction package,"Construction package: PKG-011... DEL-011-06 Service Pit/Trench",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Datasheet Construction section and Guidance Purpose confirm DEL-011-06 uses this drawing set. DEL-011-06 confirmed in decomposition (PKG-011).,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-06-E07,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-001,DEL-001-02,,Architectural Floor Plans,,Architectural floor plan required to confirm pit position relative to bays and building grid,Procedure.md,Prerequisites > Information Prerequisites,"Architectural floor plan (to confirm pit position relative to bays and building grid) — DEL-001-02",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Procedure prereqs explicitly list DEL-001-02 as information prerequisite. Step 1 confirms coordination with Architect. DEL-001-02 confirmed in decomposition (PKG-001).,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-06-E08,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,EXTERNAL,,,,Equipment Load Specification (Owner),,Specific equipment load data (axle loads / track footprint / contact pressure) must be obtained from Camrose County before cover system design,Specification.md,Requirements > R-002,"equipment load data must be obtained from the Owner before R-002 can be finalized",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Specification R-002 and Procedure Step 2 explicitly require Owner-provided equipment load specification. Guidance P-2 and CON-002 confirm.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-06-E09,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-002,DEL-002-10,,Structural Calculation Package,,Service pit calculations documented in DEL-002-10 as companion calculation package,Specification.md,Documentation > Companion Deliverables,"DEL-002-10 Structural Calculation Package — contains supporting calculations",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Specification Companion Deliverables and Verification sections explicitly reference DEL-002-10 for R-002/R-004/R-005/R-008/R-011 calculations. DEL-002-10 confirmed in decomposition (PKG-002).,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-06-E10,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-002,DEL-002-12,,Structural Specification,,Material and workmanship specifications governing pit construction referenced by this drawing set,Specification.md,Documentation > Companion Deliverables,"DEL-002-12 Structural Specification — material and workmanship specifications governing construction",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Specification Companion Deliverables and Procedure Reference Documents explicitly list DEL-002-12. DEL-002-12 confirmed in decomposition (PKG-002).,INFO,TASK_ESTIMATING
v3.1,DEP-002-06-E11,PKG-002,DEL-002-06,Service Pit / Trench Structural Details,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,ENABLES,DELIVERABLE,PKG-009,DEL-009-04,,Code Compliance Register & Inspection Log,,Inspection records shall record code compliance for this deliverable's built result,Datasheet.md,Construction > Inspection records,"Inspection records shall record code compliance for this deliverable's built result",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. Datasheet Construction section and Specification R-006 verification method explicitly reference DEL-009-04. DEL-009-04 confirmed in decomposition (PKG-009).,INFO,TASK_ESTIMATING
