LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,I-001,Concrete > Concrete & Foundations,PKG-011,DEL-011-05,Wash bay concrete floor slab (heavy-duty reinforced slab-on-grade),67,m2,210,14070,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-01 RecommendedRate=210/m2,MED,24ft x 24ft bay + thickened edge allowance
L-002,I-002,Concrete > Concrete & Foundations,PKG-011,DEL-011-05,Thickened slab edge / grade beam at wash bay perimeter,29,m,250,7250,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-02 RecommendedRate=250/m,MED,Perimeter ~29 m
L-003,I-003,Concrete > Concrete & Foundations,PKG-011,DEL-011-05,Reinforcing steel (rebar) supply + place for floor slab and edges,2010,kg,2.9,5829,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-04 RecommendedRate=2.9/kg,MED,30 kg/m2 x 67 m2
L-004,I-004,Concrete > Concrete & Foundations,PKG-011,DEL-011-05,Formwork for wash bay floor slab edges and grade beams,29,m2,110,3190,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-05 RecommendedRate=110/m2,MED,Perimeter formwork
L-005,I-005,Concrete > Concrete & Foundations,PKG-011,DEL-011-05,Embedded steel plate(s) in wash bay floor (supply + install),4,EA,250,1000,CAD,ALLOWANCE,Structural_Concrete_Rates.csv SC-08 RecommendedRate=250/each,LOW,Qty ASSUMPTION=4; dimensions/grade TBD [B-001]
L-006,I-006,"Building Envelope > Cladding, Insulation & Waterproofing",PKG-011,DEL-011-05,Wash bay enclosure walls (insulated metal wall panels),146,m2,180,26280,CAD,PARAMETRIC,Building_Envelope_Rates.csv BE-01 RecommendedRate=180/m2,MED,Wall material TBD [B-003]; priced as insulated metal panels (ASSUMPTION)
L-007,I-007,"Openings > Doors, Windows & Glazing",PKG-011,DEL-011-05,"Overhead door 24 ft wide, motorized (supply + install)",1,LS,19000,19000,CAD,ALLOWANCE,Building_Envelope_Rates.csv BE-03 RecommendedRate=19000/each,LOW,24 ft class; height TBD [A-001]; motorized ASSUMPTION [A-002]
L-008,I-008,"Building Envelope > Cladding, Insulation & Waterproofing",PKG-011,DEL-011-05,Roof integration — insulated metal roof panels over wash bay,53,m2,210,11130,CAD,PARAMETRIC,Building_Envelope_Rates.csv BE-02 RecommendedRate=210/m2,MED,Roof area over 24 ft x 24 ft bay
L-009,I-009,"Building Envelope > Cladding, Insulation & Waterproofing",PKG-011,DEL-011-05,"Flashing, trim, sealants at wash bay enclosure junctions",1,LS,9000,9000,CAD,PARAMETRIC,Building_Envelope_Rates.csv BE-05 RecommendedRate=9000/LS,MED,Allowance for weathertight junctions; pro-rated from building-wide allowance
L-010,I-010,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-05,Structural provisions for mezzanine above wash bay,1,LS,7500,7500,CAD,PARAMETRIC,Decision_Log.md DEC-003; derived from comparable structural connection allowances,LOW,Bearing connections / ledger / corbels; scope limited to provisions only
L-011,I-011,Concrete > Concrete & Foundations,PKG-011,DEL-011-05,Floor drainage slope formwork and finishing,1,LS,2500,2500,CAD,PARAMETRIC,Decision_Log.md DEC-004; derived from additional formwork complexity for sloped slab,MED,Slope direction/gradient TBD [F-002]
L-012,I-012,Concrete > Concrete & Foundations,PKG-011,DEL-011-05,Drain sleeves / pipe stubs / penetrations cast into floor slab,1,LS,1500,1500,CAD,PARAMETRIC,Decision_Log.md DEC-005; coordination item with DEL-018-05,MED,Sleeves cast before pour; coordination with plumbing
L-013,I-013,Electrical > Power Distribution & Equipment,PKG-011,DEL-011-05,Electrical conduit stubs through slab and walls,1,LS,1200,1200,CAD,PARAMETRIC,Decision_Log.md DEC-006; coordination item with PKG-015,MED,Rough-in for OH door operator and lighting [X-002]
L-014,I-014,"Building Envelope > Cladding, Insulation & Waterproofing",PKG-011,DEL-011-05,East wall penetration / sleeve for mud sump drain pipe,1,LS,800,800,CAD,PARAMETRIC,Decision_Log.md DEC-007; single wall penetration with sleeve and seal,MED,Coordination with DEL-018-05
L-015,I-015,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-05,Gantry structural provisions (conditional),1,LS,5000,5000,CAD,ALLOWANCE,Decision_Log.md DEC-008; conditional on Owner confirmation [B-002],LOW,If gantry NOT confirmed this line should be removed
L-016,I-016,General Conditions > General Requirements & Indirect,PKG-011,DEL-011-05,Pre-pour embedded items inspection (hold point),1,LS,1200,1200,CAD,PARAMETRIC,Decision_Log.md DEC-009; GC super (4 hr x $145) + QA/QC (4 hr x $135) blended,MED,GC superintendent + County inspector sign-off
