ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-011-06,Excavation of below-grade pit void within building footprint,27,m3,UNIT_RATE,Procedure,Step 3 — Excavation,"ASSUMPTION: pit approx 12m L x 1.5m W x 1.5m D = 27 m3; dimensions TBD pending DEL-002-06 and Owner fleet data"
ITM-002,DEL-011-06,Reinforced concrete pit walls (cast-in-place),54,m2,UNIT_RATE,Datasheet,Construction — Structural Construction,"ASSUMPTION: 2 long walls (12m x 1.5m = 18 m2 each) + 2 end walls (1.5m x 1.5m = 2.25 m2 each) = 40.5 m2; add curb/thickening = ~54 m2 total. Dimensions TBD."
ITM-003,DEL-011-06,Reinforced concrete pit floor slab,18,m2,UNIT_RATE,Datasheet,Construction — Structural Construction,"ASSUMPTION: 12m x 1.5m = 18 m2 pit floor slab; dimensions TBD pending DEL-002-06"
ITM-004,DEL-011-06,Formwork for pit walls and floor,72,m2,UNIT_RATE,Procedure,Step 4 — Formwork and MEP Rough-In,"ASSUMPTION: pit walls both faces (~54 m2 structural face + back-of-wall forming ~18 m2) = ~72 m2; dimensions TBD"
ITM-005,DEL-011-06,Reinforcing steel supply and placement for pit structure,2700,kg,UNIT_RATE,Procedure,Step 4.3 — Reinforcing Steel,"ASSUMPTION: ~100 kg/m3 of concrete x ~27 m3 = 2700 kg; rebar schedule TBD per DEL-002-06"
ITM-006,DEL-011-06,Waterproofing / damp-proofing at pit base and wall/slab interface,72,m2,UNIT_RATE,Specification,REQ-011-06-12 — Waterproofing/Damp-Proofing,"ASSUMPTION: all pit interior surfaces (walls 54 m2 + floor 18 m2 = 72 m2); method TBD per DEL-002-06"
ITM-007,DEL-011-06,Pit interior lining and finishing (walls and floor),72,m2,UNIT_RATE,Specification,REQ-011-06-10 — Floor Lining and Finishing,"ASSUMPTION: all pit interior surfaces; material TBD per IFC drawings"
ITM-008,DEL-011-06,Safety railings and edge protection at pit perimeter,27,m,UNIT_RATE,Specification,REQ-011-06-06 — Safety Railings,"ASSUMPTION: perimeter = 2x(12m + 1.5m) = 27 m; min 1070mm height per Alberta OHS Code Part 9"
ITM-009,DEL-011-06,Pit cover / grating system (removable steel grating),18,m2,UNIT_RATE,Specification,REQ-011-06-11 — Pit Cover/Grating System,"ASSUMPTION: covers pit opening (12m x 1.5m = 18 m2); cover type TBD (grating vs. solid plate)"
ITM-010,DEL-011-06,Concrete stairs / access system for pit entry and egress,1,EA,LUMP_SUM,Guidance,Considerations — Access and Egress,"ASSUMPTION: one stair system at pit end; access method TBD (stairs vs. ladder vs. ramp)"
ITM-011,DEL-011-06,Ventilation rough-in provisions (sleeves and duct openings in pit walls),1,LS,LUMP_SUM,Specification,REQ-011-06-02 — Ventilation,"Rough-in only; ventilation system design/install by PKG-013. Coordinate before concrete pour."
ITM-012,DEL-011-06,Lighting rough-in provisions (conduit and junction boxes in pit walls),1,LS,LUMP_SUM,Specification,REQ-011-06-03 — Lighting,"Rough-in only; lighting install by PKG-015. Coordinate before concrete pour."
ITM-013,DEL-011-06,Floor drain rough-in provisions (drain body and piping),1,LS,LUMP_SUM,Procedure,Step 4.2 — MEP Rough-In,"Scope boundary TBD per Guidance Conflict Table C-011-06-04; coordinate with PKG-014"
ITM-014,DEL-011-06,Excavation safety measures (shoring/benching per Alberta OHS Part 32),1,LS,LUMP_SUM,Specification,REQ-011-06-05 — Code Compliance,"Temporary works for excavation safety; Alberta OHS Code Part 32 mandatory"
ITM-015,DEL-011-06,Concrete testing and quality control,1,LS,LUMP_SUM,Procedure,Step 5 — Verification,"Cylinder testing per project quality plan; 7-day and 28-day compressive strength tests"
ITM-016,DEL-011-06,As-built dimensional survey of completed pit,1,LS,LUMP_SUM,Specification,Documentation — Item 5,"ASSUMPTION per RFP s3.3.2; confirm if required specifically for this deliverable"
ITM-017,DEL-011-06,Project management and supervision (DEL-011-06),38,hr,UNIT_RATE,Procedure,Prerequisites and Steps 1-8,"Per Level_of_Effort.csv: PM 6h + CPM 8h + Superintendent 10h + Estimator 4h + QA/QC 6h + HSE 4h = 38 hr total"
ITM-018,DEL-011-06,Cold-weather concrete protection (if applicable),1,LS,LUMP_SUM,Procedure,Step 5.4 — Cold-Weather Protection,"ASSUMPTION: Alberta climate; protection required if ambient < +5C per CSA A23.1 / ACI 306"
ITM-019,DEL-011-06,Construction labour — concrete placement and finishing,1,LS,LUMP_SUM,Procedure,Step 5 — Concrete Placement,"Labour for concrete placement, vibration, finishing, curing, and formwork stripping"
