LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITM-001,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-011,DEL-011-06,Excavation of below-grade pit void within building footprint,27,m3,45,1215,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-07 Equipment Operator ($88/hr) + T-08 Labourer ($65.10/hr); parametric ~$45/m3 for small interior excavation,MED,ASSUMPTION: 12m x 1.5m x 1.5m = 27 m3; rate derived from labour + small equipment for interior excavation
DL-002,ITM-002,Concrete > Concrete & Foundations,PKG-011,DEL-011-06,Reinforced concrete pit walls (cast-in-place),54,m2,420,22680,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-06 Concrete wall CIP incl. rebar allowance @ $420/m2 recommended,MED,Dimensions TBD; SC-06 range $320-$520; using recommended rate $420/m2
DL-003,ITM-003,Concrete > Concrete & Foundations,PKG-011,DEL-011-06,Reinforced concrete pit floor slab,18,m2,210,3780,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-01 Reinforced concrete slab-on-grade heavy-duty @ $210/m2 recommended,MED,Dimensions TBD; SC-01 range $160-$260; using recommended rate $210/m2
DL-004,ITM-004,Concrete > Concrete & Foundations,PKG-011,DEL-011-06,Formwork for pit walls and floor,72,m2,110,7920,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-05 Formwork for footings and walls @ $110/m2 recommended,MED,SC-05 range $85-$140; using recommended rate $110/m2
DL-005,ITM-005,Concrete > Concrete & Foundations,PKG-011,DEL-011-06,Reinforcing steel supply and placement for pit structure,2700,kg,2.9,7830,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-04 Reinforcing steel supply + place @ $2.90/kg recommended,MED,ASSUMPTION: ~100 kg/m3 concrete; SC-04 range $2.20-$3.60; using recommended $2.90/kg
DL-006,ITM-006,"Building Envelope > Cladding, Insulation & Waterproofing",PKG-011,DEL-011-06,Waterproofing / damp-proofing at pit base and wall/slab interface,72,m2,35,2520,CAD,PARAMETRIC,Assumptions_Log.md ASM-005; no direct rate in price sources — parametric estimate based on standard damp-proofing application rates,LOW,ASSUMPTION: $35/m2 for damp-proofing coating application; no direct price source; method/materials TBD per DEL-002-06
DL-007,ITM-007,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-011,DEL-011-06,Pit interior lining and finishing (walls and floor),72,m2,40,2880,CAD,PARAMETRIC,Assumptions_Log.md ASM-006; no direct rate in price sources — parametric estimate for industrial concrete finish/sealer,LOW,ASSUMPTION: $40/m2 for concrete sealer/hardener finish; material TBD per IFC drawings
DL-008,ITM-008,"Quality, Safety & Environment > HSE & Quality Assurance",PKG-011,DEL-011-06,Safety railings and edge protection at pit perimeter,27,m,185,4995,CAD,PARAMETRIC,Assumptions_Log.md ASM-007; parametric estimate for industrial steel pipe railing system,MED,ASSUMPTION: $185/m for galvanized steel pipe railing with top rail; mid-rail; toe board; height 1070mm per OHS Part 9
DL-009,ITM-009,"Quality, Safety & Environment > HSE & Quality Assurance",PKG-011,DEL-011-06,Pit cover / grating system (removable steel grating),18,m2,250,4500,CAD,PARAMETRIC,Assumptions_Log.md ASM-008; parametric estimate for heavy-duty steel bar grating,MED,ASSUMPTION: $250/m2 for removable heavy-duty galvanized bar grating; cover type TBD
DL-010,ITM-010,Concrete > Concrete & Foundations,PKG-011,DEL-011-06,Concrete stairs / access system for pit entry and egress,1,LS,9000,9000,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-07 Concrete stairs/landings (formed) @ $9000/each recommended,MED,SC-07 range $6500-$12000; using recommended $9000; access method TBD
