LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITM-001,Materials > General Materials & Supplies,PKG-011,DEL-011-04,Insulated steel man-door assembly (door leaf + frame) — supply,3,EA,1300.00,3900.00,CAD,PARAMETRIC,Building_Envelope_Rates.csv / BE-04 (Man door insulated steel @ $1300/EA recommended),MED,Qty assumed 3 EA per ASM-001; rate from BE-04
L-002,ITM-002,Materials > General Materials & Supplies,PKG-011,DEL-011-04,Door hardware set — hinges closers locksets weather stripping threshold (per door),3,EA,550.00,1650.00,CAD,PARAMETRIC,Building_Envelope_Rates.csv / BE-04 (hardware component of man-door allowance); Assumptions_Log ASM-003,MED,Parametric estimate for industrial-grade hardware set; TBD per DEL-001-07
L-003,ITM-003,Materials > General Materials & Supplies,PKG-011,DEL-011-04,Accessible door hardware upgrade (lever handle + low threshold) — 1 door,1,EA,250.00,250.00,CAD,PARAMETRIC,Assumptions_Log ASM-002; standard accessibility hardware premium,MED,Premium over standard hardware for 1 accessible entrance
L-004,ITM-004,Construction Labour > General Construction Labour,PKG-011,DEL-011-04,Door frame installation labour (set + shim + anchor per opening),12,hr,80.60,967.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv / T-01 Carpenter @ $80.60/hr FB; 4 hrs/door x 3 doors,MED,Parametric: 4 hrs/opening for hollow metal frame set/shim/anchor
L-005,ITM-005,Construction Labour > General Construction Labour,PKG-011,DEL-011-04,Door leaf hanging + hardware installation labour (per door),9,hr,80.60,725.40,CAD,PARAMETRIC,Construction_Labour_Rates.csv / T-01 Carpenter @ $80.60/hr FB; 3 hrs/door x 3 doors,MED,Parametric: 3 hrs/door for hanging + hardware install
L-006,ITM-006,Construction Labour > General Construction Labour,PKG-011,DEL-011-04,Caulking and weatherproofing — frame perimeter sealant (per door),4.5,hr,80.60,362.70,CAD,PARAMETRIC,Construction_Labour_Rates.csv / T-01 Carpenter @ $80.60/hr FB; 1.5 hrs/door x 3 doors,MED,Includes caulk material allowance in labour rate
L-007,ITM-007,Construction Labour > General Construction Labour,PKG-011,DEL-011-04,Pre-installation structural opening verification,1,LS,241.80,241.80,CAD,PARAMETRIC,Construction_Labour_Rates.csv / T-01 Carpenter @ $80.60/hr x 3 hrs,MED,Survey/measure 3 openings for plumb level and square
L-008,ITM-008,Construction Labour > General Construction Labour,PKG-011,DEL-011-04,Operational testing and adjustment (all doors),1,LS,322.40,322.40,CAD,PARAMETRIC,Construction_Labour_Rates.csv / T-01 Carpenter @ $80.60/hr x 4 hrs,MED,Functional test of all 3 doors per REQ-011-04-07
L-009,ITM-009,Professional Services > Project Management,PKG-011,DEL-011-04,Shop drawing / submittal preparation and review,1,LS,810.00,810.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv / R-12 Architect @ $135/hr x 6 hrs,MED,Submittal prep + review cycle for door assemblies
L-010,ITM-010,Construction Labour > General Construction Labour,PKG-011,DEL-011-04,Safety Code inspection coordination,1,LS,322.40,322.40,CAD,PARAMETRIC,Construction_Labour_Rates.csv / T-01 Carpenter @ $80.60/hr x 4 hrs,MED,SCO inspection coordination and County representative attendance
L-011,ITM-011,Construction Labour > General Construction Labour,PKG-011,DEL-011-04,Documentation assembly and records closeout,1,LS,322.40,322.40,CAD,PARAMETRIC,Construction_Labour_Rates.csv / T-01 Carpenter @ $80.60/hr x 4 hrs,MED,Compile installation records + testing reports + as-builts
L-012,ITM-012,Materials > General Materials & Supplies,PKG-011,DEL-011-04,Temporary protection of installed doors during remaining construction,1,LS,461.20,461.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv / T-01 Carpenter @ $80.60/hr x 2 hrs + $300 materials allowance; Assumptions_Log ASM-004,MED,Protective film / cardboard sheathing
L-013,ITM-013,Professional Services > Project Management,PKG-011,DEL-011-04,Professional staff — project management and supervision (LOE),1,LS,5590.00,5590.00,CAD,PARAMETRIC,Level_of_Effort.csv / DEL-011-04 rows: R-01 PM 6h@$165 + R-02 CPM 8h@$155 + R-03 Supt 10h@$145 + R-08 Est 4h@$135 + R-06 QA/QC 6h@$135 + R-05 HSE 4h@$140; Professional_Staff_Rates.csv,HIGH,Direct from Level_of_Effort.csv and Professional_Staff_Rates.csv
L-014,ITM-014,Materials > General Materials & Supplies,PKG-011,DEL-011-04,Fire-rated door assembly upgrade allowance (if required),1,LS,1500.00,1500.00,CAD,ALLOWANCE,Assumptions_Log ASM-005; Decision_Log DEC-003,LOW,Allowance for fire-rating upgrade on 1 door; TBD per DEL-001-11 compartmentation design
