ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-012-01,Interior partition walls -- metal stud + gypsum board (approx. perimeter of 400 sqft room; estimated ~80 linear ft x 10 ft height = ~74 m2),74,m2,UNIT_RATE,Datasheet,2.2 Construction Attributes,"Partition type TBD; assumed metal stud + gypsum per IA-01. Height assumed ~10 ft to underside of mezzanine deck."
ITM-002,DEL-012-01,Roll-up door -- 6-foot wide motorized insulated unit (supply + install),1,EA,LUMP_SUM,Datasheet,2.1 Spatial Attributes,"6-ft wide roll-up door per SOW-0029. Motorized + insulated per Guidance trade-off recommendations. Smaller than 24-ft class in BE-03."
ITM-003,DEL-012-01,Roll-up door rough opening framing -- lintel/header and guides,1,LS,LUMP_SUM,Procedure,Step 2 -- Layout and Partition Construction,"Framing for 6-ft opening per Procedure Step 2.4"
ITM-004,DEL-012-01,Wall finishes -- paint on gypsum board (interior partition walls ~74 m2),74,m2,UNIT_RATE,Datasheet,2.3 Fit-Out Attributes,"Finish schedule TBD (DEL-001-08). Assumed painted drywall per industrial standard."
ITM-005,DEL-012-01,Floor finish -- concrete sealer/paint on existing slab (~37 m2 = 400 sqft),37,m2,UNIT_RATE,Datasheet,2.2 Construction Attributes,"Concrete slab building-wide; finish TBD. Assumed sealed/painted concrete per Procedure Step 4.1."
ITM-006,DEL-012-01,Shelving / storage infrastructure -- industrial metal racking system (supply + install; ~8 bays along south and east walls),8,EA,UNIT_RATE,Datasheet,2.3 Fit-Out Attributes,"Type/capacity TBD. Assumed heavy-duty industrial metal racking per Guidance 3.1. Multiple bays shown on conceptual plan."
ITM-007,DEL-012-01,Shelving anchoring -- floor/wall anchors per manufacturer specs,1,LS,LUMP_SUM,Specification,REQ-012-01-011a,"Anchoring method TBD per shop drawings. Lump sum for anchor hardware and installation labour."
ITM-008,DEL-012-01,Project management -- PM hours allocated to DEL-012-01,6,hr,UNIT_RATE,Procedure,Step 1 -- Coordination,"Per Level_of_Effort.csv R-01 allocation"
ITM-009,DEL-012-01,Construction project management -- CPM hours allocated to DEL-012-01,8,hr,UNIT_RATE,Procedure,Step 1 -- Coordination,"Per Level_of_Effort.csv R-02 allocation"
ITM-010,DEL-012-01,Site superintendent -- supervision hours allocated to DEL-012-01,10,hr,UNIT_RATE,Procedure,Steps 2-6 -- Construction supervision,"Per Level_of_Effort.csv R-03 allocation"
ITM-011,DEL-012-01,Cost estimator -- hours allocated to DEL-012-01,4,hr,UNIT_RATE,Procedure,Step 1 -- Coordination,"Per Level_of_Effort.csv R-08 allocation"
ITM-012,DEL-012-01,QA/QC lead -- inspection and deficiency tracking hours,6,hr,UNIT_RATE,Procedure,Step 7 -- Pre-Inspection,"Per Level_of_Effort.csv R-06 allocation"
ITM-013,DEL-012-01,HSE manager -- safety oversight hours,4,hr,UNIT_RATE,Procedure,Steps 2-8 -- Construction safety,"Per Level_of_Effort.csv R-05 allocation"
ITM-014,DEL-012-01,Construction labour -- carpenter (partition framing + door framing),40,hr,UNIT_RATE,Procedure,Steps 2-3 -- Partition and door construction,"Parametric estimate: ~74 m2 partition + door opening framing"
ITM-015,DEL-012-01,Construction labour -- drywaller (partition board + taping),24,hr,UNIT_RATE,Procedure,Step 2 -- Partition construction,"Parametric estimate: ~74 m2 gypsum board + finishing"
ITM-016,DEL-012-01,Construction labour -- painter (wall + floor finishes),16,hr,UNIT_RATE,Procedure,Step 4 -- Finishes,"Parametric estimate: ~74 m2 wall paint + ~37 m2 floor coating"
ITM-017,DEL-012-01,Construction labour -- labourer (general support including shelving install assist),24,hr,UNIT_RATE,Procedure,Steps 2-5 -- General support,"Parametric estimate: general assistance across partition + finish + shelving"
ITM-018,DEL-012-01,Material -- partition framing and gypsum (included in IA-01 rate),0,m2,UNIT_RATE,Datasheet,2.2 Construction Attributes,"Material cost captured in ITM-001 composite rate IA-01. Qty=0 to avoid double-count."
