ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-019-04-001,DEL-019-04,Project Manager — overall QC oversight and coordination,6,hr,UNIT_RATE,Procedure,Phase A Step A2 and Phase C,"PM oversight across QC Plan approval, conformance determination, CCC support; hours from Level_of_Effort.csv R-01"
ITEM-019-04-002,DEL-019-04,Construction Project Manager — construction-phase QC coordination and field management,8,hr,UNIT_RATE,Procedure,Phase B and Phase C,"CPM field coordination of QC activities during construction; hours from Level_of_Effort.csv R-02"
ITEM-019-04-003,DEL-019-04,Site Superintendent — field inspection coordination and trade oversight,10,hr,UNIT_RATE,Procedure,Phase B Steps B3-B8,"On-site inspection support, trade coordination for hold-point inspections, subcontractor QC oversight; hours from Level_of_Effort.csv R-03"
ITEM-019-04-004,DEL-019-04,Cost Estimator — QC cost benchmarking and estimate support,4,hr,UNIT_RATE,Datasheet,Identification — Evaluation weighting,QC Plan costing support and benchmarking for proposal prep (5% evaluation weighting); hours from Level_of_Effort.csv R-08
ITEM-019-04-005,DEL-019-04,QA/QC Lead — QC program development and inspection execution,6,hr,UNIT_RATE,Procedure,Phase A Step A2 and Phase B Steps B3-B10,"QC Plan drafting, inspection execution, deficiency tracking, self-assessment; hours from Level_of_Effort.csv R-06"
ITEM-019-04-006,DEL-019-04,HSE Manager — QC/safety interface and program alignment,4,hr,UNIT_RATE,Procedure,Phase A Step A2,"QC Plan alignment with OH&S Program (DEL-019-01), safety-QC interface coordination; hours from Level_of_Effort.csv R-05"
ITEM-019-04-007,DEL-019-04,QC Plan development (written document per REQ-QC-01),1,LS,LUMP_SUM,Specification,REQ-QC-01,"Written QC Plan covering 8-point minimum content list, severity classification, KPIs, approval chain, conformance determination process; labour included in ITEM-019-04-005 and ITEM-019-04-001"
ITEM-019-04-008,DEL-019-04,Inspection Schedule development aligned with construction phases,1,LS,LUMP_SUM,Specification,REQ-QC-02,"Phased inspection schedule with hold points for all significant construction activities; labour included in ITEM-019-04-005"
ITEM-019-04-009,DEL-019-04,Deficiency Tracking System establishment,1,LS,LUMP_SUM,Procedure,Phase A Step A5,"Deficiency log/register with severity classification (critical/major/minor), status tracking, and differentiated response timelines; labour included in ITEM-019-04-005"
ITEM-019-04-010,DEL-019-04,Testing Protocol Documents development,1,LS,LUMP_SUM,Specification,REQ-QC-05,"Documented testing protocols per material/system type with acceptance criteria and test method standard references; labour included in ITEM-019-04-005"
ITEM-019-04-011,DEL-019-04,Standard Inspection Report Template creation,1,LS,LUMP_SUM,Guidance,Standardized inspection report format,"Standardized template for all inspection events including date, location, type, IFC reference, inspector, County attendance, findings, deficiencies; labour included in ITEM-019-04-005"
ITEM-019-04-012,DEL-019-04,County representative inspection coordination (ongoing),1,LS,LUMP_SUM,Specification,REQ-QC-03,"Notification scheduling (minimum 48-hr lead time recommended), attendance tracking, report distribution to County per RFP s3.3.2; labour included in ITEM-019-04-002 and ITEM-019-04-003"
ITEM-019-04-013,DEL-019-04,Subcontractor QC oversight (ongoing),1,LS,LUMP_SUM,Specification,REQ-QC-07,"Extension of QC inspection and sign-off rigor to all subcontractor work products; feeds DEL-019-03 performance evaluations; labour included in ITEM-019-04-003 and ITEM-019-04-005"
ITEM-019-04-014,DEL-019-04,QC status reporting for weekly coordination meetings (ongoing),1,LS,LUMP_SUM,Specification,REQ-QC-08,"Weekly QC status summary including open deficiencies by severity, upcoming inspections, test results, KPI performance for DEL-019-02 meeting agenda; labour included in ITEM-019-04-005 and ITEM-019-04-002"
ITEM-019-04-015,DEL-019-04,Periodic QC Program self-assessment,1,LS,LUMP_SUM,Procedure,Phase B Step B10,"Monthly internal self-assessment of QC program execution (inspection adherence, deficiency log completeness, County compliance, KPI performance); labour included in ITEM-019-04-005"
ITEM-019-04-016,DEL-019-04,Inspection personnel competency verification,1,LS,LUMP_SUM,Specification,REQ-QC-18,"Competency verification for all inspection personnel before independent inspections; labour included in ITEM-019-04-001 and ITEM-019-04-005"
ITEM-019-04-017,DEL-019-04,QC program onboarding for personnel and subcontractors,1,LS,LUMP_SUM,Procedure,Phase A Step A8,"Orientation on QC procedures for new subcontractors and project team members; labour included in ITEM-019-04-005 and ITEM-019-04-003"
ITEM-019-04-018,DEL-019-04,Third-party testing laboratory qualification (if applicable),1,LS,LUMP_SUM,Specification,REQ-QC-17,"Verification of ISO 17025 or equivalent accreditation for third-party labs; labour included in ITEM-019-04-005; applicability TBD pending IFC specs"
ITEM-019-04-019,DEL-019-04,Final punch-list inspection and conformance determination,1,LS,LUMP_SUM,Procedure,Phase C Steps C1-C2,"Pre-CCC final inspection, zero-deficiency verification, formal conformance determination; labour included in ITEM-019-04-001 and ITEM-019-04-005"
ITEM-019-04-020,DEL-019-04,QC record retention and CCC documentation support,1,LS,LUMP_SUM,Procedure,Phase C Steps C4-C5,"Assembly and archival of complete QC documentation package for Owner CCC review; digital backup for guarantee period (construction + 2 years); labour included in ITEM-019-04-001 and ITEM-019-04-005"
