LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,3300,PKG-002,DEL-02-01,Interior hollow metal doors — single (office/admin/shared areas; estimated 18 openings),18,each,1800,32400,CAD,RATE_TABLE,Building_Envelope_Rates.csv BE-11,MED,18 single doors estimated for: 7 offices + 2 washrooms + kitchen + meeting room + 4 utility/custodial/IT + 2 misc; see ASM-004
L-002,3300,PKG-002,DEL-02-01,Interior hollow metal doors — double (meeting room main entry; 1 pair),1,each,3400,3400,CAD,RATE_TABLE,Building_Envelope_Rates.csv BE-12,MED,One double-door pair at meeting/training room entry (40-person capacity room); see ASM-004
L-003,3300,PKG-002,DEL-02-01,Door hardware sets — commercial (all interior openings; 19 sets),19,each,600,11400,CAD,RATE_TABLE,Building_Envelope_Rates.csv BE-13,MED,One hardware set per door opening (18 single + 1 double = 19 openings); see ASM-004
L-004,3200,PKG-002,DEL-02-01,Interior partition walls — metal stud and gypsum board (office/admin/shared areas),TBD,sf,TBD,TBD,CAD,RATE_TABLE,location TBD,LOW,No rate table entry for interior partitions in provided PRICE_SOURCES; STRICT policy requires TBD; estimated ~3500 sf of partition wall area needed; see ASM-005
L-005,3400,PKG-002,DEL-02-01,Sealed concrete floor finish — sealer/hardener application (shared/office areas; ~5200 sf),TBD,sf,TBD,TBD,CAD,RATE_TABLE,location TBD,LOW,No finish-only rate in PRICE_SOURCES; SC-03/SC-04 cover full slab (DEL-02-04 scope); sealer-only finish rate not available; see ASM-006
L-006,3400,PKG-002,DEL-02-01,Ceiling system — suspended acoustical ceiling tile (office/admin/shared areas; ~5200 sf),TBD,sf,TBD,TBD,CAD,RATE_TABLE,location TBD,LOW,No ceiling rate in provided PRICE_SOURCES; DB to propose approach per SOW-0218; see DEC-R-003
L-007,3500,PKG-002,DEL-02-01,Accessibility features — barrier-free washrooms and accessible route provisions,TBD,sf,TBD,TBD,CAD,RATE_TABLE,location TBD,LOW,No accessibility rate in provided PRICE_SOURCES; Alberta Building Code requirements apply per SOW-0219; see DEC-R-004
L-008,3600,PKG-002,DEL-02-01,Code-required signage — exit signs and room identification and accessibility and fire signage,TBD,ls,TBD,TBD,CAD,RATE_TABLE,location TBD,LOW,No signage rate in provided PRICE_SOURCES; per SOW-0229 base scope includes code-required signage; see DEC-R-005
L-009,3400,PKG-002,DEL-02-01,Interior paint — wall finishes (office/admin/shared areas; ~7000 sf wall surface),TBD,sf,TBD,TBD,CAD,RATE_TABLE,location TBD,LOW,No interior paint rate in provided PRICE_SOURCES; T-12 painter labour rate available ($60/hr) but no material+labour combined rate; see ASM-007
L-010,3100,PKG-002,DEL-02-01,Architectural design fees — full service concept through CA (7% of DEL-02-01 construction cost),TBD,ls,TBD,TBD,CAD,RATE_TABLE,Professional_Design_Fees.csv DF-01,LOW,DF-01 fee is 7% of construction cost; construction subtotal is TBD because multiple line items are TBD; fee cannot be computed until construction lines are priced; see DEC-R-002
