LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,3300,PKG-002,DEL-02-01,Interior hollow metal doors — single (office/admin/shared areas; estimated 18 openings),18,each,1800,32400,CAD,RATE_TABLE,Building_Envelope_Rates.csv BE-11,MED,18 single doors estimated for: 7 offices + 2 washrooms + kitchen + meeting room + 4 utility/custodial/IT + 2 misc; see ASM-004
L-002,3300,PKG-002,DEL-02-01,Interior hollow metal doors — double (meeting room main entry; 1 pair),1,each,3400,3400,CAD,RATE_TABLE,Building_Envelope_Rates.csv BE-12,MED,One double-door pair at meeting/training room entry (40-person capacity room); see ASM-004
L-003,3300,PKG-002,DEL-02-01,Door hardware sets — commercial (all interior openings; 19 sets),19,each,600,11400,CAD,RATE_TABLE,Building_Envelope_Rates.csv BE-13,MED,One hardware set per door opening (18 single + 1 double = 19 openings); see ASM-004
L-004,3200,PKG-002,DEL-02-01,Interior partition walls — metal stud and gypsum board (office/admin/shared areas; ~325 m2 wall face),325,m2,93,30225,CAD,RATE_TABLE,"Interior_Architectural_Rates.csv IA-01/IA-02/IA-04 blended (70% non-rated @$82 + 20% fire-rated @$112 + 10% wet area @$132 = $93/m2)",MED,"Previously TBD; resolved using Interior_Architectural_Rates.csv (PS-27); 325 m2 = ~3500 sf per ASM-005; blended rate reflects mix of partition types per typical office/admin layout"
L-005,3400,PKG-002,DEL-02-01,Sealed concrete floor finish — densifier + sealer application (office/admin/shared areas; ~483 m2),483,m2,35,16905,CAD,RATE_TABLE,Interior_Architectural_Rates.csv IA-08,MED,"Previously TBD; resolved using IA-08 ($35/m2 densifier + sealer); 483 m2 = ~5200 sf per ASM-006; finish-only rate — structural slab in DEL-02-04 (SC-03/SC-04)"
L-006,3400,PKG-002,DEL-02-01,Ceiling system — suspended acoustical ceiling tile (office/admin/shared areas; ~483 m2),483,m2,68,32844,CAD,RATE_TABLE,Interior_Architectural_Rates.csv IA-05,MED,"Previously TBD; resolved using IA-05 ($68/m2 suspended ACT); 483 m2 = ~5200 sf per ASM-006; standard 600x600 lay-in; T-bar grid; seismic clips per Alberta requirements"
L-007,3500,PKG-002,DEL-02-01,Accessibility features — barrier-free washrooms and accessible route provisions,1,LS,9490,9490,CAD,RATE_TABLE,"Interior_Architectural_Rates.csv IA-15 (6 door upgrades x $325) + IA-16 (8 m2 tactile x $230) + IA-17 (2 accessible WC x $1100) + IA-18 (1 signage pkg x $3500)",MED,"Previously TBD; resolved using IA-15/16/17/18 composite; covers Alberta Building Code barrier-free requirements: 6 accessible door hardware upgrades; 8 m2 tactile walking surface indicators; 2 barrier-free washroom grab bar/accessory packages; 1 accessible signage package"
L-008,3600,PKG-002,DEL-02-01,Code-required signage — exit signs and room identification and accessibility and fire signage,1,LS,11520,11520,CAD,RATE_TABLE,"Interior_Architectural_Rates.csv IA-19 (14 exit signs x $450) + IA-20 (1 fire safety pkg x $2000) + IA-21 (28 room signs x $115)",MED,"Previously TBD; resolved using IA-19/20/21 composite; 14 illuminated exit signs (LED + battery backup); 1 fire safety signage package; 28 room identification signs; per Alberta Fire Code and Building Code"
L-009,3400,PKG-002,DEL-02-01,Interior paint — wall finishes (office/admin/shared areas; ~650 m2 wall surface),650,m2,14.05,9133,CAD,RATE_TABLE,"Interior_Architectural_Rates.csv IA-12/IA-13 blended (85% standard latex @$13 + 15% epoxy/wet area @$20 = $14.05/m2)",MED,"Previously TBD; resolved using IA-12/IA-13 blended; 650 m2 = ~7000 sf per ASM-007; 85% standard office/corridor walls + 15% washroom/kitchen epoxy finish"
L-010,3100,PKG-002,DEL-02-01,Architectural design fees — full service concept through CA (7% of DEL-02-01 construction cost),1,LS,11012,11012,CAD,RATE_TABLE,"Professional_Design_Fees.csv DF-01 (7% of construction subtotal $157317)",MED,"Previously TBD (construction subtotal was incomplete); now computable: 7% x $157317 (L-001 through L-009 sum) = $11012; DF-01 fee basis = construction cost of architectural scope"
