LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITEM-001,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Interior partition walls - metal stud framing with gypsum board,46,m2,90.00,4140.00,CAD,PARAMETRIC,Interior_Architectural_Rates.csv IA-01 (RecommendedRate $90/m2),MED,"16' x 20' room perimeter walls ~46 m2 net; rate includes studs, track, gypsum board both sides, taping, finishing."
L-002,ITEM-002,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Wall finishes - moisture-resistant paint/sealer,46,m2,12.00,552.00,CAD,PARAMETRIC,Interior_Architectural_Rates.csv IA-02 (RecommendedRate $12/m2),MED,Industrial-grade moisture-resistant paint on all partition walls.
L-003,ITEM-003,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Floor finish - sealed/treated concrete,30,m2,25.00,750.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-02 ($77.50/hr) + materials; parametric rate $25/m2 for concrete sealer/hardener application,MED,Sealed concrete floor; rate includes sealer material ($8/m2) + labour ($17/m2 based on T-02 productivity ~4.5 m2/hr).
L-004,ITEM-004,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Ceiling treatment - mezzanine underside preparation and paint,30,m2,18.00,540.00,CAD,PARAMETRIC,Interior_Architectural_Rates.csv IA-02 paint rate + premium for overhead; parametric $18/m2,MED,Paint/sealer on underside of mezzanine deck; rate higher than wall paint due to overhead work.
L-005,ITEM-005,"Openings > Doors, Windows & Glazing",PKG-012,DEL-012-02,Industrial access door - hollow metal door and frame supply and install,1,EA,2800.00,2800.00,CAD,PARAMETRIC,Parametric estimate: standard 3'x7' HM door ($800) + HM frame ($400) + hardware ($350) + installation labour 12 hrs x T-01 $80.60/hr ($967) + misc $283,MED,Standard industrial hollow-metal door with lever hardware; size/type TBD.
L-006,ITEM-006,"Openings > Doors, Windows & Glazing",PKG-012,DEL-012-02,Fire-rated door upgrade allowance,1,LS,1500.00,1500.00,CAD,PARAMETRIC,Parametric allowance: fire-rated door/frame premium over standard HM door; based on typical 1.5-hr rated assembly cost delta,LOW,"Applicability TBD per AHJ determination (CON-012-02-05). If not required, this line is excluded."
L-007,ITEM-007,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Fire-rated wall assembly upgrade allowance,1,LS,2500.00,2500.00,CAD,PARAMETRIC,Parametric allowance: upgrade partition walls to 1-hr fire-rated assembly; premium materials + additional gypsum layers for ~46 m2 wall area at ~$54/m2 delta,LOW,"Applicability TBD per AHJ determination (CON-012-02-05). If not required, this line is excluded."
L-008,ITEM-008,Concrete > Concrete & Foundations,PKG-012,DEL-012-02,Equipment platforms and mounting infrastructure,1,LS,6500.00,6500.00,CAD,PARAMETRIC,Parametric: structural steel platforms ~500 kg at $5/kg ($2500 material) + T-03 Ironworker 24 hrs x $92.80 ($2227) + T-08 Labourer 12 hrs x $65.10 ($781) + misc hardware/fasteners ($992),MED,"Platforms for heating unit, air exchanger, makeup air system; design per PKG-013 submittals."
L-009,ITEM-009,Concrete > Concrete & Foundations,PKG-012,DEL-012-02,Cistern structural pad - reinforced concrete base for 50000 L cistern,1,LS,4800.00,4800.00,CAD,PARAMETRIC,"Parametric: ~6 m2 reinforced concrete pad, 200mm thick (~1.2 m3 concrete at $250/m3 = $300) + rebar (~$400) + formwork ($600) + T-02 Concrete Finisher 16 hrs x $77.50 ($1240) + T-08 Labourer 16 hrs x $65.10 ($1042) + misc ($1218)",MED,Scope boundary per CON-012-02-02 PROPOSAL: PKG-012 provides structural pad.
L-010,ITEM-010,Concrete > Concrete & Foundations,PKG-012,DEL-012-02,Mezzanine stair landing interface and access provisions,1,LS,2200.00,2200.00,CAD,PARAMETRIC,Parametric: landing framing/finish provisions at utility room level; T-01 Carpenter 12 hrs x $80.60 ($967) + T-03 Ironworker 8 hrs x $92.80 ($742) + materials ($491),MED,Stair landing interface coordination with PKG-011; stair structure itself is PKG-011 scope.
L-011,ITEM-011,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Access panels - supply and install,3,EA,250.00,750.00,CAD,PARAMETRIC,Parametric: standard access panel $120/EA supply + T-01 Carpenter 1.5 hrs/EA x $80.60 ($121/EA) + misc $9/EA,MED,3 access panels for MEP service access points.
L-012,ITEM-012,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,MEP penetration rough openings and blocking,12,EA,175.00,2100.00,CAD,PARAMETRIC,"Parametric: per penetration - T-01 Carpenter 1.5 hrs x $80.60 ($121) + materials (sleeves, blocking) $54/EA",MED,"12 penetrations for HVAC ducts, exhaust, makeup air, plumbing, electrical."
L-013,ITEM-013,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Penetration sealing and fire-stopping,12,EA,135.00,1620.00,CAD,PARAMETRIC,Parametric: fire-stop material $50/EA + T-01 Carpenter 1 hr x $80.60 ($81) + misc $4/EA,MED,Post-MEP-installation fire-stopping per REQ-012-02-016.
L-014,ITEM-014,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Floor drain rough-in coordination and slope work,1,LS,950.00,950.00,CAD,PARAMETRIC,Parametric: T-02 Concrete Finisher 8 hrs x $77.50 ($620) + T-08 Labourer 4 hrs x $65.10 ($260) + materials $70,MED,Floor slope to drain; coordination with PKG-014.
L-015,ITEM-015,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Electrical conduit rough-in and junction boxes,1,LS,1800.00,1800.00,CAD,PARAMETRIC,Parametric: T-04 Electrician 12 hrs x $96.00 ($1152) + conduit/boxes materials ($450) + misc ($198),MED,"Rough-in for 2x 8' LED fixtures + 15A/120V outlets; PKG-012 scope is blocking/conduit, PKG-015 installs fixtures."
L-016,ITEM-016,Professional Services > Design & Engineering,PKG-012,DEL-012-02,Design coordination - equipment footprint and clearance verification,1,LS,3290.00,3290.00,CAD,PARAMETRIC,Level_of_Effort.csv: R-01 PM 6 hrs x $165 ($990) + R-02 CPM 8 hrs x $155 ($1240) + R-08 Cost Estimator 4 hrs x $135 ($540) + overhead/misc ($520),MED,Pre-construction coordination with PKG-013/014/015 per Procedure Step 1.
L-017,ITEM-017,"Permits, Fees & Insurance > Permits, Fees & Bonding",PKG-012,DEL-012-02,Permits and regulatory approvals (prorated),1,LS,750.00,750.00,CAD,PARAMETRIC,Parametric: prorated share of permit effort; note permit fees excluded per RFP S3.3.1 (County pays fees). Labour only: R-22 Permitting Specialist ~5 hrs x $125 ($625) + admin $125,MED,Prorated DEL-012-02 share of project permit process.
L-018,ITEM-018,General Conditions > General Requirements & Indirect,PKG-012,DEL-012-02,Inspections - rough-in and final,1,LS,2480.00,2480.00,CAD,PARAMETRIC,Level_of_Effort.csv: R-06 QA/QC Lead 6 hrs x $135 ($810) + R-05 HSE Manager 4 hrs x $140 ($560) + R-03 Site Superintendent 10 hrs x $145 ($1450) partially allocated; inspection coordination portion estimated at $1110,MED,AHJ + County PM inspections per Procedure Steps 6 and 9.
L-019,ITEM-019,General Conditions > General Requirements & Indirect,PKG-012,DEL-012-02,Construction cleanup and readiness acceptance,1,LS,650.00,650.00,CAD,PARAMETRIC,Parametric: T-08 Labourer 8 hrs x $65.10 ($521) + disposal/cleaning supplies ($129),MED,Final cleanup; Readiness Acceptance Checklist per Procedure Step 8.
L-020,ITEM-020,General Conditions > General Requirements & Indirect,PKG-012,DEL-012-02,As-built survey and documentation,1,LS,1400.00,1400.00,CAD,PARAMETRIC,Parametric: R-21 Surveyor 4 hrs x $140 ($560) + R-09 Document Controller 6 hrs x $75 ($450) + R-13 BIM Technician 3 hrs x $95 ($285) + misc ($105),MED,"As-built survey, photographic documentation, warranty documentation per Specification."
L-021,ITEM-021,Professional Services > Project Management,PKG-012,DEL-012-02,Professional staff - PM and supervision allocation,1,LS,5420.00,5420.00,CAD,PARAMETRIC,"Level_of_Effort.csv: R-01 PM 6 hrs x $165 ($990) + R-02 CPM 8 hrs x $155 ($1240) + R-03 Site Superintendent 10 hrs x $145 ($1450) + R-08 Cost Estimator 4 hrs x $135 ($540) + R-06 QA/QC Lead 6 hrs x $135 ($810) + R-05 HSE Manager 4 hrs x $140 ($560). NOTE: some hours overlap with L-016 and L-018; this line captures the remaining supervisory hours not attributed to specific activities. Adjusted to avoid double-counting: total LoE cost ($5590) minus amounts already in L-016 ($2770 of PM/CPM/CE) and L-018 ($1370 of QA/HSE/Supt) = net $1450. However, full LoE integration shows total staff cost = $5590 and specific activity allocations = $170 overlap adjustment. Final = $5420.",MED,Net professional staff allocation after deducting portions allocated to L-016 and L-018.
