ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-012-02,Interior partition walls - metal stud framing with gypsum board (utility room perimeter walls),46,m2,UNIT_RATE,Datasheet,Construction - Wall finishes,"Estimated ~16' x 20' room with ~12' clear height below mezzanine; perimeter wall area ~46 m2 (net of door opening). Room dimensions TBD."
ITEM-002,DEL-012-02,Wall finishes - paint/sealer on partition walls (moisture-resistant industrial grade),46,m2,UNIT_RATE,Specification,REQ-012-02-003,"Entire wall area; finish must meet moisture resistance and abrasion criteria per REQ-012-02-003."
ITEM-003,DEL-012-02,Floor finish - sealed/treated concrete floor,30,m2,UNIT_RATE,Datasheet,Construction - Floor finish,"Estimated room footprint ~16' x 20' = 320 sqft = ~30 m2. Floor drain and slope provisions included. Dimensions TBD."
ITEM-004,DEL-012-02,Ceiling treatment - underside of mezzanine deck preparation and finish,30,m2,UNIT_RATE,Datasheet,Construction - Ceiling treatment,"Mezzanine deck forms ceiling; underside treatment/paint. Same footprint as floor. Clear height TBD."
ITEM-005,DEL-012-02,Access door - industrial access door supply and install,1,EA,UNIT_RATE,Datasheet,Access Door(s),"Min 1 door; size/type/fire-rating TBD. Parametric estimate for standard industrial hollow-metal door and frame."
ITEM-006,DEL-012-02,Fire-rated door upgrade allowance (if required by AHJ),1,LS,LUMP_SUM,Specification,REQ-012-02-014,"Allowance for fire-rated door assembly upgrade; applicability TBD per AHJ determination."
ITEM-007,DEL-012-02,Fire-rated wall assembly upgrade allowance (if required by AHJ),1,LS,LUMP_SUM,Specification,REQ-012-02-014,"Allowance for fire-rated gypsum/insulation upgrade to partition walls; applicability TBD per code assessment."
ITEM-008,DEL-012-02,Equipment platforms and mounting infrastructure for PKG-013 mechanical equipment,1,LS,LUMP_SUM,Specification,REQ-012-02-006,"Structural steel/concrete platforms for heating unit, air exchanger, makeup air system. Design driven by PKG-013 submittals."
ITEM-009,DEL-012-02,Cistern structural pad/plinth (50000 L water storage cistern base),1,LS,LUMP_SUM,Specification,REQ-012-02-008,"Concrete pad or reinforced base for 50000 L cistern. Scope boundary PROPOSAL: PKG-012 provides pad; PKG-014 installs cistern."
ITEM-010,DEL-012-02,Mezzanine stair landing interface and access provisions,1,LS,LUMP_SUM,Specification,REQ-012-02-009,"Stair landing interface within utility room zone; coordination with PKG-011."
ITEM-011,DEL-012-02,Access panels supply and install,3,EA,UNIT_RATE,Datasheet,Construction - Access panels,"Access panels for MEP service access; quantity estimated at 3 EA (mechanical, plumbing, electrical)."
ITEM-012,DEL-012-02,MEP penetration rough openings and blocking (walls and ceiling),12,EA,UNIT_RATE,Procedure,Step 5,"Rough openings for HVAC ducts, exhaust, makeup air, plumbing, electrical conduit. Estimated 12 penetrations."
ITEM-013,DEL-012-02,Penetration sealing and fire-stopping (post-MEP installation),12,EA,UNIT_RATE,Specification,REQ-012-02-016,"Fire-stopping of all wall/ceiling penetrations after MEP installation. Quantity matches ITEM-012."
ITEM-014,DEL-012-02,Floor drain rough-in coordination and slope work,1,LS,LUMP_SUM,Specification,REQ-012-02-004,"Floor slope to drain; coordination with PKG-014 plumbing contractor."
ITEM-015,DEL-012-02,Electrical conduit rough-in and junction boxes (2x 8' LED fixtures + outlets),1,LS,LUMP_SUM,Procedure,Step 5.2-5.3,"Conduit and junction box rough-in for lighting and 15A/120V outlets; coordination with PKG-015."
ITEM-016,DEL-012-02,Design coordination - equipment footprint and clearance verification,1,LS,LUMP_SUM,Procedure,Step 1,"Pre-construction coordination with PKG-013/014/015; includes clearance verification submittal."
ITEM-017,DEL-012-02,Permits and regulatory approvals (building permit + safety code permits),1,LS,LUMP_SUM,Procedure,Step 2,"Prorated share of overall project permit effort for utility room scope."
ITEM-018,DEL-012-02,Inspections - rough-in and final (AHJ + County PM),1,LS,LUMP_SUM,Procedure,Step 6 and Step 9,"Rough-in inspections (framing, plumbing, electrical, mechanical) and final inspection."
ITEM-019,DEL-012-02,Construction cleanup and readiness acceptance,1,LS,LUMP_SUM,Procedure,Step 8,"Final cleanup; Readiness Acceptance Checklist preparation and sign-off with PKG-013/014/015."
ITEM-020,DEL-012-02,As-built survey and documentation,1,LS,LUMP_SUM,Specification,Documentation,"As-built survey, photographic documentation, warranty documentation."
ITEM-021,DEL-012-02,Professional staff - project management and supervision (DEL-012-02 allocation),1,LS,LUMP_SUM,Procedure,All Steps,"Level of effort for PM, CPM, Site Superintendent, Cost Estimator, QA/QC Lead, HSE Manager per Level_of_Effort.csv."
