ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-006-08,Project management for plumbing specification,6,hr,UNIT_RATE,Procedure,Phase 1-5 (all phases),PM coordination across all phases; from Level_of_Effort.csv R-01
ITEM-002,DEL-006-08,Cost estimating support for plumbing specification,4,hr,UNIT_RATE,Procedure,Phase 1 and Phase 3,Estimate prep and quantity takeoff; from Level_of_Effort.csv R-08
ITEM-003,DEL-006-08,BIM technician support for plumbing specification,21,hr,UNIT_RATE,Procedure,Phase 2-3 (design support),Model support for specification coordination; from Level_of_Effort.csv R-13
ITEM-004,DEL-006-08,Plumbing Engineer — specification authoring and design,49,hr,UNIT_RATE,Specification,"All sections (SPEC-PLB-001 through SPEC-PLB-091)",Lead engineer effort: scope confirmation; code research; preliminary design input; specification drafting (MasterFormat); calculation coordination; QA review; interdisciplinary coordination; P.Eng. review; construction support; commissioning support; from Level_of_Effort.csv R-18
ITEM-005,DEL-006-08,Scope confirmation and code research (Phase 1),1,LS,LUMP_SUM,Procedure,Phase 1 — Steps 1.1 to 1.5,Confirm plumbing scope; confirm Alberta Safety Code edition; obtain references; coordinate milestones; resolve CON-PLB-003 with Owner
ITEM-006,DEL-006-08,Preliminary plumbing design input (Phase 2),1,LS,LUMP_SUM,Procedure,Phase 2 — Steps 2.1 to 2.3,Specification engineer input to DEL-006-01 preliminary design; County submission and approval
ITEM-007,DEL-006-08,Plumbing calculations coordination (Phase 3),1,LS,LUMP_SUM,Procedure,Phase 3 — Step 3.1,Pipe sizing; flow demand analysis; simultaneous demand scenarios; cistern adequacy; pump selection; vent sizing — input to DEL-006-07 referenced by specification
ITEM-008,DEL-006-08,Conflict resolution and open items (Phase 3),1,LS,LUMP_SUM,Guidance,Conflict Table (CON-PLB-001 to CON-PLB-003),Resolve floor drain routing; hot water source selection; septic removal confirmation
ITEM-009,DEL-006-08,Specification document production — MasterFormat (Phase 3),1,LS,LUMP_SUM,Specification,All requirements sections,Draft specification addressing SPEC-PLB-001 through SPEC-PLB-091; material specs; workmanship standards; testing requirements; warranty provisions; code compliance
ITEM-010,DEL-006-08,Internal QA review of specification (Phase 3),1,LS,LUMP_SUM,Procedure,Phase 3 — Step 3.6,Senior reviewer QA check: all SPEC-PLB requirements addressed; consistency with calculations and drawings; Safety Code references correct
ITEM-011,DEL-006-08,Interdisciplinary coordination review (Phase 3),1,LS,LUMP_SUM,Procedure,Phase 3 — Step 3.7,Coordination with Architecture (PKG-001); Structural (PKG-002); Mechanical (PKG-003); Electrical (PKG-004); Civil (PKG-005)
ITEM-012,DEL-006-08,P.Eng. review and authorization (Phase 3),1,LS,LUMP_SUM,Procedure,Phase 3 — Step 3.8,P.Eng. review of specification; stamp on associated IFC drawings (DEL-006-02 to DEL-006-05)
ITEM-013,DEL-006-08,Construction support — submittal review and RFIs (Phase 4),1,LS,LUMP_SUM,Procedure,Phase 4 — Steps 4.1 to 4.3,Review shop drawings and submittals; respond to RFIs; coordinate Safety Code inspections
ITEM-014,DEL-006-08,Commissioning and testing support (Phase 5),1,LS,LUMP_SUM,Procedure,Phase 5 — Steps 5.1 to 5.7,Witness pressure testing; pump commissioning; emergency shower test; drainage tests; sanitary tests; Safety Code sign-off
ITEM-015,DEL-006-08,Closeout documentation (Phase 5),1,LS,LUMP_SUM,Procedure,Phase 5 — Steps 5.8 to 5.9,As-built review; O&M manuals; warranty documents; closeout package assembly
ITEM-016,DEL-006-08,Water supply system specification sections,1,LS,LUMP_SUM,Specification,Water Storage — Cistern; Water Distribution; Hot Water Supply,"Cistern (50,000 L); pump (100 LPM); 2.5-inch fill connection; taps; pressure washer reels; industrial wash station; hot water supply"
ITEM-017,DEL-006-08,Drainage system specification sections,1,LS,LUMP_SUM,Specification,Drainage — Floor Drains; Wash Bay; Plumbing Vent System,Floor drains; sump drains; wash bay drainage; mud sump; vent system design
ITEM-018,DEL-006-08,Septic and sanitary system specification sections,1,LS,LUMP_SUM,Specification,"Septic / Sanitary System; Washroom and Sanitary Fixtures","2,000 US gal septic holding tank; existing tank removal; sanitary fixtures; washroom plumbing; laundry connections"
ITEM-019,DEL-006-08,Safety and specialty system specification sections,1,LS,LUMP_SUM,Specification,Emergency Shower; Bulk Water Fill System,Emergency shower (ANSI Z358.1 compliance); bulk water fill pump with acceptance criteria
ITEM-020,DEL-006-08,Standards and code compliance documentation,1,LS,LUMP_SUM,Specification,Standards; General Requirements,Alberta Safety Codes; NPC; CCDC 14-2013; ANSI Z358.1; Alberta EPA — code compliance statements
