LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-01,23-HVAC,PKG-002,DEL-02-05,HVAC system - institutional/shared areas (complete; RTUs/AHUs; ductwork; controls; diffusers),5200,sf,32,166400,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-01 (RecommendedRate $32/sf); PP-05 area zone split per ASM-01,MED,Heated and cooled office/admin/kitchen/locker areas
L-02,23-HVAC,PKG-002,DEL-02-05,HVAC system - apparatus bays (heated only; radiant or unit heaters),6400,sf,21,134400,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-02 (RecommendedRate $21/sf); PP-05 area zone split per ASM-01,MED,Simpler distribution; no cooling; 4 fire apparatus bays
L-03,23-HVAC,PKG-002,DEL-02-05,HVAC system - PW shop bays (heated only; radiant or unit heaters),6400,sf,21,134400,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-02 (RecommendedRate $21/sf); PP-05 area zone split per ASM-01,MED,Simpler distribution; no cooling; 4 PW shop bays
L-04,23-PLMB,PKG-002,DEL-02-05,Plumbing system - institutional/shared areas (complete; fixtures; piping; water heater; drain/vent),5200,sf,14,72800,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-03 (RecommendedRate $14/sf); PP-05 area zone split per ASM-01,MED,Washrooms; kitchen; showers; laundry rough-in
L-05,23-PLMB,PKG-002,DEL-02-05,Plumbing system - apparatus/shop bays (minimal fixtures; hose bibs),12800,sf,6,76800,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-04 (RecommendedRate $6/sf); combined bay area 6400+6400,MED,Bay sumps priced separately; this covers hose bibs and basic piping
L-06,23-EXHS,PKG-002,DEL-02-05,Vehicle exhaust extraction system - apparatus bays (source-capture; per bay),4,each,25000,100000,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-06 (RecommendedRate $25000/bay); PP-11 qty=4,MED,Hose reel + overhead track + fan + duct to exterior; 2 apparatus per bay
L-07,23-EXHS,PKG-002,DEL-02-05,Shop bay ventilation system - PW bays (supply + exhaust; per bay),4,each,11000,44000,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-07 (RecommendedRate $11000/bay); PP-12 qty=4,MED,Combined supply + exhaust; occasional idling and welding ventilation
L-08,23-EQUP,PKG-002,DEL-02-05,Water fill station (2-inch; installed; with backflow preventer),2,each,3500,7000,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-09 (RecommendedRate $3500/each); PP-17 qty=2,MED,1 fire apparatus bay + 1 PW bay; per SOW-0223
L-09,23-EQUP,PKG-002,DEL-02-05,Bay sump assembly (oil/water separator type; installed with plumbing connection),8,each,4500,36000,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-10 (RecommendedRate $4500/each); PP-18 qty=8,MED,4 fire bays + 4 PW bays; assembly + plumbing connection; slab rough-in excluded (DEL-02-04)
L-10,23-EQUP,PKG-002,DEL-02-05,Domestic hot water heater (commercial; gas-fired; 75-100 gal),1,each,6000,6000,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-11 (RecommendedRate $6000/each),MED,Institutional duty; serves washrooms/showers/kitchen
L-11,23-CTRL,PKG-002,DEL-02-05,Building automation system (BAS; DDC controls; sensors; programming),18000,sf,4,72000,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-12 (RecommendedRate $4/sf); PP-05 full building area,MED,DDC controls; sensors; programming; commissioning
L-12,23-FPRT,PKG-002,DEL-02-05,Fire protection - wet sprinkler system (institutional; if required by AHJ),18000,sf,6,108000,CAD,RATE_TABLE,Mechanical_System_Rates.csv MS-05 (RecommendedRate $6/sf); PP-05 full building area,LOW,Conditional on AHJ requirement; may not be required for this occupancy classification
L-13,23-PLMB,PKG-002,DEL-02-05,Kitchen/laundry plumbing rough-in (stubs to fixture locations),1,LS,8000,8000,CAD,RATE_TABLE,Construction_Labour_Rates.csv T-05 ($82/hr x ~100 hrs); ASM-05,MED,Rough-in stubs only; appliance connection by DEL-05-06 if elected
L-14,23-PLMB,PKG-002,DEL-02-05,Base building mechanical rough-in to wash bay location,1,LS,6000,6000,CAD,RATE_TABLE,Construction_Labour_Rates.csv T-05 ($82/hr x ~73 hrs); ASM-06,MED,Hot/cold water + drain stub to wash bay location; dedicated equipment by DEL-05-01
L-15,23-MECH-DESIGN,PKG-002,DEL-02-05,Mechanical engineering design fees (HVAC + plumbing + fire protection),1,LS,24295,24295,CAD,RATE_TABLE,Professional_Design_Fees.csv DF-04 (2.5% of mechanical construction cost); DEC-03,MED,2.5% of L-01 through L-14 subtotal ($971800); applied to this deliverable per brief cost ownership
L-16,23-COMM,PKG-002,DEL-02-05,System-specific commissioning labour (mechanical balancing; TAB; functional testing),1,LS,18000,18000,CAD,RATE_TABLE,Construction_Labour_Rates.csv T-05/T-06 blended ($80/hr x ~225 hrs); ASM-07,MED,Testing air balancing and hydronic balancing; functional performance testing; per brief cost ownership
