LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,03-CONCRETE,PKG-002,DEL-02-02,Sealed concrete floor finish -- 4 fire apparatus bays (780 m2 total; 4 bays x 2100 sf = 8400 sf),780,m2,35,27300,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-08; Assumed_Project_Parameters.csv / PP-11 (4 bays) and PP-05 (bay area ~2100 sf each from Datasheet),MED,Bay area midpoint 2100 sf per Addendum 03 s1.21 (2000-2200 sf range). Densifier + sealer per IA-08 description. See ASM-001.
L-002,09-FINISHES,PKG-002,DEL-02-02,Exposed structure paint -- 4 fire apparatus bay ceilings (780 m2),780,m2,22,17160,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-07; Assumed_Project_Parameters.csv / PP-11,MED,Spray-apply latex to exposed deck/joists in bay area. Same 780 m2 as bay floor area. See ASM-001.
L-003,10-SPECIALTIES,PKG-002,DEL-02-02,Bunker gear lockers -- heavy-duty ventilated (40 units),40,each,2200,88000,CAD,RATE_TABLE,Equipment_Pricing.csv / EQ-06; Assumed_Project_Parameters.csv / PP-15,MED,Quantity confirmed at 40 per Addendum 03 s1.13 and PP-15. Rate $2200 is midpoint of $1800-$2500 range.
L-004,11-EQUIPMENT,PKG-002,DEL-02-02,Breathing air compressor system -- fire service complete (1 system),1,LS,55000,55000,CAD,RATE_TABLE,Equipment_Pricing.csv / EQ-08; Mechanical_System_Rates.csv / MS-08,LOW,Both sources consistent ($45k-$65k range). Includes compressor + dryer + storage + fill panels + distribution piping within SCBA room. Resolves CON-M-01 per cost ownership rules.
L-005,23-MECH,PKG-002,DEL-02-02,Compressed air distribution piping -- from compressor room to 4 apparatus bays (ceiling drops),1,LS,20000,20000,CAD,ALLOWANCE,Decision_Log.md / DEC-EST-003; Equipment_Pricing.csv / EQ-08 Notes,LOW,No direct rate table entry for piping distribution. Allowance based on 4 bays x typical 15-25m piping runs + ceiling drop assemblies + valves. FALLBACK_POLICY=ALLOW_ALLOWANCE applied. See ASM-003.
L-006,22-PLUMBING,PKG-002,DEL-02-02,Bay sump assemblies -- oil/water separator type (4 fire bays),4,each,4500,18000,CAD,RATE_TABLE,Mechanical_System_Rates.csv / MS-10; Equipment_Pricing.csv / EQ-10; Assumed_Project_Parameters.csv / PP-18,MED,4 fire apparatus bays. Rate $4500 per MS-10/EQ-10. Includes floor drain + trap + separator + sanitary connection.
L-007,09-FINISHES,PKG-002,DEL-02-02,Decon area -- wet area partitions (steel stud + cement board; 50 m2),50,m2,132,6600,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-04,MED,Interior partition walls for decon room and shower/WR areas. Moisture-resistant GWB + cement board. See ASM-002.
L-008,09-FINISHES,PKG-002,DEL-02-02,Decon area -- ceramic tile flooring (decon room + shower/WR; 26.5 m2),26.5,m2,118,3127,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-10,MED,Commercial grade ceramic tile for wet areas. Decon room 16.3 m2 + 2x shower/WR 10.2 m2. See ASM-002.
L-009,09-FINISHES,PKG-002,DEL-02-02,Decon area -- ceramic tile walls in shower zones (20 m2),20,m2,118,2360,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-10,MED,Shower/WR wall tile to ceiling height. See ASM-002.
L-010,09-FINISHES,PKG-002,DEL-02-02,Decon area -- epoxy/semi-gloss paint on remaining walls (30 m2),30,m2,20,600,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-13,MED,Washable finish for cleaning-intensive decon areas.
L-011,10-SPECIALTIES,PKG-002,DEL-02-02,Decon area -- washroom accessories (2 washroom/shower rooms),2,each,800,1600,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-24,MED,Dispensers + mirrors + shelves per shower/WR unit.
L-012,10-SPECIALTIES,PKG-002,DEL-02-02,Decon area -- toilet partitions (2 stalls),2,each,1500,3000,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-25,MED,Phenolic or solid plastic; floor-mounted overhead-braced.
L-013,09-FINISHES,PKG-002,DEL-02-02,Bunker gear locker room -- non-rated partitions (30 m2),30,m2,82,2460,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-02,MED,Steel stud + 1-layer GWB both sides. Room area ~42 m2 (450 sf midpoint). See ASM-004.
L-014,03-CONCRETE,PKG-002,DEL-02-02,Bunker gear locker room -- sealed concrete floor (41.8 m2),41.8,m2,35,1463,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-08,MED,Densifier + sealer. See ASM-004.
L-015,09-FINISHES,PKG-002,DEL-02-02,Bunker gear locker room -- suspended ACT ceiling (41.8 m2),41.8,m2,68,2842,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-05,MED,600x600 lay-in mineral fibre with seismic clips. See ASM-004.
L-016,09-FINISHES,PKG-002,DEL-02-02,Bunker gear locker room -- paint walls (60 m2),60,m2,13,780,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-12,MED,2 coats latex on drywall.
L-017,09-FINISHES,PKG-002,DEL-02-02,Fire gear storage room -- non-rated partitions (20 m2),20,m2,82,1640,CAD,RATE_TABLE,Interior_Architectural_Rates.csv / IA-02,MED,Room area ~25.5 m2 (275 sf midpoint). See ASM-005.
