RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-006-03-001,PKG-006,DEL-006-03,Drain and Vent Plans,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,SOW-0016,Complete final plumbing design,Decomposition SSOW §C,DEL-006-03 implements SOW-0016: final plumbing design - drainage and venting component,Datasheet.md,Identification > Statement of Work Reference,"Statement of Work Reference: SOW-0016",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicit SOW reference in Datasheet. Confirmed in Decomposition Scope Ledger: SOW-0016 maps to PKG-006 DEL-006-02 thru DEL-006-08.,,
v3.1,DEP-006-03-002,PKG-006,DEL-006-03,Drain and Vent Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,Deliver a code-compliant fully functional maintenance shop addition,Decomposition §5 Objectives,DEL-006-03 supports OBJ-001: code-compliant functional maintenance shop,Datasheet.md,Identification > Supporting Objectives,"OBJ-001, OBJ-003, OBJ-004",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicit objective reference in Datasheet. OBJ-001 confirmed in Decomposition §5.,,
v3.1,DEP-006-03-003,PKG-006,DEL-006-03,Drain and Vent Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-003,Produce complete P.Eng.-stamped IFC design documentation,Decomposition §5 Objectives,DEL-006-03 supports OBJ-003: P.Eng.-stamped IFC design documentation,Datasheet.md,Identification > Supporting Objectives,"OBJ-001, OBJ-003, OBJ-004",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicit objective reference in Datasheet. OBJ-003 confirmed in Decomposition §5.,,
v3.1,DEP-006-03-004,PKG-006,DEL-006-03,Drain and Vent Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-004,Plumbing and water systems operational readiness,Decomposition §5 Objectives,DEL-006-03 supports OBJ-004: plumbing and water systems to operational readiness,Datasheet.md,Identification > Supporting Objectives,"OBJ-001, OBJ-003, OBJ-004",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicit objective reference in Datasheet. OBJ-004 confirmed in Decomposition §5.,,
v3.1,DEP-006-03-005,PKG-006,DEL-006-03,Drain and Vent Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-001,DEL-001-02,,Architectural Floor Plans,Decomposition §7 PKG-001,Required input providing fixture locations and room dimensions for drain layout,Procedure.md,Prerequisites > Documents and Information Required,"Required -- provides fixture locations and room dimensions",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicitly listed prerequisite in Procedure prerequisites table. Referenced again in Procedure Step 2.1.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-006-03-006,PKG-006,DEL-006-03,Drain and Vent Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-02,,Foundation Plan,Decomposition §7 PKG-002,Required input providing slab constraints service pit geometry and sleeve coordination,Procedure.md,Prerequisites > Documents and Information Required,"Required -- provides slab constraints, service pit geometry, sleeve coordination",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicitly listed as DEL-002-02 in Procedure prerequisites table.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-006-03-013,PKG-006,DEL-006-03,Drain and Vent Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-03,,Structural Framing Plans,Decomposition §7 PKG-002,Required input providing slab constraints service pit geometry and sleeve coordination,Procedure.md,Prerequisites > Documents and Information Required,"Required -- provides slab constraints, service pit geometry, sleeve coordination",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicitly listed as DEL-002-03 alongside DEL-002-02 in Procedure prerequisites table.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-006-03-007,PKG-006,DEL-006-03,Drain and Vent Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-008,DEL-008-01,,Geotechnical Investigation and Report,Decomposition §7 PKG-008,Required for frost depth data critical for determining minimum burial depth of exterior drain lines and mud sump connection,Procedure.md,Prerequisites > Documents and Information Required,"Required -- frost depth is the key input for determining minimum burial depth",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicitly listed prerequisite with specific frost depth rationale. Procedure states frost depth is the key input for drain burial depth design.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-006-03-008,PKG-006,DEL-006-03,Drain and Vent Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-005,DEL-005-02,,Site Grading Plan,Decomposition §7 PKG-005,Required for exterior grade elevations for mud sump connection gravity check,Procedure.md,Prerequisites > Documents and Information Required,"Required -- provides exterior grade elevations for mud sump connection gravity check",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicitly listed as DEL-005-02 in Procedure prerequisites table.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-006-03-014,PKG-006,DEL-006-03,Drain and Vent Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-005,DEL-005-03,,Drainage Plan,Decomposition §7 PKG-005,Required for exterior grade elevations for mud sump connection gravity check,Procedure.md,Prerequisites > Documents and Information Required,"Required -- provides exterior grade elevations for mud sump connection gravity check",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Explicitly listed as DEL-005-03 alongside DEL-005-02 in Procedure prerequisites table.,ADVISORY,TASK_ESTIMATING
