LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,03-02-CLR,PKG-003,DEL-03-02,"Site clearing and grubbing — developed area (~4.5 acres per PP-10)",4.5,acre,4200,18900,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-01; Assumed_Project_Parameters.csv PP-10",MED,"Brush/tree removal and grubbing across developed footprint; moderate vegetation assumed per EC-01 notes"
L-002,03-02-CLR,PKG-003,DEL-03-02,"Topsoil stripping and stockpiling — developed area (18211 m2 x 0.072 m avg depth = 1311 m3)",1311,m3,10,13110,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-02; Datasheet.md topsoil avg 72 mm; PP-10 4.5 ac = 18211 m2",MED,"72 mm avg topsoil per Geotech Report 4.1.3; stockpiled on-site for reuse per EC-02"
L-003,03-02-EW,PKG-003,DEL-03-02,"Common excavation (cut to subgrade) — assumed 3000 m3 net cut",3000,m3,15,45000,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-03; ASM-001",LOW,"Cut quantity TBD per Datasheet item B-001; 3000 m3 is assumption based on generally flat site with minor grade adjustments; see ASM-001"
L-004,03-02-EW,PKG-003,DEL-03-02,"Engineered fill (imported granular; placed and compacted) — assumed 2000 m3 net import",2000,m3,30,60000,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-04; ASM-002",LOW,"Fill quantity TBD per Datasheet item B-001; 2000 m3 assumes partial import for building pads and grade correction; see ASM-002"
L-005,03-02-EW,PKG-003,DEL-03-02,"Building pad preparation — main PSB (18000 sf = 1672 m2; 300-450 mm granular base)",1672,m2,22,36784,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-05; PP-05 18000 sf",MED,"Main building footprint 18000 sf per PP-05; granular base compacted and proof-rolled per Geotech Report 5.1.1"
L-006,03-02-EW,PKG-003,DEL-03-02,"Building pad preparation — cold storage (6000 sf = 557 m2; 300-450 mm granular base)",557,m2,22,12254,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-05; PP-07 6000 sf",MED,"Cold storage footprint 6000 sf (60x100) per PP-07/DEC-001; foundation type TBD by DB but pad prep is DEL-03-02 scope per brief"
L-007,03-02-EW,PKG-003,DEL-03-02,"Subgrade compaction (in-situ soils) — building pad areas + access routes (est. 4000 m3)",4000,m3,6,24000,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-06; ASM-003",MED,"Proof-rolling and nuclear density testing across building pads and primary access routes; see ASM-003"
L-008,03-02-ESC,PKG-003,DEL-03-02,"Erosion and sediment control — construction phase (lump sum)",1,LS,22000,22000,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-07",MED,"Silt fence; sediment trap; inlet protection; maintenance; per Alberta ESC guidelines"
L-009,03-02-DRN,PKG-003,DEL-03-02,"Surface drainage swales — estimated 400 lm across site",400,lm,55,22000,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-08; ASM-004",LOW,"Graded swale with rip-rap at outlets; no storm sewer; overland drainage per OSR 11.2; length is assumption; see ASM-004"
L-010,03-02-DRN,PKG-003,DEL-03-02,"Stormwater retention pond — earthwork excavation (est. 2500 m3)",2500,m3,15,37500,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-03 (excavation rate applied to pond); ASM-005",LOW,"Pond shown on TPN46 Sheets C2-C4; volume is assumption — sizing criteria TBD per REQ-3212/item F-001; see ASM-005"
L-011,03-02-DRN,PKG-003,DEL-03-02,"Stormwater retention pond — outlet control and protection (lump sum)",1,LS,15000,15000,CAD,RATE_TABLE,"ASM-006; Earthwork_Civil_Rates.csv EC-08 extrapolated",LOW,"Outlet structure + rip-rap energy dissipation; no explicit rate in sources; priced via extrapolation from EC-08 drainage rates; see ASM-006"
L-012,03-02-FIN,PKG-003,DEL-03-02,"Topsoil replacement and seeding (final grading) — disturbed areas (est. 10000 m2)",10000,m2,11,110000,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-09; ASM-008",MED,"150 mm topsoil + hydroseed on disturbed unpaved areas; area is net of building footprints and paved areas; see ASM-008"
L-013,03-02-SRV,PKG-003,DEL-03-02,"Construction survey and staking (full site development)",1,LS,12000,12000,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-11",MED,"Initial layout; progress surveys; as-built; for earthworks and grading scope"
L-014,03-02-GEO,PKG-003,DEL-03-02,"Geotechnical services — compaction testing and subgrade certification",1,LS,32000,32000,CAD,RATE_TABLE,"Earthwork_Civil_Rates.csv EC-10; REQ-3214",MED,"Geotech oversight during earthworks; compaction testing per REQ-3207 (1 test/lift/500 m2); subgrade certification per REQ-3214; EC-10 rate used as proxy"
L-015,03-02-DSN,PKG-003,DEL-03-02,"Civil engineering design fees — earthworks and drainage scope (2.5% of construction subtotal)",1,LS,11514,11514,CAD,RATE_TABLE,"Professional_Design_Fees.csv DF-02 (2.5% recommended); ASM-009",MED,"Fee base = sum of L-001 through L-014 ($460548); 2.5% = $11514; see ASM-009"
