LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITEM-008,Professional Services > Project Management,PKG-006,DEL-006-01,Project Manager — plumbing preliminary design phase (R-01),6,hr,165,990,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-006-01/R-01 + Professional_Staff_Rates.csv R-01,MED,6 hours PM coordination; covers ITEM-001 through ITEM-007 PM oversight
L-002,ITEM-009,Professional Services > Project Management,PKG-006,DEL-006-01,Cost Estimator — plumbing preliminary design support (R-08),4,hr,135,540,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-006-01/R-08 + Professional_Staff_Rates.csv R-08,MED,4 hours estimating support
L-003,ITEM-010,Professional Services > Design & Engineering,PKG-006,DEL-006-01,BIM Technician — preliminary plumbing drawings and models (R-13),21,hr,95,1995,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-006-01/R-13 + Professional_Staff_Rates.csv R-13,MED,21 hours BIM/CAD production for conceptual layouts and diagrams
L-004,ITEM-011,Professional Services > Design & Engineering,PKG-006,DEL-006-01,Plumbing Engineer — preliminary design engineering (R-18),49,hr,160,7840,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-006-01/R-18 + Professional_Staff_Rates.csv R-18,MED,49 hours lead plumbing engineering; covers all design steps
L-005,ITEM-001,General Conditions > General Requirements & Indirect,PKG-006,DEL-006-01,Source document review and interpretation (scope coverage),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 1; cost included in L-001 through L-004,MED,Activity scope item; labour cost carried by role-based lines L-001 to L-004
L-006,ITEM-002,General Conditions > General Requirements & Indirect,PKG-006,DEL-006-01,Water supply system layout (scope coverage),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 2; cost included in L-001 through L-004,MED,Activity scope item; labour cost carried by role-based lines L-001 to L-004
L-007,ITEM-003,General Conditions > General Requirements & Indirect,PKG-006,DEL-006-01,Drainage system layout (scope coverage),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 3; cost included in L-001 through L-004,MED,Activity scope item; labour cost carried by role-based lines L-001 to L-004
L-008,ITEM-004,General Conditions > General Requirements & Indirect,PKG-006,DEL-006-01,Septic system layout (scope coverage),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 4; cost included in L-001 through L-004,MED,Activity scope item; labour cost carried by role-based lines L-001 to L-004
L-009,ITEM-005,General Conditions > General Requirements & Indirect,PKG-006,DEL-006-01,Fixture location and schedule (scope coverage),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 5; cost included in L-001 through L-004,MED,Activity scope item; labour cost carried by role-based lines L-001 to L-004
L-010,ITEM-006,General Conditions > General Requirements & Indirect,PKG-006,DEL-006-01,Interdisciplinary coordination (scope coverage),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 6; cost included in L-001 through L-004,MED,Activity scope item; labour cost carried by role-based lines L-001 to L-004
L-011,ITEM-007,General Conditions > General Requirements & Indirect,PKG-006,DEL-006-01,Design package compilation and County submission (scope coverage),1,LS,0,0,CAD,PARAMETRIC,Procedure Steps 7-8; cost included in L-001 through L-004,MED,Activity scope item; labour cost carried by role-based lines L-001 to L-004
