RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-03-01-001,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,PKG-003,,PKG-003,Site & Civil Works,_Decomposition/,DEL-03-01 implements PKG-003 (Site & Civil Works) as its parent package node,Datasheet.md,Datasheet.md > Identification > Package,Package: PKG-003 -- Site & Civil Works,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Confirmed in decomposition scope ledger.
v3.1,DEP-03-01-002,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0100,Develop the Public Services Site to accommodate PSB functions and required circulation/parking/yards,_Decomposition/,DEL-03-01 traces to SOW-0100: Develop the Public Services Site,Specification.md,Specification.md > Scope > What This Deliverable Covers,Scope items: SOW-0100 SOW-0101 SOW-0102 SOW-0103 SOW-0104,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Explicit scope item listing in Specification.
v3.1,DEP-03-01-003,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0101,Design site circulation and parking for exterior flow and safe access,_Decomposition/,DEL-03-01 traces to SOW-0101: Design site circulation and parking,Specification.md,Specification.md > Scope > What This Deliverable Covers,Scope items: SOW-0100 SOW-0101 SOW-0102 SOW-0103 SOW-0104,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Explicit scope item listing in Specification.
v3.1,DEP-03-01-004,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0102,Account for existing site works and flood fringe constraints on developable area,_Decomposition/,DEL-03-01 traces to SOW-0102: Account for existing site works,Specification.md,Specification.md > Scope > What This Deliverable Covers,Scope items: SOW-0100 SOW-0101 SOW-0102 SOW-0103 SOW-0104,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Explicit scope item listing in Specification.
v3.1,DEP-03-01-005,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0103,Incorporate preferred building location/orientation from Site Grading drawings,_Decomposition/,DEL-03-01 traces to SOW-0103: Incorporate preferred building location/orientation,Specification.md,Specification.md > Scope > What This Deliverable Covers,Scope items: SOW-0100 SOW-0101 SOW-0102 SOW-0103 SOW-0104,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Explicit scope item listing in Specification.
v3.1,DEP-03-01-006,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0104,Provide civil design and construction drawings for building pads and civil works,_Decomposition/,DEL-03-01 traces to SOW-0104: Provide civil design and construction drawings,Specification.md,Specification.md > Scope > What This Deliverable Covers,Scope items: SOW-0100 SOW-0101 SOW-0102 SOW-0103 SOW-0104,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Explicit scope item listing in Specification.
v3.1,DEP-03-01-007,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-005,Deliver complete site/civil works enabling safe and efficient operations,_Decomposition/,DEL-03-01 supports OBJ-005: Deliver complete site/civil works,Guidance.md,Guidance.md > Purpose > Associated Objectives,OBJ-005: Deliver complete site/civil works enabling safe and efficient operations,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Explicit objective mapping in Guidance (marked ASSUMPTION best-effort per PACKAGE_HEURISTIC). Confirmed in decomposition.
v3.1,DEP-03-01-008,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-007,Provide adaptability and future expansion capability in building and site planning,_Decomposition/,DEL-03-01 supports OBJ-007: Provide adaptability and future expansion capability,Guidance.md,Guidance.md > Purpose > Associated Objectives,OBJ-007: Provide adaptability and future expansion capability,EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,ASSUMPTION. Source marks OBJ-007 mapping as best-effort per PACKAGE_HEURISTIC. Confirmed in decomposition SupportsObjectives column.
v3.1,DEP-03-01-009,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-02-01,,Architectural Program Layout & Code Planning,,DEL-03-01 requires building footprint dimensions from DEL-02-01 (architectural program) as input for building siting on site plan,Procedure.md,Procedure.md > Prerequisites > Information Required Before Starting,"PKG-002 building layout intent (building footprint dimensions) -- DEL-02-01, DEL-02-02, DEL-02-03",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Procedure prerequisites explicitly list PKG-002 building layout as required input.
v3.1,DEP-03-01-010,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-002,DEL-02-02,,Firehall Apparatus Bays & Support Spaces,,DEL-03-01 requires overhead door schedule and fire apparatus bay configuration from DEL-02-02 for concrete apron design and circulation layout,Procedure.md,Procedure.md > Verification,"Count aprons vs. overhead door schedule (from DEL-02-02, DEL-04-02)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Verification table and Step 3.2 explicitly reference DEL-02-02 for apparatus bay configuration and door schedule.
v3.1,DEP-03-01-011,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-002,DEL-02-03,,Public Works Shop Bays Workshop & Support Spaces,,DEL-03-01 requires building footprint dimensions from DEL-02-03 (PW shop bays) for site plan siting,Procedure.md,Procedure.md > Prerequisites > Information Required Before Starting,"PKG-002 building layout intent (building footprint dimensions) -- DEL-02-01, DEL-02-02, DEL-02-03",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Listed alongside DEL-02-01 and DEL-02-02 in prerequisites.
v3.1,DEP-03-01-012,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-004,DEL-04-01,,Cold Storage - Design Basis & Configuration,,DEL-03-01 requires cold storage building footprint (60x100) and siting parameters from DEL-04-01 for site plan integration,Procedure.md,Procedure.md > Prerequisites > Information Required Before Starting,PKG-004 cold storage building footprint -- Design-Builder -- DEL-04-01,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Procedure prerequisites explicitly list DEL-04-01 cold storage footprint as required input.
v3.1,DEP-03-01-013,PKG-003,DEL-03-01,Site Plan Circulation Parking & Operational Layout,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-004,DEL-04-02,,Cold Storage - Doors Openings & Hardware,,DEL-03-01 requires overhead door schedule from DEL-04-02 for cold storage concrete apron count verification,Procedure.md,Procedure.md > Verification,"Count aprons vs. overhead door schedule (from DEL-02-02, DEL-04-02)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Verification table explicitly references DEL-04-02 for overhead door schedule.
