RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-07-03-001,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,PACKAGE,PKG-03,,PKG-03,PKG-03 Team Qualifications (Appendix I + resumes),_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md,DEL-07-03 is a primary deliverable of PKG-03 Team Qualifications (Appendix I + resumes).,Datasheet.md,Datasheet.md > Identification table,Package: PKG-03 Team Qualifications (Appendix I + resumes),EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Decomposition §7 and §8 confirm DEL-07-03 under PKG-03.
v3.1,DEP-07-03-002,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-007,SOW-007 — Complete Appendix I list of subtrades / Design-Build team (scope > company / address / key personnel),_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md § 10,DEL-07-03 implements scope item SOW-007 as stated in _CONTEXT.md Scope Traceability and Decomposition §10 Scope Ledger.,_CONTEXT.md,_CONTEXT.md > Scope Traceability,Scope items: SOW-007,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: _CONTEXT.md explicitly states SOW-007. Decomposition §10 maps SOW-007 -> PKG-03 / DEL-07-03 / OBJ-006.
v3.1,DEP-07-03-003,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-006,OBJ-006 — Demonstrate a strong team & firms (Complete Appendix I + key resumes + relevant experience),_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md § 6,DEL-07-03 traces to objective OBJ-006 per _CONTEXT.md Scope Traceability and Decomposition §6.,_CONTEXT.md,_CONTEXT.md > Scope Traceability,Objectives: OBJ-006,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: _CONTEXT.md explicitly states OBJ-006. Decomposition §6 defines OBJ-006 as 'Demonstrate a strong team & firms.'
v3.1,DEP-07-03-004,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,C-06,C-06 — Design-Build team list: Provide Appendix I (subtrades / DB team),_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md § 3,DEL-07-03 satisfies Hard Constraint C-06 per Decomposition §3 and Specification REQ-01.,Specification.md,Specification.md > REQ-01,Mandatory compliance item; Constraint C-06 per Decomposition §3,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Decomposition §3 lists C-06 as a mandatory hard constraint. Specification REQ-01 cites C-06 explicitly.
v3.1,DEP-07-03-005,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-02,DEL-05-02,,DEL-05-02 Appendix H Schedule B Cost Breakdown,PKG-02/1_Working/DEL-05-02_AppendixH_ScheduleB_CostBreakdown,The subtrade list must be cross-checked against the cost breakdown (DEL-05-02) to ensure scopes in pricing are represented in the team list and vice versa.,Procedure.md,Procedure.md > Prerequisites > Upstream dependencies,"DEL-05-02 (Appendix H Schedule B Cost Breakdown): The subtrade list should align with the cost breakdown to ensure consistency between team roster and pricing scopes.",EXPLICIT,DRAFT,TBD,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Procedure.md Prerequisites and Step 4 explicitly require obtaining DEL-05-02 draft and cross-checking scopes. Guidance Consideration 4 also states this cross-check requirement.
v3.1,DEP-07-03-006,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-04,DEL-02-01,,DEL-02-01 Concept Design Package,PKG-04/1_Working/DEL-02-01_ConceptDesignPackage,The concept design informs which specialty consultants and trades are required (e.g. solar-capable roof design overhead door systems fire apparatus exhaust).,Procedure.md,Procedure.md > Prerequisites > Upstream dependencies,"DEL-02-01 (Concept Design Package): The design concept informs which specialty consultants and trades are required (e.g., solar-capable roof design, overhead door systems, fire apparatus exhaust).",EXPLICIT,DRAFT,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Procedure.md Prerequisites explicitly lists DEL-02-01 as upstream dependency. Status listed as TBD / coordinated externally.
v3.1,DEP-07-03-007,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,RFP-AppI,RFP Appendix I Template,_Sources/AB-2024-07156-Penhold Public Services Building RFP_2024_004.pdf,The RFP Appendix I template defines the required table structure and fields; it must be obtained before formatting the final deliverable.,Procedure.md,Procedure.md > Prerequisites > Reference Materials,RFP Appendix I template — Defines required table format and fields — Status: TBD: Not accessible in current deliverable folder,EXPLICIT,APPROVED,TBD,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Procedure.md Prerequisites table lists template as required before starting. Specification Standards section also notes TBD status for template access.
v3.1,DEP-07-03-008,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,Addendum03,Addendum 03 — AB-2024-07156-Penhold Public Services Building Addendum03.pdf,_Sources/AB-2024-07156-Penhold_Public Services Building Addendum03.pdf,Addendum 03 scope clarifications (pickled sand building removed; technical systems included) must be integrated before finalising the team list.,Procedure.md,Procedure.md > Prerequisites > Reference Materials,Addendum 03 — Clarifies scope items affecting team composition (e.g. pickled sand building removed technical systems included) — Accessible,EXPLICIT,APPROVED,APPROVED,SATISFIED,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Procedure.md Prerequisites list Addendum 03 as required; status listed as Accessible. _REFERENCES.md confirms location in _Sources/.
v3.1,DEP-07-03-009,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-01,DEL-01-01,,DEL-01-01 Compliance Matrix and Checklist,PKG-01/1_Working/DEL-01-01_ComplianceMatrixAndChecklist,Completion of Appendix I is checked as a mandatory compliance item in DEL-01-01; Procedure Step 10 requires updating the compliance matrix.,Procedure.md,Procedure.md > Steps > Step 10,"Provide confirmation of Appendix I completion to the compliance matrix owner (DEL-01-01). Compliance matrix owner checks off 'Appendix I - Subtrade and Consultant List' as complete.",EXPLICIT,APPROVED,TBD,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Procedure.md Step 10 and Specification.md Documentation > Downstream Documentation explicitly state DEL-01-01 consumes confirmation of DEL-07-03 completion.
v3.1,DEP-07-03-010,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-01,DEL-01-02,,DEL-01-02 Formal Submission Package,PKG-01/1_Working/DEL-01-02_FormalSubmissionPackage,The approved Appendix I is embedded in the final proposal PDF (DEL-01-02) per Procedure Step 9.,Procedure.md,Procedure.md > Steps > Step 9,Provide the approved Appendix I to the document assembly team (responsible for DEL-01-02). Ensure Appendix I is inserted in the correct location in the proposal PDF.,EXPLICIT,APPROVED,TBD,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Procedure.md Step 9 and _CONTEXT.md anticipated artifacts confirm DEL-01-02 consumes this deliverable.
v3.1,DEP-07-03-011,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-07-01,,DEL-07-01 Design-Build Firm Experience Profile,PKG-03/1_Working/DEL-07-01_DesignBuildFirmExperienceProfile,"Firms listed in Appendix I must be consistent with and profiled in DEL-07-01; Appendix I acts as 'table of contents' feeding the firm experience narrative. Cross-reference required per REQ-08 and Procedure Step 6.",Specification.md,Specification.md > Documentation > Downstream Documentation,DEL-07-01 Firm Experience Narrative: Firms listed here are detailed in experience narrative,EXPLICIT,DRAFT,TBD,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Specification.md Downstream Documentation and Guidance Purpose § 5 explicitly state this interface. Procedure Step 6 requires cross-reference consistency check.
v3.1,DEP-07-03-012,PKG-03,DEL-07-03,Appendix I - Subtrade and Consultant List,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-07-02,,DEL-07-02 Key Team Members and Resumes,PKG-03/1_Working/DEL-07-02_KeyTeamMembersAndResumes,"Personnel named in Appendix I must have corresponding resumes in DEL-07-02; cross-reference required per REQ-08 and Procedure Step 6.",Specification.md,Specification.md > Documentation > Downstream Documentation,DEL-07-02 Key Team Members and Resumes: Personnel named here have full resumes in DEL-07-02,EXPLICIT,DRAFT,TBD,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Specification.md Downstream Documentation and REQ-08 explicitly state this interface. Procedure Step 6 requires cross-reference review.
