LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-0402-01,08-Doors,PKG-004,DEL-04-02,Overhead door 16x16 ft motorized insulated standard grade with windows (cold storage),2,each,13500,27000,CAD,RATE_TABLE,Equipment_Pricing.csv row EQ-02 (RecommendedPrice=$13500; Qty_Assumed=2),MED,EQ-02 explicitly for cold storage; standard grade per SOW-0302
L-0402-02,08-Doors,PKG-004,DEL-04-02,Person door - hollow metal door and frame single commercial,2,each,1800,3600,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-11 (RecommendedRate=$1800),MED,Standard commercial hollow metal per REQ-4202-06; code-compliant egress size
L-0402-03,08-Doors,PKG-004,DEL-04-02,Door hardware set - commercial per opening (person doors),2,each,600,1200,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-13 (RecommendedRate=$600),MED,Lever handle + closer + hinges + weatherstrip + keyed deadbolt per REQ-4202-07
L-0402-04,08-Doors,PKG-004,DEL-04-02,Door hardware set - overhead door hardware allowance (weatherstrip + guides + misc),2,each,600,1200,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-13 (RecommendedRate=$600); Assumptions_Log.md ASM-03,MED,Overhead door hardware beyond what is included in EQ-02 unit price; assumed equivalent to one commercial hardware set per opening for guides + seals + misc
L-0402-05,03-Concrete,PKG-004,DEL-04-02,Concrete apron at overhead door (200mm reinforced heavy-duty slab-on-grade),2,each,5400,10800,CAD,RATE_TABLE,Structural_Concrete_Rates.csv row SC-04 (RecommendedRate=$108/m2); Assumptions_Log.md ASM-04,MED,2 aprons at 50 m2 each (approx 7.5m wide x 6.7m deep per ASM-04); $108/m2 x 50 m2 = $5400 each
L-0402-06,07-Thermal,PKG-004,DEL-04-02,Perimeter sealant and weatherstripping at overhead door openings,2,each,512,1024,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-14 (RecommendedRate=$16/lm); Assumptions_Log.md ASM-05,MED,Perimeter = 2*(4.88m+4.88m) = 19.5m per opening; 19.5 lm x $16/lm = $312 sealant + $200 weatherstrip allowance per ASM-06 = $512 each
L-0402-07,07-Thermal,PKG-004,DEL-04-02,Perimeter sealant and weatherstripping at person door openings,2,each,131,262,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-14 (RecommendedRate=$16/lm); Assumptions_Log.md ASM-05,MED,Perimeter = 2*(0.81m+2.03m) = 5.7m per opening; 5.7 lm x $16/lm = $91 sealant + $40 weatherstrip allowance per ASM-06 = $131 each
L-0402-08,08-Doors,PKG-004,DEL-04-02,Installation labour - overhead doors (carpenter),32,hr,72,2304,CAD,RATE_TABLE,Construction_Labour_Rates.csv row T-02 (FullyBurdenedRate=$72/hr); Assumptions_Log.md ASM-07,MED,16 hrs per door x 2 doors = 32 hrs; includes unloading + assembly + hanging + opener installation + adjustment
L-0402-09,08-Doors,PKG-004,DEL-04-02,Installation labour - person doors (carpenter),8,hr,72,576,CAD,RATE_TABLE,Construction_Labour_Rates.csv row T-02 (FullyBurdenedRate=$72/hr); Assumptions_Log.md ASM-08,MED,4 hrs per door x 2 doors = 8 hrs; includes frame set + door hang + hardware install
L-0402-10,03-Concrete,PKG-004,DEL-04-02,Installation labour - concrete aprons (concrete finisher + labourer),48,hr,62,2976,CAD,RATE_TABLE,Construction_Labour_Rates.csv rows T-04 ($68/hr) and T-01 ($55/hr) blended; Assumptions_Log.md ASM-09,MED,24 hrs per apron x 2 aprons = 48 hrs; blended rate ($68+$55)/2=$62; includes forming + placement + finishing + curing
L-0402-11,08-Doors,PKG-004,DEL-04-02,Emergency exit lights above person doors (battery backup),2,each,350,700,CAD,RATE_TABLE,Assumptions_Log.md ASM-10; location TBD,LOW,Per REQ-4202-11; unit rate based on typical commercial LED exit light with battery; no direct rate table entry -- see QA warning
L-0402-12,08-Doors,PKG-004,DEL-04-02,Weatherproof light switches at person doors,2,each,85,170,CAD,RATE_TABLE,Assumptions_Log.md ASM-11; location TBD,LOW,Per REQ-4202-12; unit rate based on typical weatherproof switch assembly; no direct rate table entry -- see QA warning
