LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-01,I-01,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Floor drain body and grate — repair bay (heavy-duty load-rated),4,EA,850.00,3400.00,CAD,PARAMETRIC,Parametric — Alberta industrial heavy-duty cast iron floor drain installed; no quote in PRICE_SOURCES,LOW,Heavy-duty H-20+ rated for heavy equipment areas; type TBD per IFC (DEL-006-03)
L-02,I-02,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Floor drain body and grate — wash bay (heavy-duty load-rated),1,EA,850.00,850.00,CAD,PARAMETRIC,Parametric — Alberta industrial heavy-duty cast iron floor drain installed; no quote in PRICE_SOURCES,LOW,Heavy-duty H-20+ rated; type TBD per IFC
L-03,I-03,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Floor drain body and grate — washroom (standard duty),1,EA,450.00,450.00,CAD,PARAMETRIC,Parametric — standard commercial floor drain installed; no quote in PRICE_SOURCES,LOW,Standard duty for non-vehicle area
L-04,I-04,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Floor drain body and grate — emergency shower area (standard duty),1,EA,450.00,450.00,CAD,PARAMETRIC,Parametric — standard commercial floor drain installed; no quote in PRICE_SOURCES,LOW,Sized for 75.7 L/min per ANSI Z358.1
L-05,I-05,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Sump drain body and grate — repair bays (heavy-duty),2,EA,1200.00,2400.00,CAD,PARAMETRIC,Parametric — Alberta industrial deep-body sump drain installed; no quote in PRICE_SOURCES,LOW,Deep body sump type for sediment settling; qty TBD per IFC
L-06,I-06,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Trap assembly (P-trap or integral) per drain location,9,EA,85.00,765.00,CAD,PARAMETRIC,Parametric — standard plumbing trap assembly; no quote in PRICE_SOURCES,MED,One per drain point (7 floor + 2 sump)
L-07,I-07,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Trap primer device (where required by code),3,EA,250.00,750.00,CAD,PARAMETRIC,Parametric — trap primer device installed; no quote in PRICE_SOURCES,LOW,Locations TBD per Plumbing Engineer; assumed 3
L-08,I-08,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Underground drain piping — shop floor drains to building drain/vent system,25,m,160.00,4000.00,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-02 Sanitary line RecommendedRate=$160/m,MED,Parametric run length; rate from UU-02
L-09,I-09,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Underground drain piping — sump drains to building drain/vent system,12,m,160.00,1920.00,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-02 Sanitary line RecommendedRate=$160/m,MED,Parametric run length; rate from UU-02
L-10,I-10,Plumbing > Plumbing Systems,PKG-014,DEL-014-04,Underground drain piping — wash bay drain to building exterior stub,8,m,160.00,1280.00,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-02 Sanitary line RecommendedRate=$160/m,MED,Parametric run length; rate from UU-02
