ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-004-05,Project management — coordination and oversight of receptacle layout drawing production,6,hr,UNIT_RATE,Procedure,Steps 1-8,"PM coordination across scope confirmation, upstream inputs, County review, and IFC issue"
ITEM-002,DEL-004-05,Cost estimating — quantity takeoff and benchmarking support for receptacle layout,4,hr,UNIT_RATE,Procedure,Steps 1-8,Estimator support for receptacle counts and cost validation
ITEM-003,DEL-004-05,BIM/CAD drafting — receptacle layout drawing production on architectural base,36,hr,UNIT_RATE,Procedure,Steps 3-4,"Drafting receptacle layout plans; symbol placement, legend, annotation, coordination overlays"
ITEM-004,DEL-004-05,Electrical engineering — receptacle design development and IFC coordination,84,hr,UNIT_RATE,Procedure,Steps 1-8,"Lead EE effort: scope confirmation, zone programming, code compliance (CEC Part I), GFCI/AFCI determination, circuit coordination with DEL-004-06, internal QA review, P.Eng. stamp"
ITEM-005,DEL-004-05,Receptacle program development — zone-by-zone receptacle type and count determination,1,LS,LUMP_SUM,Datasheet,Receptacle Distribution by Zone,"Included in ITEM-004 EE hours; listed separately for traceability. Covers 9 zones: Main Shop bays, Work Bench, Welding Station, Parts Room, Office, Utility Room, Wash Bay, Mezzanine (TBD), Old North Shop renovation (TBD)"
ITEM-006,DEL-004-05,Electrical legend and symbol table preparation,1,LS,LUMP_SUM,Specification,REQ-007,"Included in ITEM-003 BIM hours; listed for traceability. Five receptacle types: 15A/120V, 20A/120V, 20A/240V, 30A/240V, 50A/240V"
ITEM-007,DEL-004-05,GFCI location enumeration and wet/damp area assessment,1,LS,LUMP_SUM,Specification,REQ-004,Included in ITEM-004 EE hours; listed for traceability. Wash bay minimum; utility room and other areas to be evaluated per CEC Part I
ITEM-008,DEL-004-05,AFCI and tamper-resistant receptacle applicability determination,1,LS,LUMP_SUM,Specification,REQ-010,Included in ITEM-004 EE hours; listed for traceability. Code applicability TBD per occupancy classification
ITEM-009,DEL-004-05,CEC Part I edition confirmation with AHJ,1,LS,LUMP_SUM,Specification,REQ-005,Included in ITEM-004 EE hours; listed for traceability. Must confirm applicable code edition before IFC
ITEM-010,DEL-004-05,Coordination with upstream deliverables (DEL-001-02 arch floor plans; DEL-004-02 single-line; DEL-004-03 power distribution; DEL-004-06 panel schedules),1,LS,LUMP_SUM,Procedure,Steps 2 and 5,Included in ITEM-004 EE hours and ITEM-003 BIM hours; listed for traceability
ITEM-011,DEL-004-05,Internal quality review and intermediate QA gate (Step 6 self-check checklist),1,LS,LUMP_SUM,Procedure,Step 6,Included in ITEM-004 EE hours; listed for traceability. Documented checklist per F-001 enrichment
ITEM-012,DEL-004-05,P.Eng. stamp application and IFC issue,1,LS,LUMP_SUM,Procedure,Step 8,Included in ITEM-004 EE hours; listed for traceability. Alberta P.Eng. stamp on all IFC sheets
