RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-08-01-001,PKG-08,DEL-08-01,DetailedProjectSchedule,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,PKG-08,,PKG-08,PKG-08 Schedule & Milestones,,This deliverable implements the PKG-08 node in the project decomposition. DEL-08-01 is the primary deliverable of PKG-08.,Datasheet.md,Datasheet.md > Identification > Package,Package: PKG-08 Schedule & Milestones,EXPLICIT,APPROVED,APPROVED,TBD,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: PKG-08 confirmed in decomposition Section 7 as parent package of DEL-08-01.
v3.1,DEP-08-01-002,PKG-08,DEL-08-01,DetailedProjectSchedule,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-023,SOW-023 Detailed project schedule,Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md > Section 10 Scope Ledger,This deliverable traces to SOW-023: Provide detailed project schedule (Gantt + milestones + critical path) and schedule assumptions.,_CONTEXT.md,_CONTEXT.md > Scope Traceability,Scope items: SOW-023,EXPLICIT,APPROVED,APPROVED,TBD,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: SOW-023 explicitly cited in _CONTEXT.md Scope Traceability. Confirmed in decomposition Section 10 Scope Ledger.
v3.1,DEP-08-01-003,PKG-08,DEL-08-01,DetailedProjectSchedule,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-009,OBJ-009 Provide a believable schedule,Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md > Section 6 Objectives,This deliverable traces to OBJ-009: Provide a believable schedule (Gantt/milestones/critical path; key risks accounted for).,_CONTEXT.md,_CONTEXT.md > Scope Traceability,Objectives: OBJ-009,EXPLICIT,APPROVED,APPROVED,TBD,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: OBJ-009 explicitly cited in _CONTEXT.md Scope Traceability. Confirmed in decomposition Section 6.
v3.1,DEP-08-01-004,PKG-08,DEL-08-01,DetailedProjectSchedule,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-04,DEL-02-01,,DEL-02-01 ConceptDesignPackage,PKG-04_Design Proposal/1_Working/DEL-02-01_ConceptDesignPackage,Schedule development requires scope clarity from Concept Design Package: building size/site layout/major systems affect schedule phasing and durations.,Procedure.md,Procedure.md > Prerequisites > Dependencies,Provides scope clarity (building size site layout major systems) affecting schedule phasing and durations,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Explicitly listed as upstream deliverable in Procedure Prerequisites. Procedure Step 6.5 also requires cross-check with DEL-02-01 scope.
v3.1,DEP-08-01-005,PKG-08,DEL-08-01,DetailedProjectSchedule,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-06,DEL-04-01,,DEL-04-01 ConstructionMethodologyNarrative,PKG-06_Construction Methodology + Administration/1_Working/DEL-04-01_ConstructionMethodologyNarrative,Construction sequencing and logistics assumptions from DEL-04-01 must align with and inform the schedule.,Procedure.md,Procedure.md > Prerequisites > Dependencies,Provides construction sequencing and logistics assumptions that must align with schedule,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Explicitly listed in Procedure Prerequisites. REQ-SCH-010 and Procedure Step 6.2 require alignment between schedule and methodology narrative.
v3.1,DEP-08-01-006,PKG-08,DEL-08-01,DetailedProjectSchedule,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-02,DEL-05-01,,DEL-05-01 AppendixH_ScheduleA_PricingSummary,PKG-02_Financial Proposal (Appendix H)/1_Working/DEL-05-01_AppendixH_ScheduleA_PricingSummary,Schedule assumptions (durations/phasing) must be consistent with pricing cost basis and escalation assumptions per REQ-SCH-010.,Specification.md,Specification.md > Boundaries and Interfaces,Interface with pricing (DEL-05-01/02): Schedule assumptions must align with cost basis and procurement strategies,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Specification.md Boundaries and Interfaces explicitly states this interface. Also cited in Procedure Step 6.1 and REQ-SCH-010.
v3.1,DEP-08-01-007,PKG-08,DEL-08-01,DetailedProjectSchedule,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-02,DEL-05-02,,DEL-05-02 AppendixH_ScheduleB_CostBreakdown,PKG-02_Financial Proposal (Appendix H)/1_Working/DEL-05-02_AppendixH_ScheduleB_CostBreakdown,Schedule assumptions (durations/phasing/procurement lead times) must be consistent with pricing cost breakdown per REQ-SCH-010.,Procedure.md,Procedure.md > Step 6 > Sub-step 6.1,Verify schedule duration aligns with general conditions pricing; verify procurement cost assumptions align with schedule lead times,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Explicitly cited in Procedure Step 6.1. DEL-05-01 and DEL-05-02 referenced together throughout Specification and Procedure.
v3.1,DEP-08-01-008,PKG-08,DEL-08-01,DetailedProjectSchedule,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-07,DEL-06-01,,DEL-06-01 CommissioningTrainingCloseoutWarrantyNarrative,PKG-07_Commissioning Closeout & Warranty/1_Working/DEL-06-01_CommissioningTrainingCloseoutWarrantyNarrative,Commissioning phase duration (10-12 weeks) and scope must align with DEL-06-01 commissioning narrative per REQ-SCH-005.,Specification.md,Specification.md > Boundaries and Interfaces,Interface with methodology (DEL-04-01): Schedule sequence must align with construction methodology narrative,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Specification Boundaries states this interface. REQ-SCH-005 requires commissioning durations align with DEL-06-01. Procedure Step 6.3 requires explicit coordination.
v3.1,DEP-08-01-009,PKG-08,DEL-08-01,DetailedProjectSchedule,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-09,DEL-09-01,,DEL-09-01 RiskRegisterAndMitigationPlan,PKG-09_Due Diligence & Risk Register/1_Working/DEL-09-01_RiskRegisterAndMitigationPlan,Schedule buffers and contingencies must reflect identified risks from DEL-09-01 Risk Register per REQ-SCH-011.,Specification.md,Specification.md > Boundaries and Interfaces,Interface with risk register (DEL-09-01): Schedule buffers and contingencies must reflect identified risks,EXPLICIT,DRAFT,DRAFT,PENDING,HIGH,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Specification Boundaries explicitly states this interface. REQ-SCH-011 and Procedure Step 5 require explicit coordination. Procedure acknowledges DEL-09-01 may not be available; ASSUMPTION-based buffers permitted if so.
v3.1,DEP-08-01-010,PKG-08,DEL-08-01,DetailedProjectSchedule,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-09,DEL-09-02,,DEL-09-02 SiteConditionsAndDueDiligenceSummary,PKG-09_Due Diligence & Risk Register/1_Working/DEL-09-02_SiteConditionsAndDueDiligenceSummary,Site constraints (geotechnical/wetland/flood) from DEL-09-02 affect site work phasing and durations in the schedule.,Procedure.md,Procedure.md > Prerequisites > Dependencies,Provides site constraints (geotechnical wetland flood) affecting site work phasing and durations,EXPLICIT,DRAFT,DRAFT,PENDING,MEDIUM,EXTRACTED,2026-02-18,2026-02-18,ACTIVE,FACT: Explicitly listed as upstream deliverable in Procedure Prerequisites. Geotechnical and wetland constraints are schedule-relevant inputs to site work phasing.
